datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-05_10-28-49.907677;727147;150.666748;23.9375;0.065;3.157084;93.0;0.026367;0.024414;0.649414;20000;20000;160890;1;0;0
2024-11-05_10-28-50.017004;727284;157.333252;23.875;0.342917;3.202917;93.0;0.021484;0.020508;0.571289;20000;20000;160999;1;0;0
2024-11-05_10-28-50.115859;727284;157.333252;23.875;0.342917;3.202917;93.0;0.021484;0.020508;0.571289;20000;20000;161110;0;0;0
2024-11-05_10-28-50.284952;727566;186.666748;23.9375;0.151667;3.174167;94.0;0.009766;0.019531;0.411133;20000;20000;161280;0;0;0
2024-11-05_10-28-50.409985;727566;186.666748;23.9375;0.151667;3.174167;94.0;0.009766;0.019531;0.411133;20000;20000;161407;0;0;0
2024-11-05_10-28-50.583162;727846;200.0;23.9375;0.155;3.1825;94.0;0.006836;0.023438;0.297852;20000;20000;161570;0;0;0
2024-11-05_10-28-50.724604;727993;210.666748;23.9375;0.151667;3.156667;95.0;0.004883;0.022461;0.253906;20000;20000;161730;0;0;0
2024-11-05_10-28-50.899908;728136;221.333252;23.875;0.034167;3.15625;98.0;0.001953;0.029297;0.183594;20000;20000;161890;0;0;0
2024-11-05_10-28-51.054424;728292;225.333252;23.875;0.023333;3.156667;100.0;0.00293;0.027344;0.152344;20000;20000;162040;0;0;0
2024-11-05_10-28-51.245812;728443;225.333252;23.9375;0.0225;3.156667;97.0;0.0;0.022461;0.145508;20000;20000;162209;0;0;0
2024-11-05_10-28-51.370633;728578;237.333252;23.875;0.021667;3.156667;95.0;-0.001953;0.022461;0.097656;20000;20000;162360;0;0;0
2024-11-05_10-28-51.525370;728716;242.666748;23.875;0.021667;3.156667;97.0;0.001953;0.020508;0.095703;20000;20000;162507;0;0;0
2024-11-05_10-28-51.853803;728994;245.333252;23.9375;0.021667;3.156667;99.0;-0.000977;0.024414;0.079102;20000;20000;162837;0;0;0
2024-11-05_10-28-52.010494;729274;238.666748;23.9375;0.021667;3.156667;96.0;-0.00293;0.03125;0.072266;0;0;174;0;0;0
2024-11-05_10-28-52.215030;729418;-18.666626;23.9375;0.022083;3.156667;94.0;-0.00293;0.03125;0.068359;0;0;385;0;0;0
2024-11-05_10-28-52.356065;729569;-22.666626;23.9375;0.021667;3.156667;94.0;-0.00293;0.033203;0.076172;5000;5000;482;0;0;0
2024-11-05_10-28-52.512130;729718;-18.666626;23.9375;0.08875;3.1775;96.0;-0.006836;0.03125;0.066406;5000;5000;676;0;0;0
2024-11-05_10-28-52.668827;729859;-18.666626;23.9375;0.11625;3.180417;97.0;-0.004883;0.032227;0.061523;10000;10000;815;0;0;0
2024-11-05_10-28-52.810198;730007;-21.333374;23.9375;0.0575;3.156667;99.0;-0.004883;0.03125;0.047852;10000;10000;973;0;0;0
2024-11-05_10-28-52.935212;730144;-13.333374;23.875;0.095;3.175;100.0;-0.004883;0.02832;0.041016;15000;15000;1096;0;0;0
2024-11-05_10-28-53.076582;730289;-13.333374;23.875;0.045833;3.16875;102.0;-0.007812;0.026367;0.03125;15000;15000;1245;0;0;0
2024-11-05_10-28-53.236324;730434;-13.333374;23.9375;0.102917;3.156667;103.0;-0.009766;0.030273;0.02832;20000;20000;1405;0;0;0
2024-11-05_10-28-53.391304;730584;-13.333374;23.9375;0.09875;3.166667;108.0;-0.004883;0.030273;0.024414;20000;20000;1555;0;0;0
2024-11-05_10-28-53.563801;730725;-13.333374;23.9375;0.140417;3.167084;108.0;-0.00293;0.033203;0.019531;25000;25000;1719;0;0;0
2024-11-05_10-28-53.721030;730998;-13.333374;23.9375;0.107917;3.167084;117.0;-0.006836;0.032227;0.009766;25000;25000;1885;0;0;0
2024-11-05_10-28-53.894269;731156;-8.0;23.9375;0.046667;3.168334;121.0;-0.007812;0.035156;-0.001953;30000;30000;2055;0;0;0
2024-11-05_10-28-54.066424;731315;-10.666626;23.9375;0.069167;3.1775;126.0;-0.006836;0.03418;-0.003906;35000;35000;2218;0;0;0
2024-11-05_10-28-54.192163;731447;-16.0;23.9375;0.08125;3.176667;133.0;-0.006836;0.036133;-0.00293;35000;35000;2356;0;0;0
2024-11-05_10-28-54.335875;731586;-13.333374;23.9375;0.084167;3.156667;136.0;-0.007812;0.035156;0.000977;35000;35000;2495;0;0;0
2024-11-05_10-28-54.491187;731727;-20.0;23.9375;0.135833;3.1725;143.0;-0.004883;0.03418;0.003906;40000;40000;2654;0;0;0
2024-11-05_10-28-54.679180;731875;-16.0;23.9375;0.157917;3.16375;153.0;-0.007812;0.035156;-0.000977;45000;45000;2821;0;0;0
2024-11-05_10-28-54.814406;732019;-16.0;23.9375;0.126667;3.16875;155.0;-0.009766;0.035156;-0.007812;45000;45000;2975;0;0;0
2024-11-05_10-28-54.961916;732167;-8.0;23.9375;0.07625;3.15625;164.0;-0.012695;0.035156;-0.00293;50000;50000;3116;0;0;0
2024-11-05_10-28-55.118213;732304;-13.333374;23.9375;0.0625;3.15625;175.0;-0.008789;0.035156;-0.003906;50000;50000;3276;0;0;0
2024-11-05_10-28-55.306780;732449;-17.333374;23.9375;0.217083;3.019167;181.0;-0.010742;0.035156;0.0;55000;55000;3464;0;0;0
2024-11-05_10-28-55.463636;732734;-22.666626;23.9375;0.713333;3.017083;202.0;-0.008789;0.03418;0.010742;55000;55000;3614;0;0;0
2024-11-05_10-28-55.682847;732879;-16.0;23.9375;0.81125;3.010834;207.0;-0.011719;0.037109;0.011719;-100000;-100000;3834;0;0;0
