Time;acc_x;acc_y;acc_z;

1609;0.023438;0.024414;1.004883;
1753;0.023438;0.025391;0.989258;
1893;0.025391;0.022461;0.980469;
2033;0.022461;0.022461;0.977539;
2173;0.020508;0.014648;0.977539;
2313;0.024414;0.023438;0.982422;
2453;0.025391;0.021484;0.978516;
2594;0.022461;0.022461;0.969727;
2733;0.027344;0.021484;0.973633;
2873;0.023438;0.022461;0.987305;
3013;0.023438;0.028320;0.992188;
3154;0.017578;0.025391;0.968750;
3293;0.020508;0.028320;0.971680;
3434;0.030273;0.025391;0.990234;
3574;0.025391;0.022461;0.994141;
3713;0.020508;0.033203;0.990234;
3853;0.025391;0.036133;0.999023;
3989;0.024414;0.025391;0.987305;
4139;0.024414;0.028320;1.012695;
4290;0.021484;0.025391;1.000000;
4453;0.022461;0.027344;1.021484;
4594;0.029297;0.026367;1.052734;
4734;0.027344;0.027344;1.048828;
4873;0.027344;0.024414;1.059570;
5013;0.024414;0.025391;1.059570;
5153;0.025391;0.024414;1.054688;
5293;0.028320;0.017578;1.051758;
5430;0.030273;0.018555;1.078125;
5579;0.030273;0.021484;1.069336;
5724;0.029297;0.020508;1.060547;
5863;0.029297;0.016602;1.059570;
6004;0.027344;0.015625;1.051758;
6139;0.027344;0.008789;1.044922;
6294;0.030273;0.019531;1.047852;
6429;0.027344;0.020508;1.056641;
6579;0.027344;0.025391;1.054688;
6729;0.025391;0.024414;1.040039;
6879;0.026367;0.025391;1.041992;
7039;0.025391;0.020508;1.025391;
7189;0.026367;0.022461;1.042969;
7333;0.020508;0.028320;1.033203;
7473;0.023438;0.026367;1.034180;
7613;0.023438;0.015625;1.022461;
7749;0.026367;0.023438;1.031250;
7904;0.029297;0.028320;1.042969;
8054;0.026367;0.020508;1.057617;
8193;0.025391;0.018555;1.068359;
8329;0.028320;0.030273;1.076172;
8459;0.029297;0.024414;1.082031;
8613;0.033203;0.022461;1.114258;
8763;0.034180;0.030273;1.128906;
8903;0.036133;0.025391;1.126953;
9039;0.030273;0.021484;1.118164;
9194;0.030273;0.029297;1.107422;
9329;0.030273;0.023438;1.112305;
9479;0.031250;0.024414;1.104492;
9620;0.029297;0.028320;1.094727;
9779;0.031250;0.028320;1.084961;
9929;0.030273;0.016602;1.077148;
10084;0.030273;0.018555;1.066406;
10224;0.026367;0.020508;1.038086;
10374;0.023438;0.023438;1.035156;
10513;0.021484;0.020508;1.022461;
10664;0.026367;0.023438;1.008789;
10799;0.023438;0.017578;1.000000;
10954;0.019531;0.026367;1.000977;
11103;0.026367;0.019531;0.993164;
11243;0.025391;0.017578;0.987305;
11380;0.020508;0.021484;0.981445;
11534;0.024414;0.029297;0.994141;
11674;0.023438;0.019531;1.001953;
11813;0.020508;0.028320;0.993164;
11949;0.024414;0.028320;0.995117;
12089;0.018555;0.024414;0.998047;
12239;0.020508;0.025391;0.998047;
12399;0.025391;0.029297;0.996094;
12559;0.021484;0.027344;0.991211;
12709;0.017578;0.032227;0.997070;
12864;0.023438;0.031250;0.994141;
13004;0.015625;0.024414;0.983398;
13153;0.020508;0.029297;0.978516;
13293;0.024414;0.025391;0.981445;
13440;0.017578;0.027344;0.985352;
13603;0.019531;0.030273;0.963867;
13754;0.022461;0.024414;0.978516;
13894;0.019531;0.017578;0.970703;
14030;0.021484;0.023438;0.970703;
14183;0.018555;0.028320;0.972656;
14324;0.019531;0.026367;0.967773;
14473;0.020508;0.022461;0.988281;
14614;0.024414;0.024414;0.979492;
14759;0.017578;0.022461;0.978516;
14909;0.021484;0.031250;0.997070;
15050;0.023438;0.022461;0.997070;
15199;0.022461;0.020508;1.006836;
15359;0.021484;0.017578;1.022461;
15499;0.023438;0.025391;1.042969;
15654;0.025391;0.022461;1.041016;
15794;0.028320;0.028320;1.054688;
15943;0.024414;0.026367;1.063477;
16080;0.027344;0.032227;1.083984;
16234;0.026367;0.024414;1.095703;
16373;0.028320;0.026367;1.099609;
16514;0.029297;0.029297;1.101562;
16649;0.029297;0.028320;1.099609;
16804;0.028320;0.023438;1.113281;
16944;0.033203;0.022461;1.113281;
17093;0.031250;0.022461;1.103516;
17234;0.027344;0.019531;1.083984;
17369;0.028320;0.018555;1.090820;
17514;0.025391;0.027344;1.071289;
17650;0.025391;0.018555;1.057617;
17809;0.023438;0.020508;1.049805;
17970;0.021484;0.019531;1.018555;
18129;0.020508;0.021484;1.007812;
18280;0.022461;0.019531;0.998047;
18433;0.022461;0.023438;0.988281;
18574;0.023438;0.021484;0.976562;
18723;0.019531;0.031250;0.978516;
18859;0.018555;0.032227;0.985352;
19013;0.018555;0.028320;0.972656;
19154;0.017578;0.026367;0.965820;
19294;0.017578;0.030273;0.971680;
19444;0.015625;0.024414;0.968750;
19579;0.017578;0.027344;0.959961;
19724;0.020508;0.029297;0.966797;
19864;0.017578;0.032227;0.985352;
20003;0.018555;0.032227;1.002930;
20144;0.020508;0.028320;1.003906;
20279;0.020508;0.028320;1.007812;
20429;0.021484;0.025391;1.017578;
20581;0.021484;0.027344;1.027344;
20740;0.023438;0.019531;1.044922;
20890;0.028320;0.019531;1.065430;
21044;0.027344;0.020508;1.069336;
21194;0.025391;0.019531;1.084961;
21334;0.027344;0.022461;1.090820;
21469;0.026367;0.027344;1.093750;
21624;0.026367;0.030273;1.096680;
21763;0.024414;0.022461;1.091797;
21903;0.029297;0.026367;1.080078;
22043;0.026367;0.020508;1.078125;
22169;0.026367;0.018555;1.073242;
22314;0.024414;0.022461;1.068359;
22454;0.027344;0.023438;1.072266;
22593;0.024414;0.027344;1.062500;
22734;0.022461;0.029297;1.045898;
22871;0.024414;0.034180;1.042969;
23019;0.024414;0.030273;1.040039;
23179;0.022461;0.025391;1.023438;
23309;0.021484;0.025391;1.015625;
23449;0.016602;0.028320;1.007812;
23609;0.017578;0.014648;0.999023;
23769;0.019531;0.022461;0.995117;
23923;0.020508;0.012695;0.995117;
24064;0.019531;0.016602;0.980469;
24203;0.019531;0.020508;0.972656;
24339;0.018555;0.027344;0.980469;
24494;0.018555;0.021484;0.975586;
24634;0.020508;0.028320;0.975586;
24773;0.017578;0.019531;0.977539;
24909;0.015625;0.026367;0.989258;
