Time;acc_x;acc_y;acc_z;

1877;-0.089844;0.024414;0.934570;
2023;-0.086914;0.024414;0.963867;
2163;-0.083984;0.019531;1.000000;
2303;-0.081055;0.027344;1.032227;
2444;-0.080078;0.022461;1.064453;
2583;-0.083008;0.028320;1.081055;
2724;-0.079102;0.023438;1.109375;
2864;-0.078125;0.026367;1.120117;
3004;-0.079102;0.029297;1.130859;
3143;-0.080078;0.027344;1.136719;
3283;-0.078125;0.033203;1.147461;
3423;-0.079102;0.029297;1.139648;
3563;-0.079102;0.028320;1.156250;
3704;-0.077148;0.025391;1.172852;
3843;-0.078125;0.029297;1.191406;
3984;-0.072266;0.029297;1.223633;
4124;-0.076172;0.025391;1.233398;
4264;-0.071289;0.024414;1.253906;
4405;-0.070312;0.024414;1.261719;
4549;-0.070312;0.018555;1.273438;
4699;-0.074219;0.018555;1.265625;
4849;-0.072266;0.018555;1.263672;
4989;-0.075195;0.017578;1.247070;
5140;-0.075195;0.016602;1.234375;
5279;-0.074219;0.012695;1.216797;
5424;-0.076172;0.021484;1.195312;
5573;-0.078125;0.017578;1.178711;
5704;-0.079102;0.014648;1.163086;
5843;-0.079102;0.021484;1.153320;
5984;-0.080078;0.022461;1.138672;
6134;-0.081055;0.020508;1.127930;
6274;-0.081055;0.024414;1.123047;
6414;-0.083984;0.026367;1.127930;
6563;-0.081055;0.027344;1.125977;
6703;-0.084961;0.023438;1.125000;
6844;-0.082031;0.023438;1.125977;
6993;-0.084961;0.027344;1.129883;
7133;-0.080078;0.025391;1.139648;
7273;-0.083008;0.023438;1.135742;
7409;-0.081055;0.020508;1.133789;
7559;-0.081055;0.023438;1.143555;
7709;-0.081055;0.021484;1.144531;
7844;-0.079102;0.024414;1.153320;
7979;-0.082031;0.020508;1.149414;
8120;-0.079102;0.026367;1.166992;
8263;-0.079102;0.022461;1.164062;
8400;-0.078125;0.019531;1.179688;
8549;-0.078125;0.014648;1.181641;
8690;-0.078125;0.022461;1.205078;
8844;-0.075195;0.019531;1.226562;
8984;-0.075195;0.022461;1.230469;
9124;-0.077148;0.019531;1.247070;
9264;-0.075195;0.019531;1.250000;
9404;-0.073242;0.021484;1.250000;
9544;-0.076172;0.013672;1.246094;
9694;-0.074219;0.021484;1.247070;
9834;-0.075195;0.016602;1.242188;
9974;-0.073242;0.024414;1.249023;
10114;-0.077148;0.020508;1.227539;
10253;-0.075195;0.027344;1.228516;
10393;-0.078125;0.021484;1.221680;
10534;-0.074219;0.020508;1.216797;
10674;-0.078125;0.022461;1.203125;
10809;-0.079102;0.026367;1.195312;
10939;-0.080078;0.019531;1.190430;
11070;-0.078125;0.018555;1.180664;
11209;-0.079102;0.022461;1.168945;
11359;-0.081055;0.015625;1.160156;
11509;-0.082031;0.023438;1.150391;
11659;-0.083008;0.020508;1.126953;
11814;-0.083984;0.023438;1.126953;
11954;-0.081055;0.023438;1.122070;
12094;-0.083984;0.026367;1.116211;
12234;-0.084961;0.023438;1.094727;
12374;-0.083984;0.027344;1.100586;
12514;-0.085938;0.030273;1.095703;
12653;-0.083984;0.029297;1.095703;
12793;-0.084961;0.028320;1.085938;
12934;-0.086914;0.028320;1.096680;
13074;-0.087891;0.026367;1.101562;
13214;-0.083984;0.019531;1.106445;
13354;-0.083984;0.017578;1.125000;
13494;-0.079102;0.009766;1.159180;
13644;-0.077148;0.017578;1.209961;
13780;-0.076172;0.020508;1.233398;
13919;-0.072266;0.015625;1.262695;
14070;-0.067383;0.022461;1.288086;
14209;-0.069336;0.019531;1.307617;
14359;-0.063477;0.024414;1.336914;
14514;-0.064453;0.021484;1.357422;
14654;-0.062500;0.018555;1.373047;
14794;-0.059570;0.019531;1.391602;
14934;-0.056641;0.019531;1.409180;
15074;-0.050781;0.021484;1.424805;
15224;-0.051758;0.022461;1.450195;
15364;-0.046875;0.022461;1.476562;
15514;-0.041016;0.025391;1.502930;
15654;-0.040039;0.023438;1.515625;
15794;-0.037109;0.020508;1.526367;
15934;-0.034180;0.017578;1.541992;
16074;-0.028320;0.025391;1.541992;
16214;-0.027344;0.021484;1.532227;
16353;-0.023438;0.019531;1.539062;
16489;-0.022461;0.018555;1.515625;
16631;-0.015625;0.022461;1.509766;
16779;-0.011719;0.017578;1.494141;
16919;-0.010742;0.019531;1.494141;
17070;-0.003906;0.024414;1.499023;
17199;-0.004883;0.020508;1.511719;
17339;-0.003906;0.024414;1.502930;
17494;-0.002930;0.018555;1.479492;
17634;0.001953;0.023438;1.487305;
17774;0.003906;0.015625;1.474609;
17914;-0.000977;0.011719;1.409180;
18054;0.000000;0.017578;1.383789;
18204;0.000977;0.024414;1.359375;
18344;-0.000977;0.018555;1.300781;
18484;-0.002930;0.023438;1.272461;
18624;-0.004883;0.025391;1.215820;
18764;-0.007812;0.023438;1.179688;
18904;-0.010742;0.018555;1.120117;
19043;-0.008789;0.025391;1.095703;
19184;-0.009766;0.024414;1.060547;
19333;-0.015625;0.019531;1.022461;
19459;-0.013672;0.025391;1.002930;
19592;-0.010742;0.019531;1.000977;
19729;-0.014648;0.023438;0.988281;
19879;-0.012695;0.026367;1.004883;
20019;-0.011719;0.025391;1.017578;
20169;-0.005859;0.024414;1.041016;
20324;-0.006836;0.024414;1.052734;
20464;-0.006836;0.020508;1.058594;
20603;-0.006836;0.025391;1.076172;
20744;-0.007812;0.017578;1.064453;
20884;-0.009766;0.022461;1.067383;
21024;-0.006836;0.019531;1.076172;
21164;-0.005859;0.020508;1.056641;
21303;-0.001953;0.019531;1.060547;
21444;0.000000;0.023438;1.036133;
21584;-0.003906;0.024414;1.018555;
21723;-0.001953;0.022461;0.974609;
21864;-0.004883;0.025391;0.949219;
22004;-0.000977;0.023438;0.920898;
22144;-0.000977;0.028320;0.886719;
22279;-0.000977;0.021484;0.878906;
22429;0.000000;0.022461;0.851562;
22579;0.000000;0.022461;0.836914;
22719;0.000000;0.023438;0.831055;
22869;-0.000977;0.023438;0.824219;
23019;-0.002930;0.025391;0.833008;
23164;-0.001953;0.021484;0.832031;
23304;-0.004883;0.026367;0.837891;
23444;-0.006836;0.027344;0.859375;
23583;-0.007812;0.027344;0.863281;
23723;-0.008789;0.028320;0.880859;
23863;-0.002930;0.024414;0.894531;
24004;-0.003906;0.026367;0.894531;
24143;-0.006836;0.028320;0.922852;
24284;-0.002930;0.023438;0.930664;
24424;0.000000;0.022461;0.933594;
24564;-0.001953;0.022461;0.954102;
24704;-0.002930;0.020508;0.952148;
24844;0.003906;0.015625;0.966797;
24983;-0.001953;0.022461;0.984375;
25129;0.004883;0.022461;1.000977;
25270;0.004883;0.018555;1.023438;
25409;0.006836;0.020508;1.046875;
25559;0.008789;0.020508;1.052734;
25714;0.004883;0.025391;1.082031;
25849;0.006836;0.021484;1.085938;
25994;0.005859;0.031250;1.096680;
26130;0.006836;0.027344;1.110352;
26269;0.006836;0.025391;1.125000;
26404;0.008789;0.023438;1.144531;
26544;0.012695;0.023438;1.148438;
26684;0.012695;0.017578;1.169922;
26833;0.015625;0.023438;1.172852;
26974;0.012695;0.026367;1.189453;
27114;0.011719;0.027344;1.181641;
27254;0.009766;0.027344;1.166992;
27394;0.010742;0.022461;1.164062;
27534;0.006836;0.024414;1.128906;
27674;0.006836;0.017578;1.119141;
27813;0.006836;0.023438;1.088867;
27954;0.002930;0.017578;1.052734;
28094;0.002930;0.014648;1.038086;
28234;0.000977;0.017578;1.020508;
28379;0.000977;0.028320;1.000977;
28519;0.002930;0.019531;1.003906;
28669;0.001953;0.022461;0.993164;
28799;0.000000;0.017578;0.992188;
28939;0.001953;0.029297;0.995117;
29090;-0.001953;0.018555;0.998047;
29239;0.002930;0.029297;0.993164;
29394;0.005859;0.023438;0.981445;
29534;-0.003906;0.025391;0.972656;
29673;0.000977;0.024414;0.967773;
29813;0.000000;0.028320;0.950195;
29953;-0.004883;0.026367;0.958008;
30094;0.002930;0.022461;0.942383;
30234;0.000000;0.022461;0.932617;
30373;-0.001953;0.026367;0.948242;
30513;0.000977;0.025391;0.948242;
30653;-0.003906;0.027344;0.962891;
30793;-0.001953;0.019531;0.967773;
30933;-0.001953;0.019531;0.974609;
31073;-0.000977;0.023438;1.000977;
31214;0.001953;0.018555;1.022461;
31349;-0.000977;0.020508;1.018555;
31489;0.002930;0.022461;1.035156;
