Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

2351;-2000.000000;26.812500;0.021667;3.135417;95;

2492;-2000.000000;26.750000;0.021667;3.133750;96;

2635;-2000.000000;26.812500;0.021667;3.135417;97;

2772;-2000.000000;26.812500;0.021667;3.132917;100;

2915;-2000.000000;26.812500;0.021667;3.132083;97;

3052;-2000.000000;26.750000;0.013750;3.130000;97;

3195;-2000.000000;26.750000;0.021667;3.135417;97;

3333;-2000.000000;26.812500;0.021667;3.135417;98;

3475;-2000.000000;26.812500;0.021667;3.135417;96;

3615;-2000.000000;26.750000;0.021667;3.135417;95;

3752;-2000.000000;26.750000;0.021667;3.135000;102;

3895;-2000.000000;26.812500;0.021667;3.135417;97;

4032;-2000.000000;26.812500;0.021667;3.135417;96;

4175;-2000.000000;26.750000;0.021667;3.131250;99;

4312;-2000.000000;26.812500;0.021667;3.132917;98;

4455;-2000.000000;26.812500;0.021667;3.134583;98;

4592;-2000.000000;26.750000;0.021667;3.130000;97;

4735;-2000.000000;26.750000;0.021667;3.130000;98;

4872;-2000.000000;26.812500;0.021667;0.021667;97;

5015;-2000.000000;26.812500;0.021667;3.130000;99;

5163;-2000.000000;26.750000;0.021667;3.130000;97;

5306;-2000.000000;26.812500;0.021667;3.130000;98;

5445;-2000.000000;26.750000;0.021667;3.130000;96;

5580;-2000.000000;26.750000;0.021667;3.130000;98;

5725;-2000.000000;26.750000;0.021667;3.130000;95;

5863;-2000.000000;26.812500;0.021667;3.130000;96;

6002;-2000.000000;26.812500;3.130000;3.130000;96;

6140;-2000.000000;26.750000;0.021667;3.130000;98;

6286;-2000.000000;26.750000;0.021667;3.130000;98;

6433;-2000.000000;26.750000;3.130000;3.130000;96;

6568;-2000.000000;26.750000;0.021667;3.130000;99;

6713;-2000.000000;26.750000;3.130000;3.130000;98;

6855;-2000.000000;26.750000;3.130000;3.130000;98;

6993;-2000.000000;26.750000;0.021667;3.130000;97;

7135;-2000.000000;26.750000;0.021667;3.130000;98;

7275;-2000.000000;26.750000;0.021667;3.130000;97;

7415;-2000.000000;26.750000;0.021667;3.130000;95;

7553;-2000.000000;26.750000;0.021667;3.130000;95;

7685;-2000.000000;26.750000;0.021667;3.130000;95;

7825;-2000.000000;26.750000;0.021667;3.130000;95;

7965;-2000.000000;26.750000;0.021667;3.130000;98;

8103;-2000.000000;26.750000;0.021667;3.130000;97;

8246;-2000.000000;26.750000;3.130000;3.130000;98;

8376;-2000.000000;26.750000;0.021667;3.130000;96;

8502;-2000.000000;26.750000;0.021667;3.130000;97;

8648;-2000.000000;26.750000;0.021667;3.130000;99;

8802;-2000.000000;26.750000;0.021667;3.129167;97;

8943;-2000.000000;26.750000;0.021667;3.130000;98;

9078;-2000.000000;26.750000;0.021667;3.127917;96;

9213;-2000.000000;26.750000;0.021667;3.127917;95;

9357;-2000.000000;26.750000;0.021667;3.127917;97;

9495;-2000.000000;26.750000;0.021667;3.125417;98;

9635;-2000.000000;26.750000;0.021667;3.125417;98;

9772;-2000.000000;26.750000;0.021667;3.124583;96;

9913;-2000.000000;26.750000;0.021667;3.124583;97;

10045;-2000.000000;26.750000;3.124583;3.124583;97;

10191;-2000.000000;26.750000;0.021667;3.124583;97;

10335;-2000.000000;26.750000;3.124583;3.124583;97;

10469;-2000.000000;26.750000;0.021667;3.129167;99;

10615;-2000.000000;26.750000;3.130000;3.130000;98;

10743;-2000.000000;26.750000;0.021667;3.129583;97;

10875;-2000.000000;26.750000;3.126667;3.127500;97;

11006;-2000.000000;26.750000;3.127917;3.127500;97;

11146;-2000.000000;26.750000;0.021667;3.128750;97;

11284;-2000.000000;26.750000;0.021667;3.125417;96;

11417;-2000.000000;26.750000;0.021667;3.124583;97;

11563;-2000.000000;26.750000;0.021667;3.125417;99;

11705;-2000.000000;26.750000;0.021667;3.124583;95;

11844;-2000.000000;26.750000;0.021667;3.124583;97;

11987;-2000.000000;26.750000;0.021667;3.124583;96;

12119;-2000.000000;26.750000;0.021667;3.125000;96;

12267;-2000.000000;26.750000;0.021667;3.124583;98;

12415;-2000.000000;26.750000;0.021667;3.124583;97;

12552;-2000.000000;26.750000;0.021667;3.124583;96;

12695;-2000.000000;26.750000;0.021667;3.124583;100;

12836;-2000.000000;26.750000;3.124583;3.124583;98;

12960;-2000.000000;26.750000;0.021667;3.125000;94;

13105;-2000.000000;26.750000;0.021667;3.125000;97;

13246;-2000.000000;26.750000;0.021667;3.125000;99;

13395;-2000.000000;26.750000;0.021667;3.125000;100;

13538;-2000.000000;26.750000;0.021667;3.124583;97;

13685;-2000.000000;26.750000;0.021667;3.125000;98;

13825;-2000.000000;26.750000;0.021667;3.124583;96;

13954;-2000.000000;26.750000;3.125000;3.125000;97;

14100;-2000.000000;26.750000;0.021667;3.125000;98;

14241;-2000.000000;26.750000;0.021667;3.125000;97;

14372;-2000.000000;26.750000;0.021667;3.124583;97;

14511;-2000.000000;26.750000;0.021667;3.124583;98;

14655;-2000.000000;26.750000;0.021667;3.125000;97;

14794;-2000.000000;26.750000;0.021667;3.124583;98;

14929;-2000.000000;26.750000;0.021667;3.124583;98;

15072;-2000.000000;26.750000;0.021667;3.125000;97;

15202;-2000.000000;26.750000;3.124583;3.124583;97;

15342;-2000.000000;26.750000;0.021667;3.124583;96;

15476;-2000.000000;26.750000;0.021667;3.124583;96;

15612;-2000.000000;26.750000;0.021667;3.124583;98;

15755;-2000.000000;26.687500;0.021667;3.125000;98;

15893;-2000.000000;26.750000;0.021667;3.124583;97;

16035;-2000.000000;26.750000;0.021667;3.124583;95;

16171;-2000.000000;26.750000;0.021667;3.124583;97;

16304;-2000.000000;26.750000;0.021667;3.124583;94;

