Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

687830;-18.666626;26.687500;0.049167;3.205417;138;

687982;-22.666626;26.687500;0.047917;3.205417;141;

688127;-18.666626;26.687500;0.052917;3.205417;138;

688264;-18.666626;26.687500;0.053333;3.205417;137;

688407;-22.666626;26.687500;0.058750;3.205417;139;

688544;-16.000000;26.750000;0.021667;3.205417;141;

688687;-17.333374;26.687500;0.021667;3.205000;137;

688825;-17.333374;26.750000;0.021667;3.205000;137;

688967;-17.333374;26.750000;0.021667;3.205417;136;

689104;-18.666626;26.750000;0.021667;3.205417;139;

689247;-17.333374;26.750000;0.021667;3.205417;139;

689384;-21.333374;26.750000;0.021667;3.205417;137;

689527;-18.666626;26.750000;0.021667;3.205417;137;

689664;-17.333374;26.750000;0.021667;3.205417;142;

689807;-17.333374;26.750000;0.021667;3.205417;138;

689945;-22.666626;26.750000;0.021667;3.205417;136;

690087;-18.666626;26.750000;0.021667;3.205417;139;

690224;-21.333374;26.750000;0.021667;3.205417;139;

690367;-18.666626;26.750000;0.021667;3.205417;140;

690506;-18.666626;26.750000;0.021667;3.205000;137;

690652;-20.000000;26.750000;0.021667;3.205417;138;

690784;-17.333374;26.750000;0.021667;3.205000;139;

690924;-20.000000;26.750000;0.021667;3.205417;139;

691051;-13.333374;26.750000;0.021667;3.205417;138;

691201;-18.666626;26.750000;0.021667;3.205000;138;

691335;-22.666626;26.750000;0.021667;3.205417;140;

691467;-21.333374;26.750000;0.021667;3.205000;140;

691604;-17.333374;26.750000;0.021667;3.205000;138;

691761;-18.666626;26.750000;0.021667;3.205000;138;

691908;-17.333374;26.750000;0.021667;3.205417;138;

692045;-21.333374;26.750000;0.021667;3.205417;141;

692187;-21.333374;26.750000;0.021667;3.205417;139;

692324;-21.333374;26.750000;0.021667;3.205417;140;

692467;-18.666626;26.750000;0.021667;3.205417;138;

692604;-18.666626;26.750000;0.021667;3.205417;141;

692747;-21.333374;26.750000;0.021667;3.205417;139;

692885;-18.666626;26.750000;0.021667;3.205417;137;

693028;-16.000000;26.750000;0.021667;3.205000;138;

693166;-18.666626;26.750000;0.021667;3.205417;141;

693307;-20.000000;26.750000;0.021667;3.205417;139;

693446;-21.333374;26.750000;0.021667;3.205417;139;

693587;-18.666626;26.812500;0.021667;3.205417;139;

693727;-18.666626;26.750000;0.021667;3.200000;141;

693867;-17.333374;26.750000;0.021667;3.200000;137;

694004;-17.333374;26.812500;0.021667;3.200833;138;

694149;-17.333374;26.812500;0.021667;3.202084;137;

694297;-20.000000;26.812500;0.021667;3.200833;138;

