Time;acc_x;acc_y;acc_z;

1481;-0.036133;0.034180;1.019531;
1623;-0.037109;0.033203;1.019531;
1763;-0.035156;0.035156;1.021484;
1903;-0.037109;0.033203;1.022461;
2043;-0.035156;0.033203;1.021484;
2184;-0.035156;0.034180;1.021484;
2324;-0.035156;0.034180;1.018555;
2463;-0.036133;0.034180;1.019531;
2603;-0.037109;0.034180;1.025391;
2743;-0.035156;0.033203;1.021484;
2883;-0.036133;0.035156;1.023438;
3023;-0.033203;0.032227;1.020508;
3163;-0.036133;0.033203;1.021484;
3304;-0.035156;0.035156;1.020508;
3444;-0.036133;0.034180;1.023438;
3583;-0.034180;0.036133;1.023438;
3723;-0.035156;0.031250;1.018555;
3859;-0.037109;0.031250;1.017578;
4039;-0.038086;0.033203;1.022461;
4213;-0.038086;0.035156;1.023438;
4364;-0.037109;0.035156;1.018555;
4504;-0.036133;0.033203;1.018555;
4643;-0.034180;0.034180;1.020508;
4783;-0.037109;0.033203;1.022461;
4923;-0.037109;0.034180;1.023438;
5073;-0.036133;0.035156;1.017578;
5213;-0.035156;0.033203;1.018555;
5354;-0.035156;0.034180;1.022461;
5494;-0.035156;0.033203;1.022461;
5633;-0.036133;0.032227;1.019531;
5773;-0.036133;0.035156;1.022461;
5914;-0.037109;0.033203;1.019531;
6053;-0.036133;0.033203;1.018555;
6189;-0.033203;0.034180;1.020508;
6379;-0.036133;0.035156;1.022461;
6554;-0.036133;0.034180;1.022461;
6704;-0.034180;0.033203;1.020508;
6843;-0.037109;0.034180;1.025391;
6983;-0.035156;0.032227;1.019531;
7123;-0.040039;0.034180;1.020508;
7264;-0.035156;0.035156;1.024414;
7403;-0.036133;0.034180;1.022461;
7543;-0.034180;0.032227;1.021484;
7683;-0.036133;0.032227;1.020508;
7824;-0.036133;0.033203;1.018555;
7973;-0.036133;0.033203;1.018555;
8113;-0.034180;0.033203;1.023438;
8253;-0.035156;0.032227;1.019531;
8394;-0.036133;0.033203;1.021484;
8541;-0.035156;0.035156;1.021484;
8719;-0.033203;0.035156;1.022461;
8874;-0.038086;0.035156;1.021484;
9014;-0.036133;0.033203;1.021484;
9153;-0.036133;0.035156;1.020508;
9293;-0.034180;0.032227;1.021484;
9433;-0.037109;0.035156;1.020508;
9573;-0.035156;0.035156;1.020508;
9714;-0.035156;0.035156;1.024414;
