Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

2370;-2000.000000;26.000000;0.021667;2.966667;98;

2512;-2000.000000;26.000000;0.021667;2.966667;97;

2655;-2000.000000;26.000000;0.021667;2.966667;98;

2792;-2000.000000;26.000000;0.021667;2.965417;97;

2935;-2000.000000;26.000000;0.021667;2.963333;98;

3072;-2000.000000;26.000000;0.022083;2.961250;97;

3215;-2000.000000;26.000000;0.021667;2.962084;96;

3353;-2000.000000;26.000000;0.021667;2.961250;98;

3495;-2000.000000;26.000000;0.021667;2.961250;95;

3635;-2000.000000;26.000000;0.021667;2.961250;97;

3772;-2000.000000;26.000000;0.021667;2.961250;98;

3915;-2000.000000;26.000000;0.021667;2.966667;97;

4052;-2000.000000;26.000000;0.021667;2.965000;99;

4195;-2000.000000;25.937500;0.021667;2.964583;98;

4333;-2000.000000;26.000000;0.021667;2.961250;96;

4475;-2000.000000;26.000000;0.021667;2.962084;97;

4613;-2000.000000;26.000000;0.021667;2.961250;100;

4755;-2000.000000;25.937500;0.021667;2.961250;98;

4894;-2000.000000;26.000000;0.021667;2.961250;96;

5025;-2000.000000;26.000000;0.021667;2.961250;98;

5173;-2000.000000;26.000000;0.021667;2.961250;99;

5318;-2000.000000;26.000000;0.021667;0.021667;97;

5455;-2000.000000;25.937500;0.021667;2.961250;94;

5597;-2000.000000;25.937500;0.021667;2.961250;97;

5739;-2000.000000;25.937500;0.021667;2.961250;98;

5886;-2000.000000;25.937500;2.961250;2.961250;97;

6010;-2000.000000;26.000000;0.021667;2.961250;99;

6155;-2000.000000;25.937500;0.021667;2.961250;101;

6296;-2000.000000;26.000000;0.021667;2.961250;97;

6424;-2000.000000;26.000000;0.021667;2.961250;99;

6562;-2000.000000;25.937500;0.021667;2.961250;96;

6693;-2000.000000;26.000000;0.021667;2.961250;98;

6837;-2000.000000;25.937500;0.021667;2.961250;99;

6985;-2000.000000;25.937500;0.021667;2.961250;98;

7126;-2000.000000;25.937500;0.021667;2.961250;95;

7265;-2000.000000;25.937500;0.021667;2.961250;98;

7402;-2000.000000;25.937500;0.021667;2.961250;99;

7533;-2000.000000;25.937500;0.021667;2.961667;97;

7665;-2000.000000;26.000000;0.021667;2.961250;98;

7802;-2000.000000;25.937500;0.021667;2.961250;98;

7946;-2000.000000;25.937500;0.021667;2.961250;99;

8082;-2000.000000;25.937500;0.021667;2.961250;99;

8226;-2000.000000;25.937500;0.021667;2.961250;96;

8375;-2000.000000;26.000000;0.021667;2.961250;96;

8504;-2000.000000;26.000000;0.021667;0.021667;98;

8644;-2000.000000;25.937500;0.021667;2.961250;98;

8787;-2000.000000;26.000000;0.021667;0.021667;98;

8918;-2000.000000;25.937500;0.021667;2.961250;99;

9056;-2000.000000;25.937500;2.961250;2.961250;98;

9185;-2000.000000;25.937500;0.021667;2.961250;97;

9322;-2000.000000;26.000000;0.021667;2.961250;97;

9458;-2000.000000;25.937500;0.021667;2.961250;99;

9607;-2000.000000;26.000000;0.021667;2.961250;100;

9753;-2000.000000;25.937500;0.021667;2.961250;100;

9895;-2000.000000;25.937500;0.021667;0.021667;98;

10044;-2000.000000;26.000000;0.021667;2.961250;96;

10183;-2000.000000;25.937500;0.021667;2.961250;97;

10312;-2000.000000;25.937500;0.021667;2.961250;96;

10461;-2000.000000;25.937500;0.021667;2.961250;96;

10608;-2000.000000;26.000000;0.021667;2.961250;97;

10754;-2000.000000;25.937500;0.021667;2.961250;100;

10895;-2000.000000;25.937500;0.021667;2.961250;99;

11032;-2000.000000;25.937500;0.021667;2.961250;99;

11170;-2000.000000;26.000000;0.021667;2.961250;99;

11318;-2000.000000;25.937500;0.021667;2.961250;94;

11463;-2000.000000;25.937500;0.021667;2.961250;99;

11601;-2000.000000;26.000000;0.021667;2.960417;97;

11732;-2000.000000;25.937500;0.021667;2.960000;97;

11878;-2000.000000;25.937500;0.021667;2.957917;97;

12025;-2000.000000;26.000000;0.021667;2.958750;99;

12166;-2000.000000;25.937500;0.021667;2.957083;98;

12315;-2000.000000;25.937500;0.021667;2.956250;100;

12452;-2000.000000;25.937500;0.021667;2.955833;99;

12595;-2000.000000;25.937500;0.021667;2.956250;97;

12732;-2000.000000;25.937500;0.021667;0.021667;97;

12862;-2000.000000;25.937500;0.021667;2.955833;98;

13003;-2000.000000;25.937500;2.955833;2.955833;99;

13143;-2000.000000;25.937500;0.021667;2.956250;98;

13273;-2000.000000;25.937500;0.021667;2.955833;96;

13413;-2000.000000;25.937500;0.021667;2.956250;98;

13555;-2000.000000;25.937500;0.021667;2.955833;98;

13697;-2000.000000;25.937500;0.021667;2.955833;99;

13847;-2000.000000;25.937500;0.021667;2.956250;97;

14000;-2000.000000;26.000000;0.021667;2.955833;97;

14145;-2000.000000;26.000000;0.021667;2.955833;99;

14294;-2000.000000;25.937500;0.021667;2.956250;97;

14448;-2000.000000;25.937500;0.021667;2.956250;97;

14597;-2000.000000;25.937500;0.021667;2.955833;98;

14752;-2000.000000;26.000000;0.021667;2.956250;98;

14895;-2000.000000;25.937500;2.955833;2.955833;97;

15035;-2000.000000;25.937500;0.021667;2.955833;98;

15162;-2000.000000;25.937500;0.021667;2.955833;98;

15307;-2000.000000;25.937500;0.021667;2.956250;96;

15457;-2000.000000;25.937500;0.021667;2.955833;99;

15588;-2000.000000;25.937500;0.021667;2.955833;97;

15726;-2000.000000;25.937500;2.956250;2.956250;98;

15865;-2000.000000;25.937500;0.021667;2.955833;97;

16018;-2000.000000;26.000000;0.021667;2.956250;98;

16162;-2000.000000;25.937500;0.021667;2.955833;98;

16306;-2000.000000;25.937500;0.021667;2.956250;96;

16459;-2000.000000;25.937500;0.021667;2.955833;100;

16593;-2000.000000;26.000000;0.021667;2.955833;98;

16725;-2000.000000;26.000000;0.021667;2.955833;96;

16863;-2000.000000;25.937500;0.021667;2.956250;98;

17005;-2000.000000;25.937500;0.021667;2.955833;98;

17142;-2000.000000;25.937500;0.021667;2.955833;99;

17286;-2000.000000;25.937500;0.021667;2.956250;93;

17422;-2000.000000;26.000000;0.021667;2.955833;96;

17565;-2000.000000;25.937500;0.021667;2.956250;98;

17705;-2000.000000;25.937500;0.021667;2.955833;99;

17845;-2000.000000;25.937500;0.021667;2.955833;99;

17985;-2000.000000;25.937500;0.021667;2.955833;98;

18112;-2000.000000;25.937500;0.021667;2.956250;99;

18249;-2000.000000;25.937500;0.021667;2.955417;97;

18378;-2000.000000;25.937500;0.021667;2.955833;98;

18518;-2000.000000;26.000000;0.021667;2.954583;95;

18658;-2000.000000;25.937500;0.021667;2.954167;97;

18792;-2000.000000;26.000000;0.021667;2.953334;98;

18920;-2000.000000;26.000000;0.021667;2.951250;97;

19059;-2000.000000;25.937500;0.021667;2.955833;98;

19208;-2000.000000;25.937500;0.021667;2.956250;96;

19345;-2000.000000;25.937500;2.955833;2.956250;100;

19475;-2000.000000;25.937500;0.021667;2.956250;99;

19613;-2000.000000;25.937500;0.021667;2.956250;98;

19744;-2000.000000;25.937500;0.021667;2.955833;99;

19882;-2000.000000;25.937500;0.021667;2.955833;98;

20027;-2000.000000;25.937500;0.021667;2.956250;97;

20162;-2000.000000;26.000000;0.021667;2.956250;99;

20305;-2000.000000;25.937500;0.021667;2.956250;97;

20446;-2000.000000;25.937500;2.955833;2.955833;96;

20573;-2000.000000;25.937500;0.021667;2.956250;97;

20717;-2000.000000;25.937500;0.021667;2.955833;98;

20870;-2000.000000;25.937500;0.021667;2.956250;97;

21002;-2000.000000;26.000000;0.023750;0.024167;97;

21148;-2000.000000;25.937500;0.022917;2.954167;98;

21290;-2000.000000;25.937500;0.025000;2.952500;96;

21428;-2000.000000;25.937500;0.021667;2.952084;96;

21563;-2000.000000;25.937500;0.021667;2.950833;100;

21706;-2000.000000;25.937500;0.021667;2.950417;99;

21856;-2000.000000;25.937500;0.021667;2.950417;98;

22002;-2000.000000;25.937500;0.021667;2.950833;97;

22148;-2000.000000;25.937500;0.021667;0.021667;98;

22297;-2000.000000;25.937500;0.025000;2.950833;97;

22439;-2000.000000;25.937500;0.021667;2.950833;99;

22586;-2000.000000;25.937500;0.021667;2.950833;97;

22735;-2000.000000;25.937500;0.022917;2.950833;96;

22881;-2000.000000;25.937500;0.022083;2.950833;96;

23028;-2000.000000;25.937500;0.023333;2.950417;99;

23175;-2000.000000;25.937500;0.022083;2.950833;97;

23319;-2000.000000;25.937500;0.022500;2.950833;100;

23462;-2000.000000;25.937500;0.023333;2.950417;95;

23608;-2000.000000;25.937500;0.024167;2.950833;99;

23753;-2000.000000;25.937500;0.025000;2.950833;99;

23896;-2000.000000;25.937500;0.024167;2.950833;98;

24031;-2000.000000;25.937500;0.022500;2.950833;98;

24176;-2000.000000;25.937500;2.950833;2.950833;96;

24315;-2000.000000;25.937500;0.022500;2.950833;100;

24453;-2000.000000;25.937500;0.021667;2.950833;99;

24579;-2000.000000;25.937500;0.021667;0.021667;98;

24715;-2000.000000;26.000000;0.021667;2.950833;97;

24853;-2000.000000;25.937500;0.021667;2.950417;98;

24995;-2000.000000;25.937500;0.021667;2.950833;99;

25135;-2000.000000;25.937500;0.021667;2.950833;99;

25265;-2000.000000;25.937500;0.024583;2.950833;98;

25405;-2000.000000;25.937500;0.024167;2.950833;99;

25562;-2000.000000;25.937500;0.023750;2.950833;99;

25702;-2000.000000;25.937500;0.025000;2.950833;96;

25846;-2000.000000;25.937500;0.021667;2.950833;98;

25995;-2000.000000;25.937500;2.950833;2.950833;98;

26134;-2000.000000;25.937500;0.021667;2.950833;97;

26265;-2000.000000;25.937500;0.021667;2.950417;99;

26407;-2000.000000;25.937500;0.021667;2.950417;97;

26542;-2000.000000;25.937500;2.950833;2.950833;98;

26684;-2000.000000;25.937500;0.021667;2.950833;99;

26822;-2000.000000;25.937500;0.021667;2.950833;97;

26970;-2000.000000;26.000000;0.021667;2.950833;98;

27117;-2000.000000;25.937500;0.021667;2.950833;98;

27267;-2000.000000;25.937500;0.021667;2.950833;99;

27416;-2000.000000;25.937500;0.021667;2.950833;100;

27561;-2000.000000;25.937500;0.021667;2.950000;99;

27706;-2000.000000;25.937500;0.021667;2.950000;98;

27842;-2000.000000;25.937500;0.021667;2.948334;100;

27982;-2000.000000;25.937500;0.021667;2.949584;99;

28116;-2000.000000;26.000000;0.021667;2.947500;97;

28252;-2000.000000;25.937500;0.021667;2.946250;97;

28396;-2000.000000;25.937500;0.021667;2.947500;98;

28546;-2000.000000;25.937500;0.021667;2.947083;97;

28693;-2000.000000;25.937500;0.021667;2.945833;97;

28833;-2000.000000;25.937500;0.021667;2.945417;96;

28971;-2000.000000;26.000000;0.021667;2.945417;98;

29110;-2000.000000;25.937500;0.021667;2.945417;102;

29242;-2000.000000;25.937500;0.021667;2.945417;96;

29388;-2000.000000;25.937500;0.021667;2.945417;95;

29535;-2000.000000;25.937500;0.021667;2.950833;96;

29675;-2000.000000;26.000000;0.021667;2.950833;98;

29815;-2000.000000;25.937500;0.021667;2.950833;97;

29953;-2000.000000;25.937500;0.021667;0.021667;96;

30097;-2000.000000;25.937500;0.021667;2.961250;100;

30245;-2000.000000;25.937500;0.021667;2.972083;98;

30379;-2000.000000;25.937500;0.021667;2.977500;97;

30522;-2000.000000;25.937500;0.021667;2.987917;99;

30650;-2000.000000;25.937500;0.021667;2.993334;96;

30786;-2000.000000;25.937500;0.021667;3.000000;96;

30934;-2000.000000;25.937500;0.021667;3.009167;99;

31058;-2000.000000;25.937500;0.021667;3.014583;98;

31212;-2000.000000;25.937500;0.021667;3.025417;98;

31352;-2000.000000;25.937500;0.021667;3.030833;99;

31496;-2000.000000;25.937500;0.021667;3.041667;97;

31632;-2000.000000;25.937500;0.021667;3.046667;97;

31778;-2000.000000;25.937500;0.021667;3.060833;95;

31913;-2000.000000;25.937500;0.021667;3.067084;98;

32045;-2000.000000;25.937500;0.021667;3.075834;97;

32196;-2000.000000;25.937500;0.021667;3.082083;98;

32344;-2000.000000;25.937500;3.083750;3.087500;96;

32488;-2000.000000;25.937500;0.021667;3.092917;99;

32621;-2000.000000;25.937500;0.021667;3.098750;99;

32772;-2000.000000;25.937500;3.108750;3.103750;98;

32907;-2000.000000;25.937500;0.021667;3.114583;98;

33057;-2000.000000;26.000000;0.021667;3.120417;100;

33205;-2000.000000;25.937500;0.021667;3.131250;99;

33342;-2000.000000;25.937500;0.021667;3.135834;99;

33488;-2000.000000;25.937500;0.021667;3.146250;97;

33633;-2000.000000;25.937500;0.021667;3.151667;98;

33774;-2000.000000;25.937500;3.151667;3.157084;99;

33919;-2000.000000;25.937500;0.021667;3.162083;95;

34065;-2000.000000;26.000000;0.021667;3.169584;99;

34195;-2000.000000;25.937500;3.172917;3.177084;96;

34337;-2000.000000;25.937500;0.021667;3.180834;96;

34485;-2000.000000;25.937500;0.021667;3.187500;98;

34625;-2000.000000;25.937500;0.021667;3.194167;95;

34764;-2000.000000;25.937500;0.021667;3.199583;98;

34906;-2000.000000;25.937500;0.021667;3.205000;97;

35039;-2000.000000;25.937500;0.021667;3.211667;96;

35168;-2000.000000;25.937500;0.021667;3.221250;97;

35305;-2000.000000;25.937500;0.021667;3.226250;98;

35438;-2000.000000;25.937500;0.021667;3.231667;100;

35590;-2000.000000;25.937500;0.021667;3.237083;98;

35735;-2000.000000;25.937500;3.237500;3.242500;98;

35872;-2000.000000;25.937500;0.021667;3.247917;97;

36015;-2000.000000;26.000000;0.021667;3.254167;96;

36153;-2000.000000;25.937500;0.021667;3.262500;98;

36294;-2000.000000;25.937500;0.021667;3.269167;98;

36434;-2000.000000;25.937500;0.021667;3.274584;100;

36560;-2000.000000;26.000000;0.021667;3.278750;97;

36704;-2000.000000;25.937500;0.021667;3.285000;97;

36832;-2000.000000;25.937500;0.021667;0.021667;97;

36977;-2000.000000;25.937500;0.021667;3.295417;97;

37121;-2000.000000;25.937500;0.021667;3.301250;97;

37273;-2000.000000;25.937500;0.021667;3.306667;98;

37415;-2000.000000;25.937500;0.021667;3.312083;98;

37556;-2000.000000;25.937500;0.021667;3.317500;96;

37687;-2000.000000;25.937500;0.021667;3.322917;97;

37831;-2000.000000;25.937500;0.021667;3.327917;96;

37978;-2000.000000;26.000000;0.021667;3.333333;98;

38114;-2000.000000;25.937500;0.021667;3.338750;99;

38256;-2000.000000;25.937500;0.021667;3.344167;100;

38385;-2000.000000;25.937500;3.346250;3.346250;96;

38525;-2000.000000;26.000000;0.021667;3.358750;98;

38674;-2000.000000;25.937500;0.021667;3.365000;97;

38820;-2000.000000;25.937500;0.021667;3.365417;97;

38965;-2000.000000;25.937500;0.021667;3.370417;99;

39103;-2000.000000;25.937500;0.021667;3.376250;97;

39245;-2000.000000;25.937500;0.021667;3.381250;98;

39384;-2000.000000;25.937500;0.021667;3.386667;99;

39513;-2000.000000;25.937500;0.021667;3.390000;97;

39655;-2000.000000;25.937500;0.021667;3.404166;98;

39795;-2000.000000;25.937500;0.021667;3.410417;95;

39934;-2000.000000;25.937500;0.021667;3.411667;96;

40075;-2000.000000;25.937500;0.021667;3.415000;96;

40212;-2000.000000;25.937500;0.021667;3.420833;97;

40358;-2000.000000;25.937500;0.021667;3.427500;97;

40492;-2000.000000;25.937500;0.021667;3.427917;98;

40635;-2000.000000;25.937500;0.021667;3.434167;98;

40767;-2000.000000;25.937500;0.021667;3.443750;97;

40917;-2000.000000;25.937500;0.021667;3.450834;98;

41068;-2000.000000;25.937500;0.021667;3.455000;97;

41203;-2000.000000;25.937500;0.021667;3.455833;99;

41332;-2000.000000;25.937500;0.021667;3.465000;96;

41483;-2000.000000;25.937500;0.021667;3.465834;99;

41612;-2000.000000;25.937500;3.475833;3.471250;97;

41762;-2000.000000;25.937500;0.021667;3.475833;97;

41892;-2000.000000;25.937500;0.021667;3.482500;97;

42036;-2000.000000;25.937500;3.492084;3.487917;94;

42174;-2000.000000;25.937500;0.021667;3.492500;98;

42305;-2000.000000;25.937500;0.021667;3.502917;100;

42438;-2000.000000;25.937500;0.021667;3.508333;95;

42575;-2000.000000;25.937500;0.021667;3.509583;98;

42712;-2000.000000;25.937500;0.021667;3.514584;99;

42842;-2000.000000;25.937500;0.021667;3.515417;98;

42984;-2000.000000;25.937500;0.021667;3.524584;98;

43131;-2000.000000;25.937500;0.021667;3.525417;97;

43273;-2000.000000;25.937500;0.021667;3.530000;98;

43413;-2000.000000;25.937500;0.021667;3.535000;98;

43555;-2000.000000;25.937500;0.021667;3.540417;95;

43697;-2000.000000;25.937500;0.021667;3.546250;98;

43848;-2000.000000;25.937500;0.021667;3.556667;98;

43992;-2000.000000;25.937500;0.021667;3.562083;98;

44138;-2000.000000;25.937500;0.021667;3.567500;98;

44288;-2000.000000;25.937500;0.021667;3.571667;98;

44430;-2000.000000;25.937500;0.021667;3.574584;95;

44575;-2000.000000;25.937500;0.021667;3.578334;98;

44714;-2000.000000;25.937500;0.021667;3.583333;96;

44855;-2000.000000;25.937500;0.021667;3.588750;98;

44993;-2000.000000;25.937500;0.021667;0.021667;96;

45125;-2000.000000;25.937500;0.021667;3.599583;98;

45261;-2000.000000;25.937500;0.021667;3.599583;97;

45388;-2000.000000;25.937500;0.021667;3.605000;97;

45525;-2000.000000;25.937500;0.021667;3.610833;96;

45664;-2000.000000;25.937500;0.021667;3.615834;98;

45806;-2000.000000;25.937500;0.021667;3.621250;99;

45947;-2000.000000;25.937500;0.021667;3.626667;97;

46099;-2000.000000;25.937500;0.021667;3.630417;99;

46243;-2000.000000;25.937500;0.021667;3.633750;97;

46381;-2000.000000;25.937500;0.021667;3.642917;97;

46527;-2000.000000;26.000000;0.021667;3.642917;100;

46677;-2000.000000;25.937500;0.021667;3.648750;98;

46813;-2000.000000;25.937500;0.021667;3.653334;96;

46967;-2000.000000;26.000000;0.021667;3.659167;95;

47105;-2000.000000;25.937500;0.021667;3.664583;97;

47245;-2000.000000;25.937500;0.021667;3.669583;97;

47373;-2000.000000;25.937500;0.021667;3.675000;98;

47517;-2000.000000;25.937500;0.021667;3.680834;98;

47663;-2000.000000;25.937500;3.681667;3.687917;99;

47810;-2000.000000;25.937500;0.021667;3.691250;96;

47958;-2000.000000;25.937500;0.021667;3.696250;100;

48090;-2000.000000;25.937500;0.021667;3.701667;96;

48225;-2000.000000;25.937500;0.021667;3.707083;98;

48362;-2000.000000;25.937500;0.021667;3.710000;98;

48509;-2000.000000;25.937500;0.021667;3.716666;99;

48653;-2000.000000;25.937500;0.021667;3.718333;99;

48799;-2000.000000;25.937500;0.021667;3.728750;99;

48946;-2000.000000;25.937500;0.021667;3.734167;97;

49083;-2000.000000;25.937500;0.021667;3.739583;99;

49225;-2000.000000;25.937500;0.021667;0.021667;98;

49366;-2000.000000;25.937500;0.021667;3.747500;98;

49516;-2000.000000;25.937500;3.752500;3.750834;99;

49657;-2000.000000;25.937500;0.021667;3.757917;99;

49803;-2000.000000;25.937500;0.021667;3.758750;100;

49945;-2000.000000;25.937500;0.021667;3.763750;97;

50082;-2000.000000;25.937500;0.021667;3.769167;96;

50225;-2000.000000;25.937500;0.021667;3.774583;100;

50364;-2000.000000;25.937500;0.021667;3.779583;95;

50515;-2000.000000;25.937500;0.021667;3.785000;97;

50658;-2000.000000;25.937500;0.021667;3.790417;99;

50805;-2000.000000;25.937500;0.021667;3.795834;100;

50942;-2000.000000;25.937500;0.021667;3.800417;97;

51073;-2000.000000;25.937500;0.021667;3.806250;100;

51213;-2000.000000;25.937500;0.021667;3.811667;99;

51338;-2000.000000;25.937500;0.021667;3.811667;98;

51472;-2000.000000;25.937500;0.021667;3.817083;95;

51615;-2000.000000;25.937500;0.021667;3.822083;98;

51756;-2000.000000;25.937500;0.021667;3.827500;98;

51897;-2000.000000;25.937500;0.021667;3.832917;98;

52046;-2000.000000;25.937500;0.021667;3.832917;65535;

52249;-2000.000000;25.937500;3.832917;3.832917;65535;

52474;-2000.000000;25.937500;0.021667;3.827500;65535;

52678;-2000.000000;25.937500;0.021667;3.827500;65535;

52907;-2000.000000;25.937500;0.021667;3.822083;65535;

53122;-2000.000000;25.937500;0.021667;3.822083;65535;

53334;-2000.000000;25.937500;0.021667;3.822083;65535;

53541;-2000.000000;25.937500;0.021667;3.819584;65535;

53746;-2000.000000;25.937500;3.817083;3.817083;65535;

53952;-2000.000000;25.937500;0.021667;3.817083;65535;

54170;-2000.000000;25.937500;0.021667;3.817083;65535;

54378;-2000.000000;25.937500;0.021667;3.817083;65535;

54601;-2000.000000;25.937500;0.021667;3.813334;65535;

54820;-2000.000000;25.937500;0.021667;3.811667;65535;

55031;-2000.000000;25.937500;0.021667;3.811667;65535;

55236;-2000.000000;25.937500;0.021667;3.811667;65535;

55438;-2000.000000;25.937500;0.021667;3.811667;65535;

55651;-2000.000000;25.937500;0.021667;3.806250;65535;

55876;-2000.000000;25.937500;0.021667;3.806250;65535;

56085;-2000.000000;25.937500;0.021667;3.806250;65535;

56286;-2000.000000;25.937500;0.021667;3.806667;65535;

56501;-2000.000000;25.937500;0.021667;3.806250;65535;

56708;-2000.000000;25.937500;0.021667;3.802917;65535;

56932;-2000.000000;25.937500;0.021667;3.801250;65535;

57159;-2000.000000;25.937500;0.021667;3.801250;65535;

57379;-2000.000000;25.937500;0.021667;3.801250;65535;

57600;-2000.000000;25.937500;0.021667;3.801250;65535;

57824;-2000.000000;25.937500;0.021667;3.795834;65535;

58031;-2000.000000;25.937500;0.021667;3.795834;65535;

58252;-2000.000000;25.937500;0.021667;3.795834;65535;

58475;-2000.000000;25.937500;3.795834;3.795834;65535;

58676;-2000.000000;25.937500;0.021667;3.795834;65535;

58907;-2000.000000;26.000000;0.021667;3.795834;65535;

59119;-2000.000000;25.937500;0.021667;3.795834;65535;

59331;-2000.000000;26.000000;0.021667;3.795834;65535;

59551;-2000.000000;25.937500;0.021667;3.795834;65535;

59776;-2000.000000;25.937500;0.021667;3.795417;65535;

59988;-2000.000000;26.000000;0.021667;3.790417;65535;

60210;-2000.000000;25.937500;0.021667;3.790417;65535;

60430;-2000.000000;25.937500;0.021667;3.790417;65535;

60653;-2000.000000;25.937500;0.021667;3.790417;65535;

60865;-2000.000000;25.937500;0.021667;3.790417;65535;

61081;-2000.000000;25.937500;0.021667;3.790417;65535;

61297;-2000.000000;25.937500;0.021667;3.790417;65535;

61508;-2000.000000;25.937500;0.021667;3.790417;65535;

61734;-2000.000000;25.937500;0.021667;3.786250;65535;

61951;-2000.000000;25.937500;0.021667;3.785000;65535;

62169;-2000.000000;25.937500;0.021667;3.785000;65535;

62396;-2000.000000;25.937500;0.021667;3.785000;65535;

62610;-2000.000000;25.937500;0.021667;0.021667;65535;

62815;-2000.000000;25.937500;0.021667;3.785000;65535;

63038;-2000.000000;25.937500;0.021667;3.785417;65535;

63265;-2000.000000;25.937500;0.021667;3.785000;65535;

63469;-2000.000000;25.937500;0.021667;3.785000;65535;

63685;-2000.000000;25.937500;0.021667;3.785000;65535;

63902;-2000.000000;25.937500;0.021667;3.780833;65535;

