Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

376573;102.666748;25.062500;0.021667;3.465000;95;

376725;98.666748;25.062500;0.021667;3.465000;93;

376867;90.666748;25.062500;0.021667;3.465000;94;

377010;81.333252;25.062500;0.021667;3.465000;96;

377147;80.000000;25.062500;0.021667;3.465000;96;

377290;61.333252;25.062500;0.021667;3.465000;97;

377427;53.333252;25.062500;0.021667;3.465000;95;

377570;45.333374;25.062500;0.021667;3.464584;96;

377707;32.000000;25.062500;0.021667;3.464167;96;

377850;18.666626;25.062500;0.021667;3.463750;97;

377987;21.333374;25.062500;0.021667;3.459584;96;

378130;1.333374;25.062500;0.021667;3.459584;96;

378270;0.000000;25.062500;0.021667;3.459584;96;

378407;0.000000;25.062500;0.021667;3.459584;100;

378550;0.000000;25.062500;0.021667;3.460417;97;

378687;-1.333374;25.062500;0.021667;3.459584;95;

378830;2.666626;25.062500;0.021667;3.459584;98;

378967;1.333374;25.062500;0.021667;3.459584;97;

379113;4.000000;25.062500;0.021667;3.459584;98;

379260;4.000000;25.062500;0.021667;3.459584;96;

379407;5.333374;25.062500;0.021667;3.459584;94;

379539;4.000000;25.125000;0.021667;0.021667;97;

379669;17.333374;25.125000;0.021667;3.459584;95;

379807;8.000000;25.125000;0.021667;3.459584;98;

379934;18.666626;25.062500;0.021667;3.459584;96;

380080;8.000000;25.125000;0.021667;3.459584;95;

380222;30.666626;25.125000;0.021667;3.459584;98;

380368;16.000000;25.125000;0.021667;3.459584;99;

380510;30.666626;25.125000;0.021667;3.459584;97;

380649;12.000000;25.125000;0.021667;3.459584;95;

380790;37.333374;25.125000;0.021667;3.459584;95;

380929;44.000000;25.125000;0.021250;3.459584;98;

381070;54.666748;25.125000;0.021667;3.459584;94;

381208;61.333252;25.125000;0.021667;3.459584;95;

381350;78.666748;25.125000;0.021667;3.459584;94;

381490;78.666748;25.125000;0.021667;3.459584;98;

381629;97.333252;25.125000;0.021250;3.459584;96;

381770;90.666748;25.125000;0.021250;3.459584;93;

381909;102.666748;25.125000;0.021667;3.459584;97;

382047;88.000000;25.125000;0.021667;3.459584;94;

382195;97.333252;25.125000;0.021667;3.459584;94;

382344;85.333252;25.125000;0.021667;3.459584;96;

382487;81.333252;25.125000;3.459584;3.459584;97;

382630;70.666748;25.125000;3.459584;3.459584;94;

382779;78.666748;25.125000;3.459584;3.459584;97;

382907;73.333252;25.125000;0.021667;3.459584;96;

383050;68.000000;25.125000;0.021667;3.459584;96;

383187;65.333252;25.125000;0.021667;3.459584;95;

383331;61.333252;25.125000;0.021667;3.459584;95;

383467;50.666748;25.125000;0.021667;3.459584;97;

383610;57.333252;25.125000;0.021667;3.459584;94;

383749;44.000000;25.125000;0.021667;3.459584;96;

383890;49.333252;25.125000;0.021667;3.459584;95;

384029;45.333374;25.125000;0.021667;3.459584;93;

384170;41.333374;25.125000;0.021667;3.459584;95;

384307;38.666626;25.125000;0.021667;3.459584;94;

384450;41.333374;25.125000;0.021667;3.460000;99;

384587;37.333374;25.125000;0.021667;3.459584;96;

384731;45.333374;25.125000;0.021667;3.459584;97;

384884;45.333374;25.125000;0.021667;3.459584;97;

385027;45.333374;25.125000;3.458750;3.459167;97;

385174;46.666626;25.125000;0.021667;3.459584;95;

385323;45.333374;25.125000;0.021667;3.457917;93;

385475;53.333252;25.125000;0.021667;3.457083;96;

385618;44.000000;25.125000;0.021667;3.455417;95;

385760;53.333252;25.125000;0.021667;3.454167;95;

385897;44.000000;25.125000;0.021667;3.454167;96;

386041;50.666748;25.125000;0.021667;3.454167;96;

386190;45.333374;25.125000;0.021667;3.454167;97;

386329;57.333252;25.125000;0.021667;3.454167;96;

386470;50.666748;25.187500;0.021667;3.454167;95;

386608;57.333252;25.125000;0.021667;3.454167;97;

386750;50.666748;25.187500;0.021667;3.454167;97;

386887;62.666748;25.125000;0.021667;3.454167;98;

387031;49.333252;25.187500;0.021667;3.454167;95;

387180;65.333252;25.125000;0.021667;3.454167;96;

387318;58.666748;25.187500;0.021667;3.454167;96;

387460;64.000000;25.187500;0.021667;3.454167;98;

387597;50.666748;25.187500;0.021667;0.021250;97;

387730;68.000000;25.125000;0.021250;3.454167;94;

387874;65.333252;25.187500;0.021667;3.454167;96;

388023;65.333252;25.125000;0.021667;3.454167;94;

388165;60.000000;25.187500;0.021667;3.454167;95;

388300;66.666748;25.125000;0.021667;3.454167;94;

388449;54.666748;25.125000;0.021667;3.454167;96;

388580;66.666748;25.187500;0.021667;3.454167;96;

388717;53.333252;25.187500;0.021667;3.454167;93;

388860;68.000000;25.187500;0.021667;3.454167;94;

388997;58.666748;25.187500;0.021667;3.454167;94;

389141;68.000000;25.187500;0.021667;3.454167;95;

389277;60.000000;25.187500;0.021667;3.454167;94;

