Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

582654;-22.666626;25.187500;0.021667;3.561667;201;

582797;-21.333374;25.187500;0.023333;3.561667;202;

582944;-18.666626;25.250000;0.022500;3.561667;204;

583081;-18.666626;25.187500;0.022917;3.561667;202;

583224;-26.666626;25.250000;0.021667;3.561667;201;

583361;-22.666626;25.250000;0.021667;3.561667;207;

583504;-18.666626;25.187500;0.022083;3.561667;202;

583641;-21.333374;25.250000;0.021667;3.561667;203;

583784;-22.666626;25.187500;0.021667;3.561667;206;

583921;-22.666626;25.250000;0.022083;3.561667;203;

584064;-21.333374;25.250000;0.022083;3.561667;199;

584201;-25.333374;25.187500;0.022083;3.561667;204;

584344;-21.333374;25.187500;0.022083;3.561667;202;

584484;-22.666626;25.250000;0.021667;3.561667;201;

584621;-22.666626;25.250000;0.021667;3.561667;202;

584764;-20.000000;25.250000;0.021667;3.561667;202;

584901;-22.666626;25.250000;0.023333;3.561667;205;

585044;-20.000000;25.250000;0.023333;3.561667;202;

585181;-20.000000;25.187500;0.022917;3.561667;205;

585325;-21.333374;25.250000;0.022500;3.561667;203;

585461;-21.333374;25.250000;0.023750;3.561667;203;

585604;-20.000000;25.187500;0.021667;3.561667;201;

585751;-21.333374;25.250000;3.561667;3.561667;202;

585886;-25.333374;25.187500;0.024583;3.561667;202;

586022;-22.666626;25.250000;0.023333;3.561667;202;

586177;-20.000000;25.250000;0.021667;3.561667;203;

586321;-25.333374;25.250000;0.023333;3.561667;201;

586451;-20.000000;25.187500;0.021667;3.561667;202;

586594;-18.666626;25.250000;0.021667;3.561667;202;

586731;-20.000000;25.250000;0.022083;3.561667;201;

586874;-22.666626;25.250000;0.022500;3.561667;200;

587011;-21.333374;25.187500;0.021667;3.560416;204;

587155;-22.666626;25.250000;0.022917;3.560000;204;

587301;-21.333374;25.250000;0.023333;3.561667;200;

587445;-22.666626;25.187500;0.022917;3.561250;200;

587581;-22.666626;25.250000;0.022083;3.559583;202;

587724;-18.666626;25.187500;0.022083;3.558333;203;

587865;-21.333374;25.250000;0.022500;3.560000;197;

588001;-20.000000;25.250000;0.022500;3.555834;202;

588145;-22.666626;25.187500;0.023750;3.556250;204;

588283;-20.000000;25.187500;0.022500;3.556250;204;

588422;-21.333374;25.250000;0.023333;3.555834;204;

588566;-18.666626;25.250000;0.022500;3.556250;204;

588714;-22.666626;25.250000;0.022083;3.556250;202;

588851;-21.333374;25.187500;0.022083;3.556250;202;

588997;-17.333374;25.187500;0.022500;3.556250;202;

589131;-22.666626;25.250000;0.021667;3.556250;205;

589278;-18.666626;25.250000;0.022917;3.556250;203;

589427;-21.333374;25.250000;0.022500;3.556250;201;

589561;-20.000000;25.187500;0.024167;3.556250;203;

589708;-21.333374;25.250000;0.022917;3.556250;202;

589856;-22.666626;25.250000;0.023333;3.556250;201;

590001;-18.666626;25.250000;0.022500;3.556250;201;

590144;-22.666626;25.250000;0.022083;3.556250;202;

590282;-21.333374;25.250000;0.022917;3.556250;204;

590424;-21.333374;25.250000;0.023333;3.556250;203;

590561;-21.333374;25.250000;0.023333;3.556250;201;

590704;-22.666626;25.187500;0.022917;3.556250;197;

590841;-17.333374;25.250000;0.022500;3.556250;204;

590984;-17.333374;25.250000;0.025000;3.556250;208;

591124;-21.333374;25.250000;0.023333;3.556250;204;

591261;-18.666626;25.250000;0.024167;3.556250;203;

591404;-21.333374;25.250000;0.025000;3.555834;200;

591541;-22.666626;25.250000;0.024167;3.555834;202;

591684;-18.666626;25.250000;0.024583;0.025000;205;

591821;-20.000000;25.250000;0.023750;3.556250;203;

591967;-21.333374;25.187500;0.022917;3.556250;205;

592103;-20.000000;25.250000;0.023333;3.556250;201;

592243;-17.333374;25.250000;3.556250;3.556250;202;

592371;-18.666626;25.250000;0.024583;3.556250;202;

592515;-22.666626;25.250000;3.556250;3.556250;205;

592645;-22.666626;25.250000;0.022500;3.556250;203;

592781;-18.666626;25.250000;0.022083;3.556250;202;

592929;-20.000000;25.250000;0.022500;3.555834;203;

593068;-22.666626;25.250000;0.023750;3.556250;203;

593214;-25.333374;25.250000;0.024583;3.556250;202;

593354;-22.666626;25.250000;0.024167;3.556250;202;

593491;-21.333374;25.250000;0.025000;3.555417;202;

