(1932890) PROCEDURE_TASK; INFO: Procedure task started
(1940506) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940506) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940566) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940566) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940626) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940626) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940687) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940687) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940747) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940747) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940807) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940807) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940867) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940867) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1940927) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1940927) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941087) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941088) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941147) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941147) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941307) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941307) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941468) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941468) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941527) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941527) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941587) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941587) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941748) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941748) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941807) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941807) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941867) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941867) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941927) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941927) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1941987) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1941987) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942048) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942048) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942107) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942107) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942167) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942167) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942226) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942226) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942286) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942286) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942346) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942346) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942406) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942406) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942466) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942466) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942526) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942526) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942689) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942690) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942747) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942747) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942807) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942807) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942856) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1942867) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942867) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942927) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942927) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942986) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1942986) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1942989) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1943046) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943046) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943207) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943207) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943222) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1943266) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943267) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943299) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1943435) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943435) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943486) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943486) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943546) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943546) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943707) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943707) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943766) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943766) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1943928) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1943928) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944088) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944088) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944147) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944147) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944207) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944207) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944267) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944267) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944427) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944427) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944587) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944587) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944646) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944646) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944707) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944707) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1944870) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1944870) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945027) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945027) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945187) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945187) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945247) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945247) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945408) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945408) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945467) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945467) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945527) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945527) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945586) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945586) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945646) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945646) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945658) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1945807) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945807) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945818) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1945866) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945866) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945926) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1945926) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1945959) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1946095) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946095) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946109) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1946249) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946249) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946307) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946307) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946467) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946467) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946527) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946527) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946587) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946587) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946646) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946646) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946707) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946708) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946767) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946767) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946826) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946826) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1946987) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1946987) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947147) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947147) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947311) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947311) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947367) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947367) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947426) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947426) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947486) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947486) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947546) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947546) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947708) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947708) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947767) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947767) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947934) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947934) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1947987) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1947987) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948046) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948046) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948106) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948106) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948166) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948166) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948327) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948327) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948387) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948387) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948554) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948555) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948607) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948607) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948666) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948666) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948726) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948726) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948787) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948787) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948948) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1948948) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1948968) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1949006) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949007) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949066) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949066) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949233) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949233) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949236) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1949387) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949387) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949447) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949447) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949458) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1949506) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949506) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949566) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949566) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949589) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1949626) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949626) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949795) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949795) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949847) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949847) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1949906) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1949906) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950067) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950067) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950127) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950127) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950288) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950288) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950347) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950347) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950407) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950407) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950467) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950467) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950526) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950526) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950687) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950687) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950847) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950847) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1950850) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1950906) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1950906) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1951074) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1951074) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1951078) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1951126) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1951126) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1951159) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1951288) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1951288) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1951310) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(1951347) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1951347) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1951407) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1951407) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1951569) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
