Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

1928;-2000.000000;23.437500;0.021250;3.230833;187;

2072;-2000.000000;23.437500;0.021667;3.231250;184;

2215;-2000.000000;23.437500;0.021667;3.231250;189;

2352;-2000.000000;23.437500;0.021667;3.231250;189;

2495;-2000.000000;23.437500;0.021250;3.231250;189;

2632;-2000.000000;23.437500;0.021250;3.230417;189;

2775;-2000.000000;23.437500;0.021667;3.226250;190;

2915;-2000.000000;23.437500;0.021667;3.225834;186;

3052;-2000.000000;23.437500;0.021667;3.225834;187;

3195;-2000.000000;23.437500;0.021667;3.225417;190;

3332;-2000.000000;23.437500;0.021667;3.225417;189;

3475;-2000.000000;23.437500;0.021667;3.225417;187;

3612;-2000.000000;23.437500;0.021250;3.225834;189;

3755;-2000.000000;23.437500;0.021667;3.225417;188;

3892;-2000.000000;23.437500;0.021250;3.225834;189;

4035;-2000.000000;23.437500;0.021250;3.225834;188;

4172;-2000.000000;23.375000;0.021667;3.225834;190;

4315;-2000.000000;23.437500;0.021667;3.225834;185;

4458;-2000.000000;23.437500;0.021667;3.225417;189;

4608;-2000.000000;23.375000;0.021667;3.225834;191;

4757;-2000.000000;23.375000;0.021667;3.225834;188;

4902;-2000.000000;23.375000;3.225417;3.225834;184;

5046;-2000.000000;23.375000;0.021667;3.225417;190;

5193;-2000.000000;23.375000;3.225417;3.225834;185;

5321;-2000.000000;23.375000;0.021250;3.225417;184;

5466;-2000.000000;23.375000;0.021667;3.225834;189;

5602;-2000.000000;23.375000;0.021667;3.225417;190;

5753;-2000.000000;23.375000;0.021250;3.225417;189;

5895;-2000.000000;23.375000;0.021667;3.225417;188;

6035;-2000.000000;23.375000;0.021667;3.225834;189;

6175;-2000.000000;23.375000;0.021667;3.225834;188;

6312;-2000.000000;23.375000;0.021667;3.225834;187;

6459;-2000.000000;23.375000;0.021667;3.225417;186;

6604;-2000.000000;23.375000;0.021667;3.225834;190;

6746;-2000.000000;23.375000;0.021667;3.225834;189;

6895;-2000.000000;23.375000;0.021667;3.225834;187;

7033;-2000.000000;23.375000;0.021667;3.225834;188;

7175;-2000.000000;23.375000;0.021667;3.225834;186;

7313;-2000.000000;23.375000;0.021667;3.225834;187;

7460;-2000.000000;23.375000;0.021667;3.225417;188;

7604;-2000.000000;23.375000;0.021667;3.225834;188;

7735;-2000.000000;23.375000;0.021667;3.225834;191;

7872;-2000.000000;23.375000;0.021667;3.225417;189;

8019;-2000.000000;23.375000;0.021667;3.225834;187;

8168;-2000.000000;23.375000;0.021667;3.225834;189;

8315;-2000.000000;23.375000;0.021667;3.225417;190;

