(432956) PROCEDURE_TASK; INFO: Procedure task started
(433107) SENSOR_CONTROLLER; ERROR: Failed to initialize VL53L0X driver
(433194) SENSOR_TASK; ERROR: Failed to initialize Sensor controller! Exiting task...
(433834) CLI; ERROR: Terminal doesn't support escape sequences
(436485) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(436566) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(436834) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(436885) SENSOR_CONTROLLER; ERROR: Failed to get last data from the ring buffer
(457892) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(457892) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458612) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458612) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458673) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458673) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458733) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458733) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458793) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458793) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458853) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458853) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458913) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458913) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(458973) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(458973) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459033) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459034) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459094) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459094) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459154) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459154) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459316) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459316) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459373) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459374) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459433) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459434) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459493) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(459493) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(459553) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
