Time;acc_x;acc_y;acc_z;

209256;0.026367;0.041992;1.028320;
209474;0.026367;0.035156;1.022461;
209624;0.024414;0.034180;1.021484;
209764;0.022461;0.038086;1.022461;
209904;0.025391;0.041016;1.028320;
210044;0.024414;0.037109;1.007812;
210184;0.026367;0.037109;1.016602;
210324;0.025391;0.035156;1.023438;
210464;0.023438;0.038086;1.020508;
210604;0.025391;0.035156;1.028320;
210744;0.022461;0.036133;1.024414;
210884;0.023438;0.038086;1.015625;
211024;0.028320;0.038086;1.017578;
211164;0.023438;0.038086;1.017578;
211304;0.023438;0.037109;1.021484;
211444;0.024414;0.041992;1.031250;
211584;0.021484;0.037109;1.012695;
211724;0.025391;0.041016;1.016602;
211861;0.026367;0.036133;1.012695;
212020;0.023438;0.039062;1.018555;
212179;0.026367;0.037109;1.026367;
212354;0.024414;0.037109;1.031250;
212494;0.027344;0.039062;1.025391;
212644;0.027344;0.039062;1.026367;
212784;0.028320;0.034180;1.028320;
212924;0.026367;0.037109;1.024414;
213059;0.027344;0.041992;1.041016;
213204;0.024414;0.038086;1.027344;
213344;0.025391;0.036133;1.024414;
213484;0.027344;0.036133;1.031250;
213624;0.027344;0.035156;1.020508;
213764;0.026367;0.037109;1.028320;
213904;0.028320;0.036133;1.031250;
214044;0.025391;0.037109;1.017578;
214184;0.029297;0.039062;1.037109;
214320;0.027344;0.041992;1.025391;
214479;0.027344;0.037109;1.027344;
214630;0.028320;0.034180;1.038086;
214784;0.027344;0.040039;1.029297;
214924;0.029297;0.035156;1.029297;
215074;0.028320;0.040039;1.021484;
215214;0.025391;0.037109;1.035156;
215354;0.028320;0.041016;1.029297;
215504;0.028320;0.040039;1.026367;
215644;0.028320;0.041016;1.036133;
215784;0.025391;0.041016;1.034180;
215924;0.026367;0.040039;1.034180;
216064;0.029297;0.037109;1.022461;
216204;0.028320;0.036133;1.032227;
216354;0.027344;0.036133;1.029297;
216494;0.027344;0.038086;1.020508;
216634;0.028320;0.040039;1.037109;
216774;0.028320;0.037109;1.022461;
216914;0.025391;0.040039;1.038086;
217051;0.030273;0.037109;1.032227;
217189;0.028320;0.036133;1.028320;
217349;0.029297;0.036133;1.036133;
217514;0.028320;0.038086;1.038086;
217654;0.026367;0.041992;1.031250;
217794;0.029297;0.034180;1.037109;
217944;0.030273;0.041992;1.034180;
218084;0.030273;0.040039;1.034180;
218224;0.024414;0.041016;1.030273;
218364;0.029297;0.041016;1.037109;
218504;0.031250;0.037109;1.022461;
218644;0.026367;0.039062;1.034180;
218784;0.026367;0.037109;1.032227;
218934;0.027344;0.037109;1.020508;
219074;0.028320;0.035156;1.024414;
219214;0.028320;0.040039;1.025391;
219354;0.031250;0.038086;1.031250;
219489;0.030273;0.039062;1.025391;
219649;0.029297;0.035156;1.029297;
219809;0.029297;0.038086;1.038086;
219974;0.030273;0.037109;1.032227;
220114;0.028320;0.038086;1.029297;
220254;0.028320;0.037109;1.021484;
220394;0.030273;0.041992;1.041992;
220534;0.027344;0.036133;1.019531;
220674;0.027344;0.041992;1.029297;
220814;0.032227;0.038086;1.033203;
220954;0.027344;0.039062;1.032227;
221094;0.030273;0.035156;1.029297;
221234;0.029297;0.038086;1.024414;
221374;0.027344;0.038086;1.025391;
221514;0.029297;0.039062;1.023438;
221654;0.030273;0.034180;1.022461;
221794;0.028320;0.037109;1.022461;
221939;0.029297;0.033203;1.029297;
222101;0.030273;0.036133;1.023438;
222259;0.030273;0.038086;1.032227;
222404;0.031250;0.037109;1.031250;
222544;0.028320;0.038086;1.021484;
222684;0.030273;0.037109;1.024414;
222824;0.030273;0.039062;1.032227;
222964;0.029297;0.036133;1.025391;
223104;0.032227;0.039062;1.029297;
223244;0.030273;0.036133;1.021484;
223384;0.029297;0.039062;1.022461;
223524;0.031250;0.037109;1.026367;
223664;0.025391;0.037109;1.021484;
223814;0.033203;0.041016;1.028320;
223954;0.033203;0.037109;1.024414;
224094;0.029297;0.037109;1.026367;
224234;0.031250;0.038086;1.027344;
224379;0.029297;0.039062;1.024414;
224539;0.027344;0.041016;1.025391;
224704;0.028320;0.041016;1.031250;
224844;0.032227;0.038086;1.024414;
224984;0.031250;0.035156;1.023438;
225124;0.032227;0.038086;1.024414;
225264;0.030273;0.036133;1.028320;
225404;0.028320;0.040039;1.019531;
225544;0.031250;0.038086;1.026367;
225694;0.032227;0.040039;1.030273;
225834;0.029297;0.034180;1.029297;
225974;0.031250;0.041016;1.026367;
226124;0.032227;0.038086;1.025391;
226264;0.031250;0.039062;1.029297;
226404;0.033203;0.036133;1.026367;
226554;0.028320;0.041016;1.017578;
226689;0.030273;0.039062;1.028320;
226852;0.030273;0.036133;1.025391;
227009;0.031250;0.041016;1.018555;
227164;0.030273;0.041016;1.021484;
227304;0.028320;0.037109;1.019531;
227444;0.031250;0.036133;1.024414;
227584;0.030273;0.038086;1.019531;
227724;0.031250;0.033203;1.024414;
227874;0.031250;0.035156;1.015625;
228014;0.031250;0.037109;1.031250;
228154;0.032227;0.037109;1.026367;
228304;0.032227;0.041016;1.026367;
228444;0.032227;0.041016;1.032227;
228594;0.031250;0.037109;1.023438;
228734;0.032227;0.041992;1.038086;
228874;0.030273;0.037109;1.021484;
229024;0.034180;0.041016;1.026367;
229161;0.032227;0.039062;1.026367;
229319;0.031250;0.041016;1.026367;
229482;0.032227;0.039062;1.030273;
229634;0.030273;0.037109;1.026367;
229774;0.032227;0.036133;1.034180;
229914;0.033203;0.040039;1.027344;
230064;0.033203;0.041992;1.030273;
230204;0.031250;0.041016;1.027344;
230344;0.033203;0.041992;1.027344;
230484;0.031250;0.040039;1.030273;
230624;0.032227;0.037109;1.023438;
230764;0.031250;0.038086;1.035156;
230904;0.031250;0.038086;1.021484;
231044;0.029297;0.040039;1.033203;
231184;0.030273;0.039062;1.014648;
231334;0.031250;0.040039;1.025391;
231474;0.028320;0.035156;1.020508;
231609;0.031250;0.040039;1.026367;
231769;0.032227;0.032227;1.009766;
231934;0.030273;0.035156;1.019531;
232074;0.032227;0.035156;1.019531;
232214;0.033203;0.033203;1.021484;
232364;0.029297;0.035156;1.019531;
232504;0.032227;0.036133;1.018555;
232644;0.032227;0.040039;1.020508;
232784;0.035156;0.041992;1.035156;
232924;0.033203;0.039062;1.030273;
233064;0.031250;0.039062;1.027344;
233204;0.032227;0.041992;1.027344;
233344;0.030273;0.033203;1.020508;
233484;0.029297;0.043945;1.027344;
233624;0.032227;0.035156;1.016602;
233764;0.030273;0.037109;1.018555;
233904;0.031250;0.041016;1.022461;
234059;0.034180;0.039062;1.018555;
234219;0.029297;0.038086;1.020508;
234384;0.032227;0.037109;1.029297;
234524;0.032227;0.038086;1.026367;
234664;0.031250;0.037109;1.023438;
234804;0.031250;0.035156;1.018555;
234944;0.032227;0.040039;1.025391;
235084;0.030273;0.039062;1.025391;
235224;0.032227;0.041992;1.022461;
235364;0.031250;0.038086;1.020508;
235504;0.033203;0.037109;1.020508;
235644;0.031250;0.037109;1.028320;
235784;0.031250;0.034180;1.015625;
235934;0.031250;0.039062;1.034180;
236074;0.030273;0.036133;1.027344;
236214;0.032227;0.034180;1.021484;
236350;0.030273;0.037109;1.008789;
236510;0.028320;0.040039;1.010742;
236669;0.029297;0.035156;1.013672;
236834;0.029297;0.036133;1.020508;
236984;0.030273;0.039062;1.017578;
237134;0.033203;0.038086;1.019531;
237274;0.034180;0.036133;1.014648;
237414;0.029297;0.038086;1.021484;
237554;0.033203;0.036133;1.014648;
237694;0.030273;0.039062;1.022461;
237844;0.030273;0.035156;1.011719;
237984;0.032227;0.039062;1.027344;
238124;0.029297;0.038086;1.008789;
238264;0.031250;0.038086;1.027344;
238404;0.032227;0.039062;1.021484;
238554;0.029297;0.038086;1.018555;
238694;0.033203;0.036133;1.015625;
238830;0.031250;0.041016;1.033203;
238980;0.030273;0.038086;1.013672;
239154;0.032227;0.040039;1.024414;
239294;0.031250;0.038086;1.015625;
239434;0.032227;0.031250;1.008789;
239574;0.031250;0.039062;1.015625;
239714;0.031250;0.034180;1.000977;
239854;0.032227;0.035156;1.013672;
239994;0.030273;0.037109;1.016602;
240134;0.031250;0.040039;1.019531;
240274;0.029297;0.035156;1.017578;
240414;0.027344;0.039062;1.014648;
240554;0.028320;0.037109;1.014648;
240694;0.030273;0.040039;1.020508;
240834;0.032227;0.036133;1.012695;
240974;0.032227;0.039062;1.022461;
241114;0.027344;0.040039;1.014648;
241250;0.032227;0.038086;1.019531;
241399;0.028320;0.040039;1.018555;
241564;0.030273;0.038086;1.023438;
241704;0.031250;0.041016;1.013672;
241844;0.031250;0.040039;1.024414;
241984;0.028320;0.036133;1.025391;
242124;0.030273;0.035156;1.031250;
242264;0.027344;0.040039;1.024414;
242404;0.033203;0.040039;1.034180;
242544;0.032227;0.039062;1.024414;
242684;0.033203;0.036133;1.024414;
242824;0.029297;0.037109;1.025391;
242964;0.027344;0.034180;1.027344;
243104;0.030273;0.034180;1.019531;
243254;0.032227;0.038086;1.028320;
243394;0.031250;0.035156;1.022461;
243534;0.032227;0.036133;1.021484;
243689;0.030273;0.039062;1.029297;
243829;0.029297;0.036133;1.019531;
243984;0.030273;0.035156;1.015625;
244119;0.031250;0.036133;1.018555;
244284;0.031250;0.036133;1.017578;
244424;0.032227;0.038086;1.024414;
244564;0.031250;0.041016;1.021484;
244704;0.032227;0.035156;1.018555;
244854;0.028320;0.036133;1.014648;
244994;0.032227;0.039062;1.017578;
245134;0.031250;0.036133;1.018555;
245284;0.029297;0.039062;1.028320;
245424;0.027344;0.038086;1.016602;
245564;0.029297;0.040039;1.032227;
245704;0.023438;0.037109;1.019531;
245844;0.026367;0.036133;1.013672;
245984;0.026367;0.042969;1.011719;
246124;0.023438;0.039062;1.023438;
246270;0.025391;0.035156;1.013672;
246410;0.022461;0.034180;1.003906;
246569;0.021484;0.036133;1.013672;
246734;0.020508;0.037109;1.010742;
246874;0.021484;0.038086;1.012695;
247014;0.017578;0.034180;1.002930;
247154;0.016602;0.040039;0.997070;
247294;0.019531;0.035156;1.005859;
247434;0.017578;0.038086;1.009766;
247584;0.016602;0.035156;0.995117;
247724;0.018555;0.042969;1.000000;
247864;0.012695;0.040039;0.998047;
248004;0.012695;0.038086;0.989258;
248144;0.013672;0.038086;0.987305;
248284;0.011719;0.040039;0.995117;
248424;0.013672;0.039062;1.009766;
248564;0.009766;0.037109;0.988281;
248704;0.008789;0.040039;0.991211;
248839;0.011719;0.040039;0.986328;
248979;0.008789;0.035156;0.971680;
249130;0.008789;0.035156;0.981445;
249284;0.008789;0.034180;0.982422;
249424;0.005859;0.033203;0.974609;
249574;0.006836;0.035156;1.011719;
249714;0.006836;0.038086;1.005859;
249854;0.007812;0.037109;0.975586;
250004;0.005859;0.037109;0.981445;
250144;0.001953;0.038086;0.976562;
250284;0.002930;0.034180;0.984375;
250424;0.003906;0.034180;0.988281;
250564;0.003906;0.035156;0.973633;
250704;0.002930;0.043945;0.988281;
250844;0.000977;0.038086;0.981445;
250984;0.002930;0.036133;0.963867;
251124;-0.000977;0.040039;0.982422;
251264;-0.003906;0.037109;0.964844;
251399;0.000000;0.037109;0.974609;
251571;0.001953;0.038086;0.968750;
251734;-0.000977;0.039062;0.979492;
251884;-0.001953;0.038086;0.976562;
252024;-0.000977;0.036133;0.974609;
252164;-0.002930;0.036133;0.980469;
252304;-0.000977;0.038086;0.972656;
252444;-0.003906;0.036133;0.968750;
252594;-0.002930;0.036133;0.973633;
252734;-0.003906;0.048828;0.977539;
252874;-0.004883;0.040039;0.979492;
253024;-0.006836;0.036133;0.965820;
253164;-0.004883;0.037109;0.972656;
253304;-0.005859;0.041016;0.965820;
253444;-0.004883;0.039062;0.966797;
253584;-0.003906;0.037109;0.977539;
253720;-0.007812;0.037109;0.966797;
253881;-0.010742;0.038086;0.962891;
254039;-0.003906;0.039062;0.963867;
254204;-0.009766;0.035156;0.958008;
254344;-0.006836;0.038086;0.964844;
254494;-0.007812;0.034180;0.959961;
254634;-0.008789;0.040039;0.964844;
254774;-0.010742;0.040039;0.957031;
254914;-0.008789;0.041016;0.955078;
255054;-0.009766;0.037109;0.964844;
255194;-0.008789;0.035156;0.960938;
255334;-0.012695;0.035156;0.937500;
255474;-0.011719;0.039062;0.926758;
255624;-0.013672;0.038086;0.926758;
255764;-0.010742;0.036133;0.942383;
255904;-0.013672;0.035156;0.921875;
256054;-0.011719;0.042969;0.924805;
256190;-0.016602;0.040039;0.919922;
256340;-0.017578;0.039062;0.911133;
256499;-0.017578;0.037109;0.908203;
256654;-0.016602;0.039062;0.904297;
256794;-0.016602;0.035156;0.889648;
256934;-0.016602;0.039062;0.906250;
257074;-0.019531;0.041016;0.898438;
