(987303) PROCEDURE_TASK; INFO: Procedure task started
(987376) GPIO_WRAPPER; WARN: GPIO wrapper already initialized
(987376) SENSOR_CONTROLLER; WARN: Failed to initialize GPIO wrapper, probably already initialized
(987476) SENSOR_CONTROLLER; INFO: Sensor controller initialized
(988181) CLI; ERROR: Terminal doesn't support escape sequences
(1202521) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1202521) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1202695) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1202695) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1202866) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1202866) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203030) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203030) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203091) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203091) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203153) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203153) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203212) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203212) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203271) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203271) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203445) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203445) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203502) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203502) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203561) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203561) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203620) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203621) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203682) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203682) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203852) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203852) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1203910) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1203910) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204077) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204077) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204130) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204130) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204190) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204190) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204251) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204251) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204311) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204311) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204372) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204372) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204600) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204600) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204662) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204662) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204721) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204722) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204890) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204890) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1204952) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1204952) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205012) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205012) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205072) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205072) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205130) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205130) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205190) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205190) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205251) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205251) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205311) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205312) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205372) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205372) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205430) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205430) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205599) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205599) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205774) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205774) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205831) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205831) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205891) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205892) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1205954) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1205954) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206011) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206011) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206185) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206185) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206355) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206355) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206412) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206412) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206471) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206471) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206532) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206533) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206590) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206590) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206651) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206651) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206712) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206712) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1206885) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1206885) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207048) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207048) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207209) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207210) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207272) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207272) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207330) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207330) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207392) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207392) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207451) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207451) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207511) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207511) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207571) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207571) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207632) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207632) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207692) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207692) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207750) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207750) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207810) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207810) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1207870) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1207870) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208041) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208041) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208101) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208101) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208161) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208161) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208220) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208220) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208282) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208282) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208341) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208341) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208510) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208510) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1208677) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1208677) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1209894) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1209894) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1209950) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1209950) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1210011) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1210011) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1210179) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1210179) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1210240) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(1210240) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(1210301) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
