Time;acc_x;acc_y;acc_z;

1525;0.029297;0.039062;1.028320;
1673;0.027344;0.037109;1.019531;
1813;0.034180;0.043945;1.025391;
1953;0.027344;0.041016;1.021484;
2093;0.033203;0.038086;1.019531;
2233;0.032227;0.039062;1.013672;
2373;0.029297;0.043945;1.030273;
2513;0.034180;0.043945;1.026367;
2653;0.031250;0.041992;1.024414;
2793;0.031250;0.041992;1.020508;
2933;0.032227;0.040039;1.017578;
3073;0.031250;0.041992;1.024414;
3213;0.031250;0.041016;1.030273;
3353;0.033203;0.041992;1.026367;
3493;0.032227;0.041016;1.030273;
3633;0.032227;0.042969;1.028320;
3773;0.032227;0.041016;1.022461;
3909;0.031250;0.041992;1.025391;
4061;0.031250;0.046875;1.019531;
4220;0.033203;0.041992;1.027344;
4383;0.029297;0.038086;1.025391;
4523;0.030273;0.040039;1.032227;
4663;0.035156;0.039062;1.024414;
4803;0.030273;0.038086;1.030273;
4953;0.032227;0.041016;1.029297;
5093;0.030273;0.041992;1.029297;
5233;0.033203;0.041992;1.031250;
5373;0.031250;0.043945;1.027344;
5513;0.032227;0.041016;1.037109;
5653;0.033203;0.043945;1.017578;
5793;0.032227;0.040039;1.026367;
5933;0.031250;0.039062;1.025391;
6073;0.032227;0.039062;1.026367;
6213;0.030273;0.037109;1.013672;
6359;0.030273;0.034180;1.024414;
6519;0.030273;0.040039;1.015625;
6659;0.031250;0.040039;1.020508;
6803;0.028320;0.040039;1.017578;
6943;0.030273;0.039062;1.024414;
7083;0.031250;0.041016;1.019531;
7233;0.030273;0.036133;1.034180;
7373;0.035156;0.042969;1.029297;
7513;0.033203;0.033203;1.027344;
7663;0.030273;0.040039;1.019531;
7803;0.030273;0.038086;1.025391;
7943;0.035156;0.041992;1.024414;
8083;0.028320;0.037109;1.016602;
8223;0.033203;0.043945;1.030273;
8373;0.028320;0.041992;1.015625;
8513;0.029297;0.044922;1.026367;
8653;0.031250;0.034180;1.015625;
8800;0.031250;0.039062;1.020508;
8961;0.031250;0.038086;1.019531;
9133;0.032227;0.042969;1.030273;
9283;0.031250;0.038086;1.023438;
9423;0.032227;0.039062;1.020508;
9563;0.034180;0.040039;1.020508;
9703;0.030273;0.041016;1.025391;
9844;0.029297;0.041016;1.022461;
9983;0.030273;0.043945;1.026367;
10123;0.030273;0.038086;1.022461;
10263;0.031250;0.044922;1.018555;
10403;0.031250;0.039062;1.027344;
10543;0.033203;0.043945;1.023438;
10683;0.030273;0.036133;1.018555;
10823;0.034180;0.041992;1.021484;
10963;0.029297;0.040039;1.028320;
11099;0.031250;0.044922;1.018555;
11249;0.031250;0.040039;1.024414;
11409;0.029297;0.041016;1.021484;
11573;0.030273;0.042969;1.040039;
11713;0.033203;0.042969;1.029297;
11853;0.031250;0.039062;1.035156;
11993;0.030273;0.037109;1.031250;
12133;0.033203;0.035156;1.037109;
12273;0.030273;0.041992;1.033203;
12413;0.032227;0.041016;1.034180;
12553;0.032227;0.041016;1.036133;
12703;0.031250;0.043945;1.027344;
12843;0.033203;0.040039;1.036133;
12983;0.030273;0.046875;1.036133;
13123;0.029297;0.043945;1.037109;
13263;0.028320;0.038086;1.023438;
13403;0.031250;0.041992;1.030273;
13550;0.031250;0.039062;1.019531;
13709;0.030273;0.037109;1.034180;
13873;0.032227;0.040039;1.024414;
14013;0.033203;0.039062;1.025391;
14153;0.032227;0.039062;1.020508;
14293;0.031250;0.038086;1.026367;
14433;0.031250;0.041016;1.027344;
14573;0.031250;0.034180;1.032227;
14713;0.033203;0.035156;1.016602;
14853;0.031250;0.040039;1.016602;
14993;0.033203;0.036133;1.031250;
15133;0.030273;0.035156;1.021484;
15273;0.031250;0.034180;1.023438;
15413;0.030273;0.033203;1.020508;
15563;0.028320;0.031250;1.023438;
15703;0.032227;0.029297;1.021484;
15843;0.031250;0.031250;1.037109;
15989;0.033203;0.027344;1.027344;
16150;0.031250;0.030273;1.027344;
16313;0.033203;0.029297;1.030273;
16453;0.030273;0.026367;1.044922;
16603;0.032227;0.029297;1.036133;
16743;0.032227;0.033203;1.041016;
16883;0.032227;0.031250;1.041016;
17033;0.035156;0.031250;1.043945;
17173;0.031250;0.030273;1.046875;
17313;0.035156;0.029297;1.040039;
17453;0.035156;0.032227;1.052734;
17593;0.036133;0.027344;1.051758;
17733;0.034180;0.031250;1.053711;
17873;0.034180;0.030273;1.051758;
18013;0.032227;0.028320;1.052734;
18153;0.034180;0.028320;1.052734;
18295;0.031250;0.025391;1.045898;
18451;0.035156;0.032227;1.048828;
18609;0.034180;0.024414;1.058594;
18773;0.034180;0.028320;1.054688;
18913;0.033203;0.029297;1.064453;
19063;0.034180;0.032227;1.070312;
19203;0.037109;0.026367;1.074219;
19343;0.038086;0.029297;1.080078;
19493;0.034180;0.026367;1.069336;
19633;0.037109;0.032227;1.081055;
19773;0.036133;0.024414;1.078125;
19913;0.036133;0.029297;1.091797;
20053;0.038086;0.022461;1.066406;
20193;0.037109;0.027344;1.081055;
20334;0.034180;0.022461;1.074219;
20473;0.039062;0.024414;1.091797;
20613;0.039062;0.026367;1.096680;
20749;0.038086;0.019531;1.081055;
20910;0.037109;0.021484;1.092773;
21079;0.040039;0.026367;1.085938;
21223;0.038086;0.022461;1.088867;
21363;0.039062;0.024414;1.104492;
21503;0.038086;0.026367;1.110352;
21643;0.040039;0.025391;1.106445;
21783;0.036133;0.025391;1.106445;
21923;0.041016;0.026367;1.105469;
22063;0.039062;0.024414;1.113281;
22203;0.038086;0.025391;1.116211;
22343;0.038086;0.027344;1.119141;
22493;0.039062;0.027344;1.121094;
22633;0.040039;0.024414;1.122070;
22773;0.042969;0.029297;1.140625;
22923;0.041016;0.029297;1.136719;
23063;0.038086;0.032227;1.144531;
23200;0.043945;0.032227;1.134766;
23359;0.043945;0.031250;1.142578;
23523;0.043945;0.029297;1.138672;
23663;0.040039;0.029297;1.146484;
23803;0.042969;0.031250;1.129883;
23953;0.041016;0.031250;1.137695;
24093;0.043945;0.028320;1.134766;
24233;0.041992;0.029297;1.136719;
24383;0.041992;0.028320;1.132812;
24523;0.042969;0.031250;1.128906;
24663;0.042969;0.033203;1.143555;
24803;0.041016;0.030273;1.126953;
24943;0.044922;0.030273;1.142578;
25083;0.043945;0.030273;1.137695;
25223;0.043945;0.028320;1.136719;
25363;0.043945;0.030273;1.137695;
25505;0.041992;0.029297;1.130859;
25669;0.042969;0.031250;1.138672;
25829;0.045898;0.032227;1.139648;
25993;0.041016;0.033203;1.136719;
26133;0.045898;0.029297;1.152344;
26273;0.046875;0.032227;1.148438;
26413;0.044922;0.031250;1.152344;
26553;0.042969;0.029297;1.139648;
26693;0.043945;0.032227;1.139648;
26833;0.044922;0.031250;1.140625;
26983;0.043945;0.031250;1.149414;
27123;0.043945;0.030273;1.150391;
27263;0.045898;0.031250;1.135742;
27403;0.044922;0.032227;1.145508;
27543;0.041992;0.029297;1.133789;
27683;0.045898;0.036133;1.132812;
27823;0.045898;0.029297;1.140625;
27960;0.045898;0.026367;1.132812;
28110;0.043945;0.030273;1.134766;
28270;0.044922;0.033203;1.141602;
28433;0.045898;0.034180;1.134766;
28573;0.044922;0.030273;1.134766;
28713;0.046875;0.030273;1.132812;
28853;0.045898;0.037109;1.139648;
28993;0.045898;0.030273;1.131836;
29133;0.046875;0.029297;1.131836;
29273;0.044922;0.030273;1.131836;
29413;0.045898;0.034180;1.138672;
29553;0.048828;0.032227;1.130859;
29693;0.043945;0.032227;1.145508;
29834;0.046875;0.034180;1.132812;
29973;0.047852;0.034180;1.137695;
30113;0.044922;0.029297;1.138672;
30253;0.044922;0.028320;1.132812;
30389;0.046875;0.029297;1.127930;
30539;0.043945;0.035156;1.137695;
30683;0.047852;0.034180;1.127930;
30819;0.044922;0.033203;1.126953;
30960;0.043945;0.033203;1.134766;
31123;0.045898;0.032227;1.123047;
31263;0.043945;0.031250;1.126953;
31403;0.044922;0.033203;1.125977;
31553;0.048828;0.034180;1.126953;
31693;0.043945;0.028320;1.118164;
31833;0.046875;0.032227;1.126953;
31973;0.045898;0.031250;1.123047;
32113;0.044922;0.031250;1.122070;
32253;0.047852;0.030273;1.125977;
32393;0.045898;0.032227;1.126953;
32543;0.043945;0.031250;1.125977;
32683;0.045898;0.030273;1.125977;
32823;0.047852;0.030273;1.119141;
32963;0.042969;0.034180;1.125977;
33099;0.044922;0.030273;1.118164;
33260;0.045898;0.033203;1.120117;
33423;0.046875;0.031250;1.120117;
33561;0.045898;0.037109;1.117188;
33713;0.045898;0.035156;1.125000;
33853;0.046875;0.036133;1.127930;
34003;0.044922;0.027344;1.117188;
34143;0.046875;0.032227;1.124023;
34283;0.044922;0.033203;1.127930;
34423;0.044922;0.030273;1.120117;
34563;0.049805;0.035156;1.128906;
34703;0.046875;0.031250;1.129883;
34843;0.048828;0.032227;1.130859;
34983;0.046875;0.030273;1.123047;
35123;0.047852;0.032227;1.126953;
35263;0.046875;0.033203;1.127930;
35403;0.046875;0.032227;1.119141;
35543;0.047852;0.030273;1.129883;
35679;0.047852;0.030273;1.117188;
35839;0.045898;0.033203;1.115234;
35999;0.045898;0.031250;1.129883;
36139;0.044922;0.033203;1.120117;
36283;0.047852;0.031250;1.109375;
36433;0.044922;0.034180;1.118164;
36573;0.048828;0.033203;1.119141;
36713;0.045898;0.032227;1.116211;
36863;0.048828;0.035156;1.126953;
37003;0.047852;0.034180;1.115234;
37143;0.045898;0.033203;1.122070;
37283;0.045898;0.033203;1.131836;
37423;0.046875;0.034180;1.125977;
37563;0.046875;0.032227;1.125977;
37703;0.046875;0.029297;1.139648;
37843;0.046875;0.037109;1.126953;
37983;0.046875;0.034180;1.125977;
38123;0.043945;0.033203;1.129883;
38263;0.047852;0.033203;1.129883;
38409;0.049805;0.031250;1.126953;
38553;0.045898;0.031250;1.139648;
38700;0.046875;0.034180;1.129883;
38869;0.047852;0.033203;1.126953;
39013;0.043945;0.032227;1.125977;
39153;0.048828;0.031250;1.128906;
39303;0.047852;0.034180;1.130859;
39443;0.045898;0.032227;1.127930;
