Time;acc_x;acc_y;acc_z;

351008;0.014648;0.024414;0.912109;
351229;0.013672;0.023438;0.909180;
351379;0.012695;0.022461;0.903320;
351519;0.016602;0.024414;0.908203;
351659;0.016602;0.024414;0.910156;
351799;0.013672;0.031250;0.907227;
351939;0.017578;0.027344;0.915039;
352079;0.015625;0.027344;0.927734;
352219;0.013672;0.027344;0.927734;
352359;0.021484;0.025391;0.945312;
352499;0.016602;0.027344;0.943359;
352639;0.019531;0.029297;0.954102;
352779;0.018555;0.025391;0.955078;
352919;0.017578;0.028320;0.959961;
353059;0.016602;0.024414;0.966797;
353199;0.021484;0.025391;0.973633;
353339;0.018555;0.024414;0.974609;
353479;0.019531;0.025391;0.982422;
353614;0.024414;0.026367;1.000977;
353754;0.022461;0.022461;1.009766;
353894;0.023438;0.022461;1.015625;
354034;0.024414;0.024414;1.025391;
354175;0.024414;0.023438;1.043945;
354314;0.025391;0.021484;1.044922;
354454;0.023438;0.019531;1.050781;
354599;0.024414;0.025391;1.072266;
354744;0.028320;0.021484;1.085938;
354879;0.029297;0.026367;1.106445;
355029;0.031250;0.018555;1.122070;
355169;0.036133;0.020508;1.144531;
355309;0.035156;0.026367;1.156250;
355449;0.034180;0.024414;1.170898;
355589;0.033203;0.020508;1.165039;
355729;0.036133;0.024414;1.167969;
355879;0.032227;0.022461;1.157227;
356019;0.032227;0.028320;1.151367;
356159;0.031250;0.025391;1.144531;
356310;0.030273;0.025391;1.130859;
356449;0.033203;0.022461;1.132812;
356584;0.031250;0.025391;1.125000;
356714;0.029297;0.020508;1.102539;
356864;0.029297;0.019531;1.086914;
357004;0.028320;0.020508;1.079102;
357134;0.024414;0.020508;1.066406;
357275;0.028320;0.025391;1.072266;
357424;0.025391;0.021484;1.058594;
357564;0.026367;0.023438;1.068359;
357694;0.027344;0.020508;1.057617;
357839;0.025391;0.019531;1.056641;
357979;0.025391;0.019531;1.061523;
358114;0.026367;0.022461;1.059570;
358259;0.023438;0.023438;1.055664;
358409;0.026367;0.020508;1.058594;
358544;0.025391;0.022461;1.061523;
358699;0.024414;0.026367;1.062500;
358824;0.026367;0.023438;1.065430;
358959;0.026367;0.025391;1.062500;
359099;0.022461;0.022461;1.061523;
359239;0.026367;0.025391;1.070312;
359379;0.023438;0.021484;1.059570;
359514;0.025391;0.026367;1.065430;
359659;0.026367;0.028320;1.064453;
359799;0.024414;0.023438;1.064453;
359939;0.026367;0.025391;1.067383;
360079;0.025391;0.023438;1.063477;
360214;0.027344;0.020508;1.063477;
