(350736) PROCEDURE_TASK; INFO: Procedure task started
(350809) GPIO_WRAPPER; WARN: GPIO wrapper already initialized
(350809) SENSOR_CONTROLLER; WARN: Failed to initialize GPIO wrapper, probably already initialized
(350909) SENSOR_CONTROLLER; INFO: Sensor controller initialized
(351584) CLI; ERROR: Terminal doesn't support escape sequences
(356112) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356112) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356173) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356173) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356343) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356343) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356508) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356508) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356563) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356563) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356623) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356624) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356683) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356683) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356743) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356743) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(356805) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(356805) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(357093) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(357093) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(357154) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(357154) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(357327) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(357327) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(357385) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(357385) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358203) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358203) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358263) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358263) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358324) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358324) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358382) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358382) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358443) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358443) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358503) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358503) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358564) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358564) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358733) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358733) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358793) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358794) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(358853) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(358853) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359018) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359019) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359182) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359182) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359243) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359244) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359412) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359412) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359473) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359473) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359534) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359534) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359701) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359701) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359753) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359753) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359921) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359921) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(359972) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(359972) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360033) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360033) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360206) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360206) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360263) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360264) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360323) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360323) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360383) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360383) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360445) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360445) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360618) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360618) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(360672) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(360673) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
