datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-06_13-51-00.215922;1340030;173.333252;21.875;0.020833;3.975417;226.0;-0.016602;0.026367;0.007812;-60000;-60000;1340181;0;0;0
2024-11-06_13-51-00.404882;1340302;208.0;21.875;0.125417;3.984167;203.0;-0.011719;0.025391;0.012695;-60000;-60000;1340394;0;0;0
2024-11-06_13-51-00.561218;1340451;210.666748;21.875;0.130417;3.975417;196.0;-0.014648;0.029297;0.005859;-60000;-60000;1340563;0;0;0
2024-11-06_13-51-00.734034;1340599;208.0;21.875;0.0525;3.975417;188.0;-0.015625;0.02832;0.007812;-60000;-60000;1340723;0;0;0
2024-11-06_13-51-00.875206;1340737;212.0;21.875;0.145417;3.995;174.0;-0.015625;0.027344;0.010742;-60000;-60000;1340872;0;0;0
2024-11-06_13-51-01.062984;1340881;210.666748;21.875;0.119167;3.99625;164.0;-0.017578;0.02832;0.007812;-60000;-60000;1341042;0;0;0
2024-11-06_13-51-01.188361;1341029;206.666748;21.875;0.099583;3.975417;154.0;-0.017578;0.026367;0.008789;-60000;-60000;1341184;0;0;0
2024-11-06_13-51-01.361543;1341166;208.0;21.875;0.165;3.995417;144.0;-0.016602;0.030273;0.010742;-60000;-60000;1341334;0;0;0
2024-11-06_13-51-01.533020;1341311;208.0;21.875;0.174167;3.9975;133.0;-0.014648;0.03125;0.003906;-60000;-60000;1341496;0;0;0
2024-11-06_13-51-01.658380;1341460;210.666748;21.875;0.081667;3.992084;126.0;-0.016602;0.025391;0.006836;-60000;-60000;1341654;0;0;0
2024-11-06_13-51-01.830347;1341737;208.0;21.875;0.186667;3.9775;106.0;-0.019531;0.025391;0.008789;-60000;-60000;1341814;0;0;0
2024-11-06_13-51-01.971381;1341872;206.666748;21.875;0.080833;3.975417;99.0;-0.016602;0.032227;0.011719;-60000;-60000;1341964;0;0;0
2024-11-06_13-51-02.128061;1342021;210.666748;21.875;0.121667;3.974584;89.0;-0.018555;0.03125;0.004883;20000;20000;3;1;0;0
2024-11-06_13-51-02.300893;1342166;208.0;21.875;0.645;4.395417;91.0;-0.021484;0.029297;0.00293;20000;20000;167;1;0;0
2024-11-06_13-51-02.458402;1342303;206.666748;21.875;0.488333;4.29125;94.0;-0.030273;0.026367;-0.064453;20000;20000;327;0;0;0
2024-11-06_13-51-02.614809;1342449;208.0;21.875;0.615417;4.173334;95.0;-0.015625;0.02832;0.003906;20000;20000;467;0;0;0
