datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-05_09-53-47.972705;1462191;-49.333374;24.0;0.022083;3.445833;198.0;0.003906;0.026367;0.220703;-60000;-60000;156654;0;0;0
2024-11-05_09-53-48.208015;1462491;-50.666626;24.0;0.024583;3.443333;191.0;0.001953;0.022461;0.179688;-60000;-60000;156892;0;0;0
2024-11-05_09-53-48.317693;1462638;-30.666626;24.0;0.052083;0.062083;181.0;0.0;0.023438;0.091797;-60000;-60000;156975;0;0;0
2024-11-05_09-53-48.427061;1462776;-32.0;24.0;0.05625;3.4475;169.0;0.003906;0.023438;0.119141;-60000;-60000;157104;0;0;0
2024-11-05_09-53-48.709208;1462923;-29.333374;24.0;0.15625;3.4475;157.0;0.0;0.021484;0.09082;-60000;-60000;157382;0;0;0
2024-11-05_09-53-48.927952;1463208;-29.333374;24.0;0.173333;3.449167;138.0;0.004883;0.017578;0.066406;-60000;-60000;157593;0;0;0
2024-11-05_09-53-49.069149;1463352;-25.333374;24.0;0.142083;3.443333;126.0;-0.001953;0.020508;0.05957;-60000;-60000;157744;0;0;0
2024-11-05_09-53-49.210370;1463501;-30.666626;24.0;0.180833;3.454167;118.0;-0.000977;0.018555;0.066406;-60000;-60000;157894;0;0;0
2024-11-05_09-53-49.382280;1463640;-30.666626;24.0;0.1525;3.48;109.0;-0.001953;0.019531;0.091797;-60000;-60000;158043;0;0;0
2024-11-05_09-53-49.523283;1463781;-30.666626;24.0;0.13875;3.450417;100.0;-0.001953;0.020508;0.083008;-60000;-60000;158198;0;0;0
2024-11-05_09-53-49.695058;1463920;-25.333374;24.0;0.083333;3.468333;89.0;-0.004883;0.026367;0.083008;20000;20000;158364;1;0;0
2024-11-05_09-53-49.835682;1464198;-30.666626;24.0;0.390417;3.552084;95.0;-0.004883;0.025391;0.081055;20000;20000;158523;0;0;0
2024-11-05_09-53-50.007651;1464342;-22.666626;24.0;0.07625;3.45125;96.0;-0.006836;0.025391;0.063477;20000;20000;158674;0;0;0
2024-11-05_09-53-50.148463;1464488;-29.333374;24.0;0.021667;3.443333;98.0;-0.006836;0.023438;0.051758;60000;60000;221;0;0;0
2024-11-05_09-53-50.336907;1464631;-25.333374;24.0;0.023333;3.443333;101.0;-0.00293;0.022461;0.066406;60000;60000;389;0;0;0
2024-11-05_09-53-50.571875;1464911;-30.666626;24.0;0.075;3.443333;120.0;-0.006836;0.024414;0.061523;60000;60000;636;0;0;0
2024-11-05_09-53-50.665571;1464911;-30.666626;24.0;0.075;3.443333;120.0;-0.006836;0.024414;0.061523;60000;60000;719;0;0;0
2024-11-05_09-53-50.884647;1465186;-30.666626;24.0;0.150833;0.12875;137.0;-0.005859;0.023438;0.057617;60000;60000;955;0;0;0
2024-11-05_09-53-50.994335;1465335;-34.666626;24.0;0.080417;3.450417;149.0;-0.004883;0.025391;0.054688;60000;60000;1055;0;0;0
2024-11-05_09-53-51.229396;1465489;-32.0;24.0;0.09;3.4425;159.0;-0.008789;0.025391;0.041992;60000;60000;1294;0;0;0
2024-11-05_09-53-51.464204;1465791;-36.0;24.0;0.119167;3.443333;180.0;-0.007812;0.024414;0.035156;60000;60000;1521;0;0;0
2024-11-05_09-53-51.621279;1465931;-36.0;24.0;0.11125;3.443333;189.0;-0.009766;0.022461;0.018555;60000;60000;1679;0;0;0
2024-11-05_09-53-51.762284;1466068;-37.333374;24.0;0.131667;3.447917;201.0;-0.009766;0.024414;0.017578;39999;39999;1804;0;0;0
2024-11-05_09-53-51.903011;1466212;-36.0;24.0;0.397917;3.534584;203.0;-0.009766;0.021484;0.018555;20000;20000;1959;0;0;0
2024-11-05_09-53-52.044091;1466348;-37.333374;24.0;0.452083;3.350417;210.0;-0.007812;0.026367;0.02832;0;0;2113;0;2;0
2024-11-05_09-53-52.200687;1466493;-36.0;24.0;0.6725;3.3475;208.0;-0.009766;0.021484;0.015625;-19999;-19999;2262;0;0;0
2024-11-05_09-53-52.356948;1466638;-32.0;24.0;0.844167;3.3075;207.0;-0.008789;0.025391;0.016602;-30000;-30000;2412;0;0;0
2024-11-05_09-53-52.545152;1466787;-18.666626;24.0;0.790833;3.274167;201.0;-0.008789;0.025391;0.018555;-49999;-49999;2607;0;0;0
2024-11-05_09-53-52.670653;1466931;8.0;24.0;0.82;3.270417;194.0;-0.008789;0.024414;0.012695;-60000;-60000;2731;0;0;0
2024-11-05_09-53-52.827510;1467068;36.0;24.0;0.880417;3.258333;190.0;-0.010742;0.023438;0.007812;-60000;-60000;2891;0;0;0
2024-11-05_09-53-52.968137;1467211;88.0;24.0;0.955833;3.252917;175.0;-0.010742;0.025391;0.000977;-60000;-60000;3027;0;0;0
2024-11-05_09-53-53.453950;1467778;161.333252;24.0;1.015833;3.25375;133.0;-0.011719;0.02832;0.005859;-60000;-60000;3530;0;0;0
2024-11-05_09-53-53.854711;1468071;34.666626;24.0;1.0175;3.246667;116.0;-0.009766;0.026367;0.008789;-60000;-60000;3909;0;0;0
2024-11-05_09-53-54.071368;1468367;0.0;24.0;1.027083;3.2425;97.0;-0.009766;0.02832;0.003906;20000;20000;4128;1;0;0
2024-11-05_09-53-54.209117;1468512;-16.0;24.0;1.38125;3.272083;91.0;-0.013672;0.026367;0.00293;20000;20000;4281;0;0;0
2024-11-05_09-53-54.492094;1468801;-22.666626;24.0;0.643333;3.259583;94.0;-0.013672;0.026367;0.005859;20000;20000;4527;0;0;0
2024-11-05_09-53-54.773373;1469081;-20.0;24.0;0.5175;3.2475;94.0;-0.014648;0.026367;0.016602;20000;20000;4840;0;0;0
2024-11-05_09-53-54.853884;1469219;-17.333374;24.0;0.38375;3.247083;93.0;-0.012695;0.027344;0.020508;20000;20000;4921;0;0;0
2024-11-05_09-53-54.993039;1469219;-17.333374;24.0;0.38375;3.247083;93.0;-0.012695;0.027344;0.020508;20000;20000;5052;0;0;0
2024-11-05_09-53-55.165201;1469498;-20.0;24.0;0.109167;3.2475;94.0;-0.012695;0.026367;0.025391;20000;20000;5219;0;0;0
2024-11-05_09-53-55.478792;1469791;-22.666626;24.0;0.021667;3.247083;94.0;-0.013672;0.023438;0.022461;20000;20000;5541;0;0;0
2024-11-05_09-53-55.651261;1469928;-22.666626;24.0;0.021667;3.2475;96.0;-0.014648;0.025391;0.026367;20000;20000;5710;0;0;0
2024-11-05_09-53-55.808121;1470073;-22.666626;24.0;0.021667;3.247083;92.0;-0.013672;0.023438;0.027344;20000;20000;5871;0;0;0
2024-11-05_09-53-55.949087;1470221;-18.666626;24.0;0.02125;3.2475;92.0;-0.011719;0.022461;0.025391;60000;60000;2;0;0;0
2024-11-05_09-53-56.183732;1470518;-22.666626;24.0;0.028333;3.25;108.0;-0.011719;0.024414;0.03418;60000;60000;249;0;0;0
2024-11-05_09-53-56.308747;1470657;-21.333374;24.0;0.07625;3.2525;113.0;-0.013672;0.023438;0.032227;60000;60000;381;0;0;0
2024-11-05_09-53-56.574408;1470807;-22.666626;24.0;0.115;3.255417;124.0;-0.009766;0.024414;0.03418;60000;60000;634;0;0;0
