datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-05_10-31-49.310223;906463;-277.333374;24.9375;0.021667;3.912084;112.0;0.195312;0.024414;1.606445;-60000;-60000;134052;0;0;0
2024-11-05_10-31-49.435640;906611;-277.333374;24.9375;0.021667;3.912084;113.0;0.186523;0.016602;1.588867;-60000;-60000;134169;0;0;0
2024-11-05_10-31-49.655796;906904;-277.333374;24.9375;0.050417;3.92;110.0;0.155273;0.023438;1.482422;-60000;-60000;134380;0;0;0
2024-11-05_10-31-49.750146;906904;-277.333374;24.9375;0.050417;3.92;110.0;0.155273;0.023438;1.482422;-60000;-60000;134478;0;0;0
2024-11-05_10-31-49.907146;907184;-256.0;24.9375;0.10125;3.912084;101.0;0.161133;0.010742;1.525391;-60000;-60000;134642;0;0;0
2024-11-05_10-31-50.048017;907184;-256.0;24.9375;0.10125;3.912084;101.0;0.161133;0.010742;1.525391;20000;20000;134781;1;0;0
2024-11-05_10-31-50.235947;907477;-245.333374;24.875;0.7325;4.202083;93.0;0.146484;0.014648;1.449219;20000;20000;134959;0;0;0
2024-11-05_10-31-50.345334;907614;-241.333374;24.875;0.102083;3.922084;95.0;0.128906;0.020508;1.392578;20000;20000;135091;0;0;0
2024-11-05_10-31-50.501753;907759;-229.333374;24.875;0.0825;3.926667;94.0;0.118164;0.022461;1.333008;20000;20000;135240;0;0;0
2024-11-05_10-31-50.658863;907907;-221.333374;24.875;0.077917;3.927083;95.0;0.104492;0.026367;1.239258;20000;20000;135400;0;0;0
2024-11-05_10-31-51.160378;908325;-174.666626;24.875;0.021667;3.912084;92.0;0.064453;0.020508;0.99707;20000;20000;135870;0;0;0
2024-11-05_10-31-51.285850;908467;-152.0;24.9375;0.021667;3.911667;93.0;0.054688;0.025391;0.904297;20000;20000;136029;0;0;0
2024-11-05_10-31-51.426501;908605;-133.333374;24.875;0.021667;3.912084;93.0;0.040039;0.029297;0.807617;80000;80000;171;0;0;0
2024-11-05_10-31-51.709418;908892;-117.333374;24.875;0.040833;3.910001;110.0;0.024414;0.025391;0.639648;80000;80000;449;0;0;0
2024-11-05_10-31-51.913021;909193;-93.333374;24.875;0.105;3.9075;137.0;0.012695;0.021484;0.480469;80000;80000;661;0;0;0
2024-11-05_10-31-52.054091;909339;-76.0;24.875;0.0625;3.907084;152.0;0.009766;0.021484;0.414062;80000;80000;801;0;0;0
2024-11-05_10-31-52.257715;909486;-70.666626;24.9375;0.108333;3.910417;167.0;0.006836;0.015625;0.352539;80000;80000;959;0;0;0
2024-11-05_10-31-52.398500;909627;-73.333374;24.875;0.111667;3.913333;182.0;0.005859;0.022461;0.300781;0;0;1129;0;0;0
2024-11-05_10-31-52.539280;909766;-58.666626;24.875;0.445417;4.529167;184.0;0.003906;0.027344;0.222656;0;0;1271;0;0;0
2024-11-05_10-31-52.774741;910044;-41.333374;24.875;0.083333;3.906667;182.0;0.001953;0.027344;0.146484;11666;11666;1520;0;2;0
2024-11-05_10-31-52.905748;910044;-41.333374;24.875;0.083333;3.906667;182.0;0.001953;0.027344;0.146484;35000;35000;1631;0;0;0
2024-11-05_10-31-53.010025;910187;-25.333374;24.9375;0.071667;3.905833;187.0;-0.000977;0.02832;0.124023;58333;58333;1749;0;0;0
2024-11-05_10-31-53.167256;910326;-25.333374;24.875;0.022917;3.906667;197.0;-0.001953;0.033203;0.092773;70000;70000;1911;0;0;0
2024-11-05_10-31-53.339947;910606;-34.666626;24.875;0.031667;3.906667;220.0;0.0;0.038086;0.064453;70000;70000;2059;0;0;0
2024-11-05_10-31-53.465123;910747;-30.666626;24.875;0.0525;3.906667;227.0;0.0;0.032227;0.057617;46666;46666;2211;0;0;0
2024-11-05_10-31-53.684316;910886;-25.333374;24.875;0.369167;3.978333;237.0;-0.001953;0.030273;0.052734;0;0;2420;0;0;0
2024-11-05_10-31-53.935179;911167;-22.666626;24.875;0.12125;3.907084;232.0;-0.003906;0.033203;0.041992;-46666;-46666;2650;0;0;0
2024-11-05_10-31-54.138413;911307;-21.333374;24.875;0.065833;3.906667;222.0;-0.001953;0.035156;0.040039;-70000;-70000;2868;0;0;0
2024-11-05_10-31-54.294927;911447;-17.333374;24.875;0.039167;3.906667;212.0;-0.003906;0.037109;0.043945;-70000;-70000;3037;0;0;0
2024-11-05_10-31-54.577310;911587;-17.333374;24.875;0.12125;3.906667;202.0;-0.006836;0.036133;0.035156;-46666;-46666;3171;0;0;0
2024-11-05_10-31-54.718395;911874;-16.0;24.875;0.2775;3.930833;179.0;-0.005859;0.03125;0.041016;30000;30000;3456;0;0;0
2024-11-05_10-31-54.874758;912158;-17.333374;24.875;0.05375;3.906667;189.0;-0.004883;0.033203;0.040039;60000;60000;3621;0;0;0
2024-11-05_10-31-55.047082;912311;-25.333374;24.875;0.06;3.907084;201.0;-0.004883;0.035156;0.044922;60000;60000;3781;0;0;0
2024-11-05_10-31-55.187721;912461;-21.333374;24.875;0.105;3.906667;214.0;-0.008789;0.03125;0.039062;60000;60000;3930;0;0;0
2024-11-05_10-31-55.360314;912608;-25.333374;24.875;0.226667;3.743334;221.0;-0.006836;0.030273;0.045898;50000;50000;4098;0;0;0
2024-11-05_10-31-55.516893;912757;-30.666626;24.875;0.593333;3.748334;230.0;-0.00293;0.029297;0.044922;10000;10000;4260;0;0;0
2024-11-05_10-31-55.657861;912897;-29.333374;24.875;1.093333;3.833334;232.0;-0.006836;0.03418;0.039062;0;0;4411;0;0;0
2024-11-05_10-31-56.019859;913037;-17.333374;24.875;0.780833;3.737917;229.0;-0.009766;0.030273;0.039062;0;0;4609;0;0;0
2024-11-05_10-31-56.238634;913454;4.0;24.875;0.91375;3.718333;229.0;-0.006836;0.02832;0.024414;-26666;-26666;4964;0;0;0
2024-11-05_10-31-56.442319;913600;12.0;24.875;0.9175;3.706667;227.0;-0.007812;0.029297;0.032227;-80000;-80000;5190;0;0;0
2024-11-05_10-31-56.647031;913887;65.333252;24.875;0.944167;3.706667;198.0;-0.009766;0.03125;0.035156;-80000;-80000;5390;0;0;0
2024-11-05_10-31-56.929339;914167;157.333252;24.875;0.949583;3.706667;175.0;-0.009766;0.029297;0.043945;-80000;-80000;5660;0;0;0
2024-11-05_10-31-57.070787;914304;181.333252;24.875;0.97125;3.707083;160.0;-0.010742;0.029297;0.035156;-80000;-80000;5809;0;0;0
2024-11-05_10-31-57.446262;914601;186.666748;24.875;0.97;3.707083;132.0;-0.012695;0.025391;0.045898;-60000;-60000;6170;0;0;0
2024-11-05_10-31-57.524380;914747;97.333252;24.875;0.954583;3.70625;121.0;-0.009766;0.026367;0.038086;-60000;-60000;6271;0;0;0
2024-11-05_10-31-57.664961;914886;12.0;24.875;1.0675;3.7075;113.0;-0.008789;0.024414;0.043945;-60000;-60000;6416;0;0;0
2024-11-05_10-31-57.852853;915015;12.0;24.875;0.8475;3.7075;104.0;-0.013672;0.026367;0.033203;-60000;-60000;6591;0;0;0
2024-11-05_10-31-58.009147;915147;-4.0;24.875;3.706667;3.712084;95.0;-0.012695;0.022461;0.036133;20000;20000;6741;1;0;0
2024-11-05_10-31-58.165402;915437;-16.0;24.875;0.899167;3.729584;92.0;-0.011719;0.026367;0.038086;20000;20000;6901;1;0;0
2024-11-05_10-31-58.385116;915574;-13.333374;24.875;0.793333;3.88125;95.0;-0.012695;0.025391;0.022461;20000;20000;7129;0;0;0
2024-11-05_10-31-58.510825;915717;-17.333374;24.875;0.294167;3.727083;97.0;-0.012695;0.026367;0.037109;20000;20000;7245;0;0;0
2024-11-05_10-31-58.635834;915855;-17.333374;24.875;0.213333;3.714167;94.0;-0.016602;0.027344;0.037109;20000;20000;7371;0;0;0
2024-11-05_10-31-58.776825;915997;-8.0;24.875;0.1325;3.728333;94.0;-0.012695;0.026367;0.037109;20000;20000;7521;0;0;0
2024-11-05_10-31-58.964576;916139;-10.666626;24.875;0.120833;3.724167;95.0;-0.014648;0.026367;0.02832;20000;20000;7685;0;0;0
2024-11-05_10-31-59.152460;916427;-10.666626;24.875;0.022917;3.712084;95.0;-0.014648;0.027344;0.024414;20000;20000;7890;0;0;0
2024-11-05_10-31-59.309193;916565;-13.333374;24.875;0.021667;3.712084;96.0;-0.015625;0.027344;0.020508;20000;20000;8050;0;0;0
2024-11-05_10-31-59.544174;916707;-8.0;24.875;0.021667;3.712084;96.0;-0.017578;0.026367;0.023438;20000;20000;8266;0;0;0
2024-11-05_10-31-59.748023;916990;-8.0;24.875;0.022083;3.712084;96.0;-0.015625;0.026367;0.025391;80000;80000;118;0;0;0
2024-11-05_10-31-59.892982;917137;-5.333374;24.875;0.039583;3.712084;101.0;-0.015625;0.026367;0.013672;80000;80000;280;0;0;0
2024-11-05_10-32-00.045947;917274;-5.333374;24.875;0.02375;3.712084;114.0;-0.016602;0.02832;-0.003906;80000;80000;430;0;0;0
2024-11-05_10-32-00.186618;917426;-16.0;24.875;0.061667;3.713334;125.0;-0.015625;0.029297;0.018555;80000;80000;575;0;0;0
2024-11-05_10-32-00.359127;917561;-13.333374;24.875;0.06;3.712084;139.0;-0.016602;0.02832;0.022461;80000;80000;741;0;0;0
2024-11-05_10-32-00.829579;917987;-18.666626;24.875;0.045;3.718333;180.0;-0.015625;0.030273;0.016602;0;0;1209;0;0;0
2024-11-05_10-32-01.268443;918424;-25.333374;24.875;0.122083;3.72;185.0;-0.015625;0.029297;0.021484;0;0;1624;0;0;0
2024-11-05_10-32-01.440470;918706;-22.666626;24.875;0.055417;3.7175;190.0;-0.013672;0.02832;0.014648;58333;58333;1840;0;0;0
2024-11-05_10-32-01.612640;918847;-22.666626;24.875;0.021667;3.7175;201.0;-0.016602;0.02832;0.015625;70000;70000;1999;0;0;0
2024-11-05_10-32-01.879087;919137;-22.666626;24.875;0.032083;3.7175;228.0;-0.014648;0.029297;0.019531;70000;70000;2272;0;0;0
2024-11-05_10-32-02.067318;919274;-34.666626;24.875;0.060417;3.717917;234.0;-0.015625;0.029297;0.011719;11666;11666;2451;0;0;0
2024-11-05_10-32-02.223596;919417;-50.666626;24.875;0.289583;3.815;242.0;-0.015625;0.026367;0.016602;-46666;-46666;2601;0;0;0
2024-11-05_10-32-02.443288;919717;-38.666626;24.875;0.02875;3.717917;218.0;-0.016602;0.03125;0.008789;-70000;-70000;2832;0;0;0
2024-11-05_10-32-02.631125;919854;-25.333374;24.875;0.09875;3.7175;206.0;-0.017578;0.029297;0.012695;-70000;-70000;2995;0;0;0
2024-11-05_10-32-02.850487;919998;-18.666626;24.875;0.078333;3.717917;200.0;-0.014648;0.030273;0.019531;0;0;3231;0;0;0
2024-11-05_10-32-02.991155;920277;-17.333374;24.875;0.167083;3.72875;194.0;-0.015625;0.02832;0.017578;49999;49999;3390;0;0;0
2024-11-05_10-32-03.163321;920415;-16.0;24.875;0.029583;3.7175;204.0;-0.017578;0.026367;0.017578;60000;60000;3550;0;0;0
2024-11-05_10-32-03.336042;920561;-17.333374;24.875;0.082917;3.7175;214.0;-0.015625;0.02832;0.007812;60000;60000;3714;0;0;0
2024-11-05_10-32-03.461109;920711;-22.666626;24.875;0.047917;3.5275;223.0;-0.016602;0.026367;0.015625;50000;50000;3861;0;0;0
2024-11-05_10-32-03.665480;920864;-36.0;24.875;0.521667;3.57625;233.0;-0.015625;0.025391;0.015625;30000;30000;4061;0;0;0
2024-11-05_10-32-03.789468;921012;-34.666626;24.875;0.742083;3.609584;238.0;-0.016602;0.02832;0.011719;10000;10000;4172;0;0;0
