datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-07_11-35-46.101788;756475;-68.0;23.125;0.021667;3.90625;238.0;0.185547;0.020508;1.804688;-60000;-60000;152738;0;0;0
2024-11-07_11-35-46.431431;756769;-53.333374;23.125;0.04125;3.90625;230.0;0.183594;0.018555;1.793945;-60000;-60000;153058;0;0;0
2024-11-07_11-35-46.572559;756917;-34.666626;23.125;0.09875;3.90625;219.0;0.192383;0.010742;1.789062;-60000;-60000;153185;0;0;0
2024-11-07_11-35-46.697904;757065;-22.666626;23.0625;0.097083;3.9125;205.0;0.191406;0.025391;1.775391;-60000;-60000;153318;0;0;0
2024-11-07_11-35-46.854203;757210;-22.666626;23.125;0.189167;3.915417;195.0;0.191406;0.022461;1.777344;-60000;-60000;153478;0;0;0
2024-11-07_11-35-46.995699;757353;-21.333374;23.125;0.07875;3.905833;186.0;0.194336;0.019531;1.768555;-60000;-60000;153628;0;0;0
2024-11-07_11-35-47.152202;757495;-16.0;23.125;0.19375;3.912917;175.0;0.191406;0.026367;1.743164;-60000;-60000;153788;0;0;0
2024-11-07_11-35-47.324415;757640;-10.666626;23.125;0.070417;3.906667;164.0;0.191406;0.026367;1.708984;-60000;-60000;153948;0;0;0
2024-11-07_11-35-47.465352;757783;-13.333374;23.125;0.173333;3.938334;152.0;0.191406;0.021484;1.706055;-60000;-60000;154098;0;0;0
2024-11-07_11-35-47.622621;757922;-8.0;23.0625;0.168333;3.904167;142.0;0.192383;0.023438;1.641602;-60000;-60000;154246;0;0;0
2024-11-07_11-35-47.794695;758063;-8.0;23.125;0.105417;3.905;133.0;0.1875;0.027344;1.632812;-60000;-60000;154416;0;0;0
2024-11-07_11-35-47.935999;758202;-8.0;23.125;0.20375;3.907917;124.0;0.186523;0.033203;1.605469;-60000;-60000;154576;0;0;0
2024-11-07_11-35-48.108672;758482;-1.333374;23.0625;0.16125;3.907917;108.0;0.173828;0.040039;1.539062;80000;80000;21;0;0;0
