datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-06_12-45-48.944353;113065;-84.0;22.375;0.021667;3.768333;200.0;0.119141;0.020508;1.380859;-60000;-60000;88840;0;0;0
2024-11-06_12-45-49.210716;113352;-60.0;22.375;0.040417;3.768333;181.0;0.09668;0.020508;1.234375;-60000;-60000;89099;0;0;0
2024-11-06_12-45-49.539396;113647;-16.0;22.375;0.140833;3.77375;163.0;0.06543;0.016602;1.00293;-60000;-60000;89419;0;0;0
2024-11-06_12-45-49.758196;113930;18.666626;22.375;0.149583;3.784167;142.0;0.046875;0.018555;0.808594;-60000;-60000;89649;0;0;0
2024-11-06_12-45-49.867842;114068;44.0;22.375;0.097917;3.784583;133.0;0.036133;0.027344;0.703125;-60000;-60000;89770;0;0;0
2024-11-06_12-45-50.040687;114208;49.333252;22.375;0.12125;3.777917;122.0;0.020508;0.025391;0.615234;-60000;-60000;89930;0;0;0
2024-11-06_12-45-50.181564;114356;65.333252;22.4375;0.152917;3.788333;113.0;0.019531;0.027344;0.540039;-60000;-60000;90079;0;0;0
2024-11-06_12-45-50.354363;114507;70.666748;22.375;0.15375;3.787917;104.0;0.011719;0.027344;0.464844;-60000;-60000;90240;0;0;0
2024-11-06_12-45-50.527281;114649;82.666748;22.4375;0.161667;3.7825;92.0;0.013672;0.032227;0.389648;-60000;-60000;90398;0;0;0
2024-11-06_12-45-50.652530;114798;86.666748;22.375;0.44625;3.884167;91.0;0.003906;0.03125;0.296875;20000;20000;90560;1;0;0
2024-11-06_12-45-50.809350;114942;98.666748;22.375;0.409167;4.024583;94.0;0.0;0.03125;0.271484;20000;20000;90710;0;0;0
2024-11-06_12-45-51.044198;115222;118.666748;22.375;0.023333;3.767917;100.0;0.000977;0.03125;0.171875;60000;60000;139;0;0;0
2024-11-06_12-45-51.315554;115502;124.0;22.4375;0.032917;3.768333;119.0;0.00293;0.032227;0.109375;60000;60000;400;0;0;0
2024-11-06_12-45-51.529872;115647;126.666748;22.375;0.040833;3.772917;129.0;0.000977;0.02832;0.075195;60000;60000;620;0;0;0
2024-11-06_12-45-51.639305;115795;128.0;22.4375;0.127083;3.771667;139.0;0.0;0.03125;0.052734;60000;60000;730;0;0;0
