datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-05_09-56-51.352956;1645483;-50.666626;24.0;0.021667;3.932917;65535.0;0.006836;0.021484;0.136719;-60000;-60000;163710;0;0;0
2024-11-05_09-56-51.572461;1645693;-36.0;24.0;0.02125;3.932917;65535.0;-0.000977;0.024414;0.087891;-60000;-60000;163940;0;0;0
2024-11-05_09-56-51.745105;1645906;-36.0;24.0;0.060417;3.932917;65535.0;0.0;0.026367;0.05957;-60000;-60000;164098;0;0;0
2024-11-05_09-56-51.870116;1646116;-32.0;24.0;0.114167;3.933334;65535.0;-0.003906;0.025391;0.040039;-60000;-60000;164240;0;0;0
2024-11-05_09-56-52.042497;1646324;-26.666626;24.0;0.0875;3.932917;65535.0;0.0;0.02832;0.038086;-60000;-60000;164400;0;0;0
2024-11-05_09-56-52.261255;1646324;-26.666626;24.0;0.0875;3.932917;65535.0;0.0;0.02832;0.038086;-60000;-60000;164577;0;0;0
2024-11-05_09-56-52.371113;1646536;-22.666626;24.0;0.135833;3.948334;65535.0;-0.00293;0.029297;0.035156;-60000;-60000;164729;0;0;0
2024-11-05_09-56-52.496111;1646755;-21.333374;24.0;0.10125;3.934584;65535.0;-0.000977;0.02832;0.042969;-60000;-60000;164870;0;0;0
2024-11-05_09-56-52.652491;1646755;-21.333374;24.0;0.10125;3.934584;65535.0;-0.000977;0.02832;0.042969;-60000;-60000;165020;0;0;0
2024-11-05_09-56-52.809745;1646979;-21.333374;24.0;0.087917;3.944583;65535.0;-0.00293;0.026367;0.037109;-60000;-60000;165180;0;0;0
2024-11-05_09-56-52.982302;1647183;-22.666626;24.0;0.082083;3.93375;65535.0;-0.006836;0.024414;0.047852;20000;20000;165341;1;0;0
2024-11-05_09-56-53.154600;1647411;-29.333374;24.0;0.392917;4.082084;65535.0;-0.00293;0.02832;0.055664;20000;20000;165510;0;0;0
2024-11-05_09-56-53.279594;1647411;-29.333374;24.0;0.392917;4.082084;65535.0;-0.00293;0.02832;0.055664;20000;20000;165651;0;0;0
2024-11-05_09-56-53.482721;1647651;-30.666626;24.0;0.11875;3.947083;65535.0;-0.005859;0.030273;0.043945;20000;20000;165814;0;0;0
2024-11-05_09-56-53.670248;1647868;-26.666626;24.0;0.133333;3.933334;65535.0;-0.005859;0.026367;0.049805;60000;60000;242;0;0;0
2024-11-05_09-56-53.826865;1648084;-25.333374;24.0;0.109167;3.932083;65535.0;-0.005859;0.029297;0.055664;60000;60000;406;0;0;0
2024-11-05_09-56-53.983115;1648084;-25.333374;24.0;0.109167;3.932083;65535.0;-0.005859;0.029297;0.055664;60000;60000;567;0;0;0
2024-11-05_09-56-54.170760;1648296;-22.666626;24.0;0.07625;3.93375;65535.0;0.0;0.032227;0.063477;60000;60000;768;0;0;0
2024-11-05_09-56-54.389511;1648503;-22.666626;24.0;0.1;3.933334;65535.0;-0.009766;0.027344;0.039062;60000;60000;973;0;0;0
2024-11-05_09-56-54.609171;1648714;-25.333374;24.0;0.179167;3.93625;65535.0;-0.006836;0.029297;0.041992;60000;60000;1148;0;0;0
2024-11-05_09-56-54.781351;1648927;-25.333374;24.0;0.15625;3.93625;65535.0;-0.008789;0.027344;0.039062;60000;60000;1379;0;0;0
2024-11-05_09-56-54.891414;1649133;-34.666626;24.0;0.06625;3.95;65535.0;-0.009766;0.027344;0.041992;60000;60000;1480;0;0;0
2024-11-05_09-56-55.048140;1649133;-34.666626;24.0;0.06625;3.95;65535.0;-0.009766;0.027344;0.041992;60000;60000;1619;0;0;0
2024-11-05_09-56-55.173338;1649345;-32.0;24.0;0.117083;3.94375;65535.0;-0.010742;0.02832;0.029297;50000;50000;1749;0;0;0
2024-11-05_09-56-55.346021;1649569;-34.666626;24.0;0.106667;3.953334;65535.0;-0.008789;0.025391;0.030273;30000;30000;1940;0;0;0
2024-11-05_09-56-55.472102;1649569;-34.666626;24.0;0.106667;3.953334;65535.0;-0.008789;0.025391;0.030273;20000;20000;2060;0;0;0
2024-11-05_09-56-55.628525;1649773;-57.333374;24.0;0.17;4.014584;65535.0;-0.010742;0.02832;0.008789;0;0;2209;0;0;0
2024-11-05_09-56-56.066691;1649985;-73.333374;24.0;0.57;3.842917;65535.0;-0.010742;0.027344;0.023438;-10000;-10000;2495;0;0;0
2024-11-05_09-56-56.379684;1650636;-5.333374;24.0;0.847917;3.735;65535.0;-0.014648;0.027344;0.007812;-49999;-49999;2959;0;0;0
2024-11-05_09-56-56.598834;1650872;46.666626;24.0;0.910417;3.728333;65535.0;-0.010742;0.026367;0.009766;-60000;-60000;3189;0;0;0
2024-11-05_09-56-56.834333;1651113;130.666748;24.0;0.949167;3.728333;65535.0;-0.014648;0.027344;0.009766;-60000;-60000;3419;0;0;0
2024-11-05_09-56-57.085296;1651338;252.0;24.0;1.004167;3.734167;65535.0;-0.010742;0.026367;0.017578;-60000;-60000;3659;0;0;0
2024-11-05_09-56-57.241992;1651338;252.0;24.0;1.004167;3.734167;65535.0;-0.010742;0.026367;0.017578;-60000;-60000;3815;0;0;0
2024-11-05_09-56-57.351556;1651547;381.333252;24.0;0.98625;3.723334;65535.0;-0.011719;0.026367;0.013672;-60000;-60000;3939;0;0;0
2024-11-05_09-56-57.508691;1651753;425.333252;24.0;0.964167;3.739166;65535.0;-0.015625;0.02832;0.015625;-60000;-60000;4088;0;0;0
2024-11-05_09-56-57.664947;1651753;425.333252;24.0;0.964167;3.739166;65535.0;-0.015625;0.02832;0.015625;-60000;-60000;4247;0;0;0
2024-11-05_09-56-57.806655;1651963;28.0;24.0;0.994167;3.725;65535.0;-0.011719;0.023438;0.024414;-60000;-60000;4399;0;0;0
2024-11-05_09-56-57.978746;1652175;45.333374;24.0;0.834167;3.728333;65535.0;-0.014648;0.024414;0.030273;-60000;-60000;4559;0;0;0
2024-11-05_09-56-58.119369;1652399;-21.333374;24.0;0.686667;3.731667;65535.0;-0.010742;0.024414;0.03125;20000;20000;4709;1;0;0
2024-11-05_09-56-58.338276;1652399;-21.333374;24.0;0.686667;3.731667;65535.0;-0.010742;0.024414;0.03125;20000;20000;4886;1;0;0
2024-11-05_09-56-58.557024;1652828;-22.666626;24.0;0.439167;3.7325;65535.0;-0.015625;0.027344;0.03125;20000;20000;5139;0;0;0
