datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-05_11-37-44.614939;708822;-118.666626;24.875;0.021667;3.907084;65535.0;0.03418;0.026367;0.685547;-60000;-60000;144480;0;0;0
2024-11-05_11-37-44.804057;708822;-118.666626;24.875;0.021667;3.907084;65535.0;0.03418;0.026367;0.685547;20000;20000;144647;1;0;0
2024-11-05_11-37-44.929054;709029;-84.0;24.875;0.021667;3.906667;65535.0;0.021484;0.02832;0.518555;20000;20000;144800;1;0;0
2024-11-05_11-37-45.085645;709252;-73.333374;24.875;0.209583;3.907084;65535.0;0.011719;0.024414;0.369141;20000;20000;144950;0;0;0
2024-11-05_11-37-45.226237;709252;-73.333374;24.875;0.209583;3.907084;65535.0;0.011719;0.024414;0.369141;20000;20000;145100;0;0;0
2024-11-05_11-37-45.398683;709470;-57.333374;24.875;0.27375;3.909167;65535.0;0.008789;0.025391;0.299805;20000;20000;145258;0;0;0
2024-11-05_11-37-45.554896;709693;-50.666626;24.875;0.1025;3.921667;65535.0;0.009766;0.024414;0.210938;20000;20000;145429;0;0;0
2024-11-05_11-37-45.711774;709909;-38.666626;24.875;0.080417;3.906667;65535.0;0.004883;0.02832;0.137695;20000;20000;145580;0;0;0
2024-11-05_11-37-45.900228;709909;-38.666626;24.875;0.080417;3.906667;65535.0;0.004883;0.02832;0.137695;20000;20000;145740;0;0;0
2024-11-05_11-37-46.322919;710342;-25.333374;24.875;0.021667;3.906667;65535.0;0.00293;0.027344;0.052734;20000;20000;146206;0;0;0
2024-11-05_11-37-46.605154;710779;-21.333374;24.875;0.02125;3.906667;65535.0;0.000977;0.029297;0.026367;20000;20000;146479;0;0;0
2024-11-05_11-37-46.809698;711002;-20.0;24.875;0.021667;3.90625;65535.0;0.001953;0.030273;0.02832;1166;1166;207;0;0;0
2024-11-05_11-37-47.014590;711219;-22.666626;24.875;0.128333;3.92375;65535.0;-0.000977;0.026367;0.025391;1500;1500;407;0;0;0
2024-11-05_11-37-47.154777;711219;-22.666626;24.875;0.128333;3.92375;65535.0;-0.000977;0.026367;0.025391;1833;1833;545;0;0;0
2024-11-05_11-37-47.264138;711428;-25.333374;24.875;0.077917;3.912084;65535.0;-0.000977;0.03125;0.030273;2333;2333;677;0;2;0
2024-11-05_11-37-47.530537;711650;-22.666626;24.875;0.131667;3.92375;65535.0;-0.004883;0.02832;0.024414;3000;3000;917;0;0;0
2024-11-05_11-37-47.922536;712069;-21.333374;24.8125;0.135417;3.9225;65535.0;-0.007812;0.030273;0.014648;4666;4666;1317;0;0;0
2024-11-05_11-37-48.063805;712069;-21.333374;24.8125;0.135417;3.9225;65535.0;-0.007812;0.030273;0.014648;6000;6000;1457;0;0;0
2024-11-05_11-37-48.222180;712299;-22.666626;24.875;0.124167;3.914583;65535.0;-0.007812;0.029297;0.026367;7333;7333;1617;0;2;0
2024-11-05_11-37-48.348099;712517;-30.666626;24.875;0.090417;3.915;65535.0;-0.007812;0.03125;0.016602;9333;9333;1758;0;0;0
2024-11-05_11-37-48.521418;712517;-30.666626;24.875;0.090417;3.915;65535.0;-0.007812;0.03125;0.016602;12000;12000;1917;0;0;0
2024-11-05_11-37-48.773746;712952;-22.666626;24.8125;0.052083;3.918333;65535.0;-0.007812;0.033203;0.026367;14666;14666;2174;0;0;0
2024-11-05_11-37-48.993385;713166;-21.333374;24.875;0.047083;3.905833;65535.0;-0.010742;0.036133;0.019531;18666;18666;2384;0;0;0
2024-11-05_11-37-49.134120;713166;-21.333374;24.875;0.047083;3.905833;65535.0;-0.010742;0.036133;0.019531;24000;24000;2542;0;2;0
2024-11-05_11-37-49.337958;713393;-21.333374;24.875;0.0675;3.916667;65535.0;-0.009766;0.036133;0.018555;29333;29333;2727;0;0;0
2024-11-05_11-37-49.463170;713609;-25.333374;24.875;0.0675;3.902917;65535.0;-0.009766;0.037109;0.026367;32000;32000;2867;0;0;0
2024-11-05_11-37-49.635695;713609;-25.333374;24.875;0.0675;3.902917;65535.0;-0.009766;0.037109;0.026367;42666;42666;3015;0;0;0
2024-11-05_11-37-49.792446;713835;-21.333374;24.875;0.063333;3.901667;65535.0;-0.006836;0.03418;0.024414;53333;53333;3196;0;0;0
2024-11-05_11-37-49.949782;714049;-22.666626;24.875;0.104583;3.90625;65535.0;-0.011719;0.036133;0.010742;58666;58666;3351;0;0;0
2024-11-05_11-37-50.090988;714272;-25.333374;24.8125;0.062917;3.910001;65535.0;-0.006836;0.032227;0.010742;64000;64000;3487;0;0;0
2024-11-05_11-37-50.279350;714272;-25.333374;24.8125;0.062917;3.910001;65535.0;-0.006836;0.032227;0.010742;64000;64000;3655;0;0;0
2024-11-05_11-37-50.419990;714491;-25.333374;24.875;0.090833;3.905417;65535.0;-0.012695;0.036133;0.005859;64000;64000;3805;0;0;0
2024-11-05_11-37-50.591819;714715;-34.666626;24.875;0.120833;3.912084;65535.0;-0.012695;0.030273;0.013672;64000;64000;3986;0;0;0
2024-11-05_11-37-50.716874;714919;-34.666626;24.8125;0.088333;3.901667;65535.0;-0.012695;0.03418;0.006836;64000;64000;4117;0;0;0
2024-11-05_11-37-50.967374;715142;-34.666626;24.875;0.322083;3.74;65535.0;-0.009766;0.03125;0.009766;7000;7000;4371;0;0;0
2024-11-05_11-37-51.062870;715142;-34.666626;24.875;0.322083;3.74;65535.0;-0.009766;0.03125;0.009766;-12000;-12000;4458;0;0;0
2024-11-05_11-37-51.172605;715359;-37.333374;24.875;0.850417;4.019583;65535.0;-0.008789;0.02832;0.011719;-50000;-50000;4577;0;0;0
2024-11-05_11-37-51.360566;715359;-37.333374;24.875;0.850417;4.019583;65535.0;-0.008789;0.02832;0.011719;-50000;-50000;4741;0;0;0
2024-11-05_11-37-51.595455;715801;17.333374;24.8125;0.82625;3.718333;65535.0;-0.012695;0.029297;0.009766;-50000;-50000;5006;0;0;0
2024-11-05_11-37-51.894743;716025;88.0;24.8125;0.885833;3.704167;65535.0;-0.011719;0.03125;0.008789;-50000;-50000;5297;0;0;0
2024-11-05_11-37-52.131091;716244;161.333252;24.875;0.937917;3.70125;65535.0;-0.011719;0.02832;0.026367;-50000;-50000;5523;0;0;0
2024-11-05_11-37-52.398041;716457;208.0;24.8125;0.98375;3.695834;65535.0;-0.012695;0.03125;0.025391;-50000;-50000;5791;0;0;0
2024-11-05_11-37-52.606143;716672;186.666748;24.875;0.95375;3.705;65535.0;-0.015625;0.030273;0.014648;-50000;-50000;5992;0;0;0
2024-11-05_11-37-52.747866;716882;117.333252;24.875;0.970833;3.7075;65535.0;-0.015625;0.03125;0.025391;-60000;-60000;6143;0;0;0
2024-11-05_11-37-52.900258;717089;37.333374;24.875;0.97125;3.697083;65535.0;-0.015625;0.030273;0.02832;-60000;-60000;6306;0;0;0
2024-11-05_11-37-53.119007;717309;4.0;24.8125;0.794167;3.70875;65535.0;-0.017578;0.03125;0.033203;-60000;-60000;6526;0;0;0
2024-11-05_11-37-53.228773;717309;4.0;24.8125;0.794167;3.70875;65535.0;-0.017578;0.03125;0.033203;-60000;-60000;6625;0;0;0
2024-11-05_11-37-53.369504;717533;-18.666626;24.8125;0.648333;3.705;65535.0;-0.013672;0.027344;0.045898;20000;20000;6777;1;0;0
2024-11-05_11-37-53.557006;717749;-22.666626;24.8125;0.679167;3.877917;65535.0;-0.013672;0.02832;0.037109;20000;20000;6944;0;0;0
2024-11-05_11-37-53.776544;717974;-18.666626;24.8125;0.287083;3.706667;65535.0;-0.016602;0.026367;0.039062;20000;20000;7176;0;0;0
2024-11-05_11-37-54.230842;718190;-18.666626;24.8125;0.1075;3.704583;65535.0;-0.014648;0.03125;0.036133;20000;20000;7575;0;0;0
2024-11-05_11-37-54.387773;718412;-17.333374;24.8125;0.060417;3.70125;65535.0;-0.015625;0.030273;0.035156;20000;20000;7781;0;0;0
2024-11-05_11-37-54.547038;718630;-21.333374;24.8125;0.022083;3.706667;65535.0;-0.015625;0.02832;0.030273;20000;20000;7942;0;0;0
2024-11-05_11-37-54.625112;718852;-22.666626;24.875;0.021667;3.706667;65535.0;-0.015625;0.029297;0.032227;20000;20000;8037;0;0;0
2024-11-05_11-37-54.814114;718852;-22.666626;24.875;0.021667;3.706667;65535.0;-0.015625;0.029297;0.032227;1000;1000;4;0;0;0
2024-11-05_11-37-54.970813;719073;-18.666626;24.8125;0.021667;3.706667;65535.0;-0.017578;0.02832;0.020508;1166;1166;148;0;0;0
2024-11-05_11-37-55.111983;719292;-17.333374;24.8125;0.09875;3.7175;65535.0;-0.012695;0.03125;0.018555;1500;1500;287;0;0;0
2024-11-05_11-37-55.284230;719292;-17.333374;24.8125;0.09875;3.7175;65535.0;-0.012695;0.03125;0.018555;1833;1833;459;0;0;0
2024-11-05_11-37-55.488356;719499;-17.333374;24.8125;0.092917;3.71375;65535.0;-0.015625;0.027344;0.017578;2333;2333;640;0;0;0
2024-11-05_11-37-55.722879;719730;-16.0;24.8125;0.10625;3.707083;65535.0;-0.015625;0.026367;0.018555;3333;3333;903;0;2;0
2024-11-05_11-37-55.879563;719952;-13.333374;24.8125;0.0675;3.708334;65535.0;-0.014648;0.030273;0.014648;4000;4000;1060;0;0;0
2024-11-05_11-37-56.020353;720171;-13.333374;24.8125;0.132917;3.715;65535.0;-0.015625;0.03125;0.011719;4666;4666;1200;0;0;0
2024-11-05_11-37-56.428646;720597;-10.666626;24.8125;0.092083;3.707083;65535.0;-0.015625;0.026367;0.019531;6666;6666;1610;0;0;0
2024-11-05_11-37-56.616963;720811;-16.0;24.8125;0.067083;3.707083;65535.0;-0.015625;0.027344;0.015625;7333;7333;1798;0;0;0
2024-11-05_11-37-56.916335;721030;-13.333374;24.8125;0.106667;3.722083;65535.0;-0.016602;0.030273;0.005859;10666;10666;2083;0;0;0
2024-11-05_11-37-57.073014;721254;-16.0;24.8125;0.050417;3.710417;65535.0;-0.018555;0.027344;0.006836;13333;13333;2244;0;0;0
2024-11-05_11-37-57.339029;721473;-17.333374;24.8125;0.0775;3.714583;65535.0;-0.016602;0.030273;0.011719;18666;18666;2528;0;0;0
2024-11-05_11-37-57.495929;721689;-18.666626;24.8125;0.10125;3.712084;65535.0;-0.015625;0.03125;0.007812;21333;21333;2668;0;0;0
2024-11-05_11-37-57.699771;721902;-5.333374;24.8125;0.0575;3.7125;65535.0;-0.013672;0.03125;0.014648;26666;26666;2877;0;0;0
2024-11-05_11-37-57.840594;721902;-5.333374;24.8125;0.0575;3.7125;65535.0;-0.013672;0.03125;0.014648;32000;32000;3028;0;0;0
2024-11-05_11-37-57.997472;722121;-17.333374;24.8125;0.095833;3.712084;65535.0;-0.016602;0.025391;0.014648;42666;42666;3178;0;0;0
2024-11-05_11-37-58.169772;722348;-17.333374;24.8125;0.0575;3.712084;65535.0;-0.017578;0.026367;0.012695;48000;48000;3334;0;0;0
2024-11-05_11-37-58.310493;722348;-17.333374;24.8125;0.0575;3.712084;65535.0;-0.017578;0.026367;0.012695;58666;58666;3488;0;0;0
2024-11-05_11-37-58.419956;722560;-16.0;24.8125;0.040833;3.71125;65535.0;-0.018555;0.029297;0.007812;64000;64000;3598;0;0;0
2024-11-05_11-37-58.654739;722782;-17.333374;24.8125;0.125417;3.7125;65535.0;-0.019531;0.02832;0.011719;64000;64000;3836;0;0;0
2024-11-05_11-37-58.842954;722989;-25.333374;24.8125;0.123333;3.7125;65535.0;-0.018555;0.02832;0.009766;64000;64000;4021;0;0;0
2024-11-05_11-37-59.015530;723212;-22.666626;24.875;0.042083;3.711667;65535.0;-0.018555;0.025391;0.004883;64000;64000;4188;0;0;0
2024-11-05_11-37-59.298423;723429;-32.0;24.8125;0.352083;3.592917;65535.0;-0.018555;0.030273;0.00293;7000;7000;4467;0;0;0
2024-11-05_11-37-59.471428;723642;-34.666626;24.8125;0.81375;3.597501;65535.0;-0.018555;0.029297;0.003906;-50000;-50000;4658;0;0;0
2024-11-05_11-37-59.627831;723642;-34.666626;24.8125;0.81375;3.597501;65535.0;-0.018555;0.029297;0.003906;-50000;-50000;4818;0;0;0
2024-11-05_11-37-59.784754;723865;-30.666626;24.8125;0.751667;3.545834;65535.0;-0.019531;0.027344;0.006836;-50000;-50000;4978;0;0;0
2024-11-05_11-37-59.957821;724089;-1.333374;24.8125;0.82625;3.529584;65535.0;-0.015625;0.026367;0.011719;-50000;-50000;5147;0;0;0
2024-11-05_11-38-00.098494;724302;14.666626;24.8125;0.923333;3.524167;65535.0;-0.019531;0.026367;-0.000977;-50000;-50000;5268;0;0;0
2024-11-05_11-38-00.255534;724302;14.666626;24.8125;0.923333;3.524167;65535.0;-0.019531;0.026367;-0.000977;-50000;-50000;5428;0;0;0
2024-11-05_11-38-00.397710;724528;12.0;24.8125;0.969167;3.52875;65535.0;-0.020508;0.027344;-0.007812;-50000;-50000;5585;0;0;0
2024-11-05_11-38-00.553340;724743;12.0;24.8125;0.964167;3.51875;65535.0;-0.018555;0.024414;0.013672;-50000;-50000;5735;0;0;0
2024-11-05_11-38-00.913646;724954;30.666626;24.875;0.996667;3.520417;65535.0;-0.018555;0.026367;0.019531;-50000;-50000;6050;0;0;0
2024-11-05_11-38-01.039030;725162;44.0;24.8125;0.985417;3.519167;65535.0;-0.018555;0.027344;0.022461;-60000;-60000;6218;0;0;0
2024-11-05_11-38-01.195757;725369;46.666626;24.8125;0.970833;3.52;65535.0;-0.021484;0.033203;0.008789;-60000;-60000;6368;0;0;0
2024-11-05_11-38-01.352147;725369;46.666626;24.8125;0.970833;3.52;65535.0;-0.021484;0.033203;0.008789;-60000;-60000;6526;0;0;0
2024-11-05_11-38-01.524471;725574;18.666626;24.8125;0.82;3.52375;65535.0;-0.018555;0.030273;0.011719;20000;20000;6701;1;0;0
2024-11-05_11-38-01.650010;725792;-17.333374;24.8125;0.68;3.529167;65535.0;-0.018555;0.029297;0.016602;20000;20000;6838;1;0;0
2024-11-05_11-38-01.823116;726009;-17.333374;24.875;0.797917;3.695834;65535.0;-0.016602;0.03125;0.026367;20000;20000;6999;1;0;0
2024-11-05_11-38-02.026699;726009;-17.333374;24.875;0.797917;3.695834;65535.0;-0.016602;0.03125;0.026367;20000;20000;7167;0;0;0
2024-11-05_11-38-02.261532;726452;-16.0;24.8125;0.146667;3.528334;65535.0;-0.020508;0.03125;0.024414;20000;20000;7444;0;0;0
2024-11-05_11-38-02.450134;726452;-16.0;24.8125;0.146667;3.528334;65535.0;-0.020508;0.03125;0.024414;20000;20000;7628;0;0;0
2024-11-05_11-38-02.591190;726673;-16.0;24.875;0.1075;3.537083;65535.0;-0.022461;0.029297;0.03125;20000;20000;7777;0;0;0
2024-11-05_11-38-02.748417;726889;-16.0;24.8125;0.025833;3.52875;65535.0;-0.020508;0.03125;0.027344;20000;20000;7937;0;0;0
2024-11-05_11-38-02.936464;727113;-16.0;24.875;0.021667;3.529584;65535.0;-0.023438;0.03125;0.025391;20000;20000;8107;0;0;0
2024-11-05_11-38-03.124365;727113;-16.0;24.875;0.021667;3.529584;65535.0;-0.023438;0.03125;0.025391;1000;1000;18;0;0;0
2024-11-05_11-38-03.264988;727329;-21.333374;24.875;0.021667;3.529584;65535.0;-0.020508;0.032227;0.03125;1166;1166;172;0;0;0
2024-11-05_11-38-03.405646;727542;-20.0;24.875;0.051667;3.529167;65535.0;-0.022461;0.029297;0.030273;1333;1333;301;0;0;0
2024-11-05_11-38-03.643274;727760;-22.666626;24.875;0.121667;3.529584;65535.0;-0.023438;0.03125;0.036133;1833;1833;556;0;0;0
