datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-07_11-29-48.641776;399015;-48.0;22.125;0.02125;3.964583;132.0;0.152344;0.019531;1.480469;-60000;-60000;399098;0;0;0
2024-11-07_11-29-48.736316;399015;-48.0;22.125;0.02125;3.964583;132.0;0.152344;0.019531;1.480469;-60000;-60000;399197;0;0;0
2024-11-07_11-29-49.064478;399304;-34.666626;22.125;0.18125;3.9775;114.0;0.12793;0.017578;1.375977;-60000;-60000;399523;0;0;0
2024-11-07_11-29-49.174488;399453;-22.666626;22.125;0.224167;3.974167;104.0;0.110352;0.016602;1.245117;-60000;-60000;399626;0;0;0
2024-11-07_11-29-49.315128;399591;-21.333374;22.125;0.203333;4.002501;98.0;0.088867;0.011719;1.137695;20000;20000;399768;1;0;0
2024-11-07_11-29-49.471927;399735;-18.666626;22.125;0.735;4.400417;94.0;0.074219;0.018555;1.051758;20000;20000;399928;0;0;0
2024-11-07_11-29-49.612581;399884;-8.0;22.125;0.935417;3.980417;93.0;0.05957;0.022461;0.917969;20000;20000;400078;0;0;0
2024-11-07_11-29-49.768870;400020;0.0;22.125;0.15375;3.992917;92.0;0.045898;0.022461;0.805664;20000;20000;400238;0;0;0
2024-11-07_11-29-49.926218;400310;12.0;22.125;0.097917;3.975417;97.0;0.025391;0.024414;0.598633;20000;20000;400398;0;0;0
2024-11-07_11-29-50.082646;400453;18.666626;22.0625;0.049167;3.965834;92.0;0.018555;0.02832;0.507812;20000;20000;400538;0;0;0
2024-11-07_11-29-50.348822;400595;28.0;22.0625;0.0275;3.964583;96.0;0.015625;0.029297;0.411133;20000;20000;400814;0;0;0
2024-11-07_11-29-50.473746;400740;34.666626;22.0625;0.0225;3.964583;92.0;0.014648;0.032227;0.332031;20000;20000;400938;0;0;0
2024-11-07_11-29-50.551852;400883;34.666626;22.125;0.0225;3.964583;91.0;0.008789;0.03125;0.276367;20000;20000;401017;0;0;0
2024-11-07_11-29-50.724127;401022;45.333374;22.0625;0.021667;3.964583;96.0;0.005859;0.03125;0.211914;80000;80000;130;0;0;0
2024-11-07_11-29-50.895965;401163;38.666626;22.0625;0.037083;3.964583;106.0;0.00293;0.032227;0.154297;80000;80000;291;0;0;0
2024-11-07_11-29-51.036921;401300;37.333374;22.0625;0.094583;3.965;119.0;0.004883;0.033203;0.113281;80000;80000;440;0;0;0
2024-11-07_11-29-51.193359;401449;41.333374;22.0625;0.0775;3.970834;133.0;0.004883;0.03125;0.063477;80000;80000;592;0;0;0
2024-11-07_11-29-51.349610;401719;46.666626;22.0625;0.072083;3.964167;158.0;0.001953;0.029297;0.030273;80000;80000;751;0;0;0
