datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-07_10-50-55.434461;502301;-70.666626;22.25;0.02625;3.517917;51519.0;0.006836;0.027344;0.313477;-60000;-60000;155101;0;0;0
2024-11-07_10-50-55.543804;502405;-64.0;22.25;3.517917;3.517917;51519.0;0.005859;0.02832;0.266602;-60000;-60000;155210;0;0;0
2024-11-07_10-50-55.746927;502508;-50.666626;22.25;0.040833;3.517917;51519.0;0.001953;0.029297;0.181641;-60000;-60000;155378;0;0;0
2024-11-07_10-50-55.872348;502725;-36.0;22.25;0.078333;3.5175;51519.0;0.006836;0.026367;0.18457;-60000;-60000;155541;0;0;0
2024-11-07_10-50-56.030000;502819;-34.666626;22.1875;0.13875;3.519583;51519.0;0.001953;0.025391;0.114258;-60000;-60000;155690;0;0;0
2024-11-07_10-50-56.170723;503030;-22.666626;22.1875;0.082917;3.5275;51519.0;0.006836;0.030273;0.077148;-60000;-60000;155840;0;0;0
2024-11-07_10-50-56.327280;503131;-21.333374;22.25;0.124167;3.527083;51519.0;0.006836;0.024414;0.066406;-60000;-60000;156000;0;0;0
2024-11-07_10-50-56.515190;503331;-16.0;22.25;0.077083;3.51875;51519.0;0.000977;0.032227;0.046875;20000;20000;156179;1;0;0
2024-11-07_10-50-56.640191;503434;-18.666626;22.25;0.789583;3.700833;51519.0;-0.001953;0.025391;0.044922;20000;20000;156310;1;0;0
2024-11-07_10-50-56.812072;503634;-17.333374;22.25;0.822917;3.52;51519.0;0.0;0.030273;0.032227;20000;20000;156470;0;0;0
2024-11-07_10-50-56.999948;503834;-17.333374;22.1875;0.078333;3.518333;51519.0;-0.003906;0.03418;0.050781;20000;20000;156652;0;0;0
2024-11-07_10-50-57.156240;503934;-22.666626;22.25;0.054583;3.517917;51519.0;-0.003906;0.032227;0.050781;20000;20000;156799;0;0;0
2024-11-07_10-50-57.266054;504134;-21.333374;22.25;0.086667;3.517917;51519.0;-0.005859;0.032227;0.058594;20000;20000;156930;0;0;0
2024-11-07_10-50-57.422423;504238;-25.333374;22.25;0.071667;3.53875;51519.0;-0.004883;0.03125;0.058594;69000;69000;25;0;0;0
2024-11-07_10-50-57.641176;504463;-25.333374;22.1875;0.04;3.518333;51519.0;-0.008789;0.040039;0.043945;69000;69000;235;0;0;0
2024-11-07_10-50-57.750554;504561;-22.666626;22.1875;0.0525;3.517917;51519.0;-0.004883;0.029297;0.082031;69000;69000;346;0;0;0
2024-11-07_10-50-57.891460;504672;-22.666626;22.25;0.0325;3.517917;51519.0;-0.004883;0.02832;0.063477;0;0;496;0;0;0
2024-11-07_10-50-58.048279;504897;-21.333374;22.25;0.07625;3.520834;51519.0;-0.00293;0.027344;0.069336;0;0;645;0;0;0
2024-11-07_10-50-58.235749;505105;-30.666626;22.25;0.067917;3.534167;51519.0;-0.005859;0.02832;0.0625;0;0;835;0;0;0
2024-11-07_10-50-58.360749;505198;-25.333374;22.1875;0.105833;3.535833;51519.0;-0.003906;0.029297;0.0625;0;0;965;0;0;0
2024-11-07_10-50-58.517604;505315;-30.666626;22.25;0.13;3.53125;51519.0;-0.005859;0.029297;0.068359;0;0;1116;0;0;0
2024-11-07_10-50-58.799224;505623;-22.666626;22.25;0.025;3.517917;51519.0;-0.007812;0.038086;0.063477;0;0;1414;0;0;0
2024-11-07_10-50-58.987201;505821;-21.333374;22.25;0.077917;3.517917;51519.0;-0.008789;0.036133;0.060547;34000;34000;1586;0;0;0
2024-11-07_10-50-59.144036;506015;-30.666626;22.1875;0.025833;3.517917;51519.0;0.0;1.60038;0.0;56666;56666;1750;0;0;0
