datetime;time;load_cell;board_temperature;pressure_macki;pressure_tank;distance;acc_x;acc_y;acc_z;motor1_speed;motor2_speed;procedure_time;mechanical_state;motor1_temperature;motor2_temperature
2024-11-06_12-26-48.067123;669157;0.0;22.5625;0.021667;3.31125;215.0;0.061523;0.009766;0.918945;-60000;-60000;669331;0;0;0
2024-11-06_12-26-48.160886;669304;0.0;22.5625;3.308334;3.31;209.0;0.045898;0.00293;0.827148;-60000;-60000;669432;0;0;0
2024-11-06_12-26-48.302126;669459;60.0;22.5625;0.09375;3.309583;199.0;0.037109;0.001953;0.68457;-60000;-60000;669581;0;0;0
2024-11-06_12-26-48.458804;669606;70.666748;22.5;0.136667;3.31875;187.0;0.02832;0.0;0.552734;-60000;-60000;669731;0;0;0
2024-11-06_12-26-48.630676;669744;86.666748;22.5;0.1325;3.311667;180.0;0.017578;0.011719;0.462891;-60000;-60000;669901;0;0;0
2024-11-06_12-26-48.818968;669888;104.0;22.5;0.14375;3.31125;170.0;0.015625;0.013672;0.388672;-60000;-60000;670066;0;0;0
2024-11-06_12-26-48.928303;670037;113.333252;22.5;0.104167;3.334167;156.0;0.011719;0.020508;0.295898;-60000;-60000;670210;0;0;0
2024-11-06_12-26-49.100441;670174;118.666748;22.5;0.109583;3.320833;147.0;0.007812;0.023438;0.225586;-60000;-60000;670369;0;0;0
2024-11-06_12-26-49.256684;670318;124.0;22.5;0.070417;3.318333;136.0;0.004883;0.025391;0.155273;-60000;-60000;670529;0;0;0
2024-11-06_12-26-49.429107;670606;138.666748;22.5;0.080417;3.33;118.0;0.00293;0.02832;0.086914;-60000;-60000;670688;0;0;0
2024-11-06_12-26-49.574465;670745;140.0;22.5;0.139167;3.32625;109.0;0.006836;0.027344;0.052734;-60000;-60000;670831;0;0;0
2024-11-06_12-26-49.711056;670886;140.0;22.5;0.167917;3.327084;100.0;0.001953;0.032227;0.022461;-60000;-60000;670991;0;0;0
2024-11-06_12-26-49.898976;671028;142.666748;22.5;0.19625;3.31125;91.0;0.004883;0.030273;0.025391;20000;20000;671156;1;0;0
2024-11-06_12-26-50.134232;671316;140.0;22.5;0.036667;3.31125;98.0;0.000977;0.029297;-0.014648;60000;60000;121;0;2;0
2024-11-06_12-26-50.478672;671603;142.666748;22.5;0.102917;3.31125;113.0;-0.019531;0.03125;-0.064453;60000;60000;461;0;0;0
2024-11-06_12-26-50.651051;671754;138.666748;22.5;0.1525;3.322917;122.0;-0.003906;0.02832;-0.011719;60000;60000;641;0;0;0
2024-11-06_12-26-50.807417;671896;146.666748;22.5;0.07375;3.332917;137.0;-0.001953;0.029297;0.000977;60000;60000;801;0;0;0
2024-11-06_12-26-51.010925;672051;138.666748;22.5;0.139167;3.3075;146.0;-0.006836;0.029297;-0.004883;60000;60000;968;0;0;0
2024-11-06_12-26-51.120965;672196;136.0;22.5;0.0925;3.322083;157.0;-0.003906;0.035156;0.014648;60000;60000;1110;0;0;0
2024-11-06_12-26-51.277344;672335;136.0;22.5;0.135417;3.310417;167.0;-0.007812;0.030273;0.006836;60000;60000;1260;0;0;0
2024-11-06_12-26-51.449275;672618;124.0;22.5;0.14625;3.3125;185.0;-0.006836;0.03418;0.020508;60000;60000;1438;0;0;0
2024-11-06_12-26-51.622132;672764;128.0;22.5;0.057083;3.309583;197.0;-0.006836;0.029297;0.013672;50000;50000;1599;0;0;0
2024-11-06_12-26-51.888253;673044;124.0;22.5;0.3425;3.314167;209.0;-0.004883;0.03418;0.019531;30000;30000;1860;0;2;0
