Time;acc_x;acc_y;acc_z;

1654;0.023438;0.017578;1.043945;
1793;0.021484;0.016602;1.040039;
1933;0.022461;0.016602;1.046875;
2073;0.025391;0.015625;1.032227;
2213;0.025391;0.017578;1.042969;
2354;0.026367;0.010742;1.053711;
2494;0.025391;0.014648;1.072266;
2634;0.024414;0.014648;1.045898;
2773;0.025391;0.010742;1.065430;
2913;0.021484;0.013672;1.065430;
3053;0.025391;0.016602;1.083008;
3194;0.024414;0.018555;1.092773;
3333;0.024414;0.027344;1.086914;
3474;0.024414;0.026367;1.095703;
3614;0.027344;0.020508;1.104492;
3754;0.024414;0.018555;1.118164;
3894;0.023438;0.019531;1.102539;
4029;0.029297;0.019531;1.116211;
4179;0.025391;0.018555;1.120117;
4329;0.027344;0.024414;1.135742;
4479;0.029297;0.022461;1.140625;
4624;0.026367;0.028320;1.151367;
4763;0.024414;0.022461;1.124023;
4904;0.031250;0.023438;1.134766;
5044;0.027344;0.029297;1.148438;
5184;0.021484;0.035156;1.142578;
5324;0.027344;0.023438;1.119141;
5459;0.026367;0.020508;1.130859;
5609;0.019531;0.017578;1.145508;
5754;0.028320;0.016602;1.147461;
5894;0.025391;0.013672;1.150391;
6034;0.031250;0.027344;1.208008;
6175;0.027344;0.029297;1.224609;
6319;0.033203;0.029297;1.243164;
6473;0.039062;0.022461;1.274414;
6619;0.038086;0.028320;1.291992;
6760;0.042969;0.022461;1.333008;
6909;0.047852;0.025391;1.375000;
7059;0.045898;0.021484;1.362305;
7209;0.047852;0.022461;1.393555;
7340;0.050781;0.025391;1.413086;
7494;0.057617;0.019531;1.432617;
7634;0.053711;0.023438;1.433594;
7769;0.057617;0.027344;1.453125;
7914;0.055664;0.033203;1.462891;
8054;0.056641;0.025391;1.465820;
8194;0.056641;0.033203;1.451172;
8334;0.054688;0.031250;1.443359;
8524;0.052734;0.033203;1.448242;
8669;0.053711;0.038086;1.424805;
8824;0.048828;0.036133;1.390625;
8964;0.046875;0.024414;1.377930;
9104;0.041992;0.028320;1.358398;
9249;0.045898;0.028320;1.359375;
9394;0.043945;0.020508;1.341797;
9539;0.048828;0.022461;1.358398;
9689;0.046875;0.025391;1.366211;
9830;0.042969;0.022461;1.383789;
9969;0.048828;0.025391;1.387695;
10129;0.051758;0.027344;1.403320;
10279;0.049805;0.029297;1.434570;
10419;0.053711;0.019531;1.439453;
10564;0.051758;0.026367;1.454102;
10703;0.054688;0.023438;1.459961;
10839;0.060547;0.026367;1.467773;
10983;0.056641;0.028320;1.492188;
11124;0.051758;0.033203;1.480469;
11264;0.059570;0.025391;1.476562;
11399;0.055664;0.024414;1.473633;
11544;0.054688;0.035156;1.473633;
11684;0.054688;0.028320;1.448242;
11824;0.050781;0.033203;1.434570;
11959;0.047852;0.028320;1.407227;
12114;0.049805;0.021484;1.381836;
12253;0.044922;0.024414;1.330078;
12394;0.040039;0.027344;1.316406;
12531;0.036133;0.026367;1.298828;
12679;0.039062;0.030273;1.275391;
12829;0.029297;0.029297;1.257812;
12969;0.032227;0.027344;1.219727;
13124;0.030273;0.023438;1.208008;
13259;0.028320;0.028320;1.189453;
