Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

2148;-2000.000000;20.562500;0.021250;0.020417;201;

2295;-2000.000000;20.625000;0.021250;0.020417;202;

2432;-2000.000000;20.562500;0.021250;0.020417;198;

2575;-2000.000000;20.562500;0.021250;0.020417;204;

2712;-2000.000000;20.625000;0.021250;0.020417;204;

2855;-2000.000000;20.625000;0.036250;0.020833;201;

2995;-2000.000000;20.562500;0.021250;0.020417;201;

3133;-2000.000000;20.625000;0.021250;0.020417;202;

3275;-2000.000000;20.625000;0.021250;0.020417;204;

3412;-2000.000000;20.625000;0.021667;0.020417;202;

3555;-2000.000000;20.625000;0.021250;0.020417;203;

3692;-2000.000000;20.625000;0.021250;0.020417;199;

3835;-2000.000000;20.625000;0.021250;0.020417;203;

3972;-2000.000000;20.562500;0.021250;0.020417;201;

4115;-2000.000000;20.625000;0.021250;0.020417;207;

4253;-2000.000000;20.562500;0.021250;0.020417;201;

4395;-2000.000000;20.625000;0.021250;0.020417;202;

4532;-2000.000000;20.562500;0.021250;0.020417;203;

4678;-2000.000000;20.625000;0.021250;0.020417;203;

4814;-2000.000000;20.625000;0.020417;0.020417;201;

4953;-2000.000000;20.625000;0.021250;0.020000;202;

5092;-2000.000000;20.625000;0.021250;0.020417;203;

5241;-2000.000000;20.625000;0.021250;0.020417;204;

5385;-2000.000000;20.625000;0.020417;0.020417;203;

5524;-2000.000000;20.625000;0.020417;0.020417;202;

5667;-2000.000000;20.625000;0.021250;0.020417;200;

5802;-2000.000000;20.625000;0.021667;0.020417;203;

5965;-2000.000000;20.625000;0.021250;0.020417;205;

6105;-2000.000000;20.562500;0.021250;0.020417;200;

6244;-2000.000000;20.625000;0.021250;0.020417;201;

6385;-2000.000000;20.625000;0.021250;0.020417;206;

6522;-2000.000000;20.625000;0.021250;0.020417;203;

6666;-2000.000000;20.625000;0.021250;0.020417;203;

6815;-2000.000000;20.625000;0.021250;0.020417;203;

6954;-2000.000000;20.625000;0.021250;0.020417;203;

7095;-2000.000000;20.625000;0.021250;0.020417;202;

