Time;acc_x;acc_y;acc_z;

754155;-0.034180;0.039062;1.040039;
754377;-0.035156;0.038086;1.039062;
754527;-0.035156;0.038086;1.040039;
754667;-0.034180;0.039062;1.040039;
754807;-0.035156;0.038086;1.040039;
754947;-0.036133;0.039062;1.041016;
755087;-0.034180;0.040039;1.038086;
755227;-0.034180;0.038086;1.038086;
755367;-0.035156;0.040039;1.040039;
755507;-0.034180;0.039062;1.039062;
755647;-0.034180;0.040039;1.041016;
755787;-0.034180;0.039062;1.041016;
755927;-0.034180;0.038086;1.040039;
756067;-0.035156;0.037109;1.040039;
756207;-0.034180;0.040039;1.040039;
756347;-0.035156;0.038086;1.040039;
756487;-0.033203;0.039062;1.040039;
756627;-0.034180;0.039062;1.039062;
756772;-0.035156;0.039062;1.041016;
756915;-0.034180;0.039062;1.038086;
757054;-0.035156;0.040039;1.040039;
757202;-0.033203;0.039062;1.039062;
757342;-0.033203;0.040039;1.041016;
757492;-0.035156;0.041016;1.041016;
757626;-0.034180;0.040039;1.040039;
757772;-0.034180;0.039062;1.039062;
757917;-0.034180;0.039062;1.039062;
758062;-0.033203;0.039062;1.039062;
758203;-0.035156;0.038086;1.040039;
758342;-0.033203;0.040039;1.039062;
758487;-0.035156;0.038086;1.040039;
758627;-0.034180;0.039062;1.040039;
758777;-0.034180;0.038086;1.039062;
758917;-0.034180;0.039062;1.041016;
759057;-0.035156;0.039062;1.039062;
759197;-0.035156;0.039062;1.040039;
759337;-0.034180;0.038086;1.039062;
759477;-0.034180;0.039062;1.039062;
759617;-0.035156;0.039062;1.040039;
759757;-0.034180;0.039062;1.040039;
759897;-0.035156;0.039062;1.040039;
760037;-0.034180;0.039062;1.038086;
760177;-0.033203;0.039062;1.040039;
760327;-0.033203;0.040039;1.040039;
760464;-0.033203;0.039062;1.039062;
760602;-0.034180;0.040039;1.041016;
760752;-0.033203;0.040039;1.039062;
760882;-0.034180;0.040039;1.040039;
761032;-0.034180;0.039062;1.040039;
761177;-0.034180;0.041016;1.040039;
761322;-0.033203;0.039062;1.039062;
761462;-0.035156;0.039062;1.040039;
761602;-0.035156;0.038086;1.039062;
761742;-0.034180;0.039062;1.041016;
761877;-0.035156;0.040039;1.039062;
762017;-0.035156;0.039062;1.040039;
762157;-0.034180;0.040039;1.041016;
762297;-0.036133;0.037109;1.040039;
762437;-0.034180;0.039062;1.040039;
762577;-0.035156;0.039062;1.041016;
762717;-0.034180;0.039062;1.039062;
762857;-0.034180;0.038086;1.041016;
762997;-0.035156;0.039062;1.039062;
763137;-0.034180;0.039062;1.041016;
763277;-0.034180;0.039062;1.039062;
763427;-0.034180;0.040039;1.040039;
763567;-0.033203;0.039062;1.041016;
763707;-0.035156;0.037109;1.039062;
763843;-0.034180;0.038086;1.038086;
763982;-0.034180;0.039062;1.040039;
764122;-0.033203;0.040039;1.039062;
764272;-0.033203;0.040039;1.041016;
764422;-0.035156;0.039062;1.040039;
