Time;acc_x;acc_y;acc_z;

944674;-0.025391;0.017578;0.022461;
944890;-0.025391;0.018555;0.022461;
945040;-0.024414;0.019531;0.023438;
945180;-0.025391;0.017578;0.020508;
945320;-0.028320;0.016602;0.021484;
945460;-0.027344;0.018555;0.016602;
945600;-0.028320;0.018555;0.013672;
945740;-0.025391;0.019531;0.003906;
945880;-0.027344;0.019531;0.008789;
946020;-0.027344;0.020508;0.004883;
946160;-0.029297;0.022461;0.000977;
946300;-0.028320;0.023438;0.003906;
946440;-0.027344;0.021484;0.003906;
946580;-0.030273;0.026367;0.000000;
946720;-0.028320;0.024414;0.003906;
946860;-0.030273;0.024414;0.005859;
947000;-0.030273;0.026367;0.007812;
947140;-0.031250;0.024414;0.000977;
947275;-0.030273;0.025391;-0.003906;
947426;-0.030273;0.024414;0.000977;
947585;-0.030273;0.025391;0.000977;
947750;-0.030273;0.026367;0.002930;
947890;-0.034180;0.024414;0.007812;
948030;-0.030273;0.024414;0.006836;
948170;-0.032227;0.027344;0.005859;
948310;-0.033203;0.026367;0.003906;
948445;-0.035156;0.024414;0.007812;
948600;-0.034180;0.023438;0.001953;
948740;-0.033203;0.024414;0.003906;
948890;-0.033203;0.023438;0.003906;
949040;-0.036133;0.027344;0.011719;
949180;-0.035156;0.022461;0.005859;
949320;-0.040039;0.024414;0.009766;
949470;-0.039062;0.024414;0.008789;
949610;-0.042969;0.020508;0.028320;
949757;-0.042969;0.024414;0.059570;
949900;-0.044922;0.020508;0.108398;
950037;-0.041016;0.019531;0.179688;
950190;-0.041992;0.027344;0.252930;
950325;-0.040039;0.024414;0.328125;
950475;-0.036133;0.020508;0.425781;
950635;-0.034180;0.023438;0.499023;
950795;-0.032227;0.019531;0.596680;
950960;-0.021484;0.022461;0.692383;
951100;-0.018555;0.022461;0.766602;
951240;-0.007812;0.024414;0.862305;
951380;-0.000977;0.024414;0.951172;
951520;0.005859;0.024414;1.052734;
951670;0.017578;0.023438;1.143555;
951810;0.027344;0.024414;1.200195;
951950;0.037109;0.025391;1.272461;
952100;0.044922;0.025391;1.342773;
952240;0.052734;0.024414;1.397461;
952380;0.051758;0.025391;1.428711;
952530;0.059570;0.023438;1.458984;
952670;0.054688;0.029297;1.479492;
952810;0.050781;0.026367;1.472656;
952947;0.051758;0.025391;1.482422;
953105;0.048828;0.022461;1.502930;
953256;0.050781;0.018555;1.520508;
953410;0.053711;0.024414;1.548828;
953550;0.046875;0.026367;1.574219;
953690;0.052734;0.031250;1.591797;
953830;0.049805;0.018555;1.607422;
953970;0.053711;0.022461;1.625977;
954110;0.055664;0.022461;1.647461;
954250;0.046875;0.022461;1.640625;
954390;0.052734;0.034180;1.656250;
954530;0.051758;0.041016;1.666016;
954680;0.050781;0.024414;1.678711;
954820;0.048828;0.028320;1.673828;
954960;0.046875;0.037109;1.697266;
955100;0.048828;0.036133;1.693359;
955240;0.046875;0.030273;1.711914;
955375;0.049805;0.020508;1.746094;
955525;0.048828;0.029297;1.764648;
955686;0.045898;0.038086;1.769531;
955850;0.048828;0.036133;1.797852;
955990;0.044922;0.039062;1.807617;
956130;0.048828;0.037109;1.793945;
956270;0.041016;0.042969;1.790039;
956410;0.041992;0.040039;1.813477;
956560;0.043945;0.035156;1.832031;
956700;0.041992;0.008789;1.812500;
956840;0.038086;0.010742;1.799805;
956990;0.044922;0.008789;1.825195;
957130;0.040039;0.013672;1.812500;
957270;0.041016;0.014648;1.837891;
957420;0.039062;0.033203;1.805664;
957560;0.031250;0.015625;1.771484;
957700;0.040039;0.003906;1.774414;
957835;0.030273;0.009766;1.752930;
957995;0.028320;0.012695;1.748047;
958155;0.024414;0.015625;1.722656;
958320;0.013672;0.028320;1.706055;
958460;0.013672;0.030273;1.698242;
958600;0.012695;0.033203;1.703125;
958740;0.011719;0.028320;1.702148;
958890;0.012695;0.027344;1.710938;
959030;0.009766;0.032227;1.722656;
959170;0.009766;0.033203;1.727539;
959310;0.011719;0.031250;1.750977;
959450;0.010742;0.025391;1.762695;
959590;0.014648;0.021484;1.787109;
959730;0.015625;0.019531;1.801758;
959870;0.013672;0.020508;1.814453;
960020;0.014648;0.024414;1.838867;
960160;0.015625;0.030273;1.857422;
960305;0.018555;0.020508;1.871094;
960466;0.015625;0.020508;1.871094;
960605;0.014648;0.018555;1.864258;
960770;0.012695;0.016602;1.859375;
960910;0.010742;0.009766;1.844727;
961050;0.011719;0.012695;1.846680;
961190;0.007812;0.005859;1.831055;
961330;0.006836;0.003906;1.805664;
961470;0.004883;0.000977;1.805664;
961610;0.004883;0.004883;1.789062;
961760;0.000000;0.009766;1.776367;
961900;-0.000977;0.010742;1.767578;
962040;-0.002930;0.007812;1.760742;
962190;-0.002930;0.012695;1.750977;
962330;-0.006836;0.017578;1.745117;
962470;-0.007812;0.021484;1.740234;
962610;-0.013672;0.015625;1.729492;
962746;-0.013672;0.018555;1.732422;
962896;-0.008789;0.019531;1.739258;
963055;-0.013672;0.021484;1.745117;
963220;-0.012695;0.027344;1.753906;
963360;-0.012695;0.027344;1.755859;
963510;-0.015625;0.025391;1.770508;
963660;-0.013672;0.025391;1.775391;
963800;-0.011719;0.021484;1.783203;
963940;-0.013672;0.020508;1.790039;
964080;-0.010742;0.019531;1.796875;
964220;-0.011719;0.013672;1.796875;
964360;-0.014648;0.008789;1.803711;
964510;-0.010742;0.007812;1.805664;
964650;-0.010742;0.003906;1.807617;
964790;-0.009766;-0.004883;1.802734;
964930;-0.010742;0.007812;1.806641;
965070;-0.017578;0.012695;1.813477;
965215;-0.014648;0.012695;1.827148;
965365;-0.014648;0.013672;1.824219;
965525;-0.018555;0.023438;1.819336;
965680;-0.017578;0.023438;1.823242;
965820;-0.014648;0.030273;1.825195;
965970;-0.020508;0.025391;1.818359;
966110;-0.018555;0.030273;1.821289;
966260;-0.019531;0.025391;1.815430;
966400;-0.020508;0.027344;1.808594;
966540;-0.021484;0.020508;1.798828;
966690;-0.022461;0.019531;1.791992;
966830;-0.022461;0.022461;1.784180;
966970;-0.020508;0.022461;1.773438;
967120;-0.024414;0.018555;1.751953;
967260;-0.026367;0.016602;1.730469;
967400;-0.030273;0.011719;1.701172;
967540;-0.033203;0.010742;1.649414;
967695;-0.039062;0.009766;1.587891;
967856;-0.045898;0.015625;1.541992;
968020;-0.046875;0.014648;1.478516;
968160;-0.052734;0.014648;1.426758;
968300;-0.054688;0.013672;1.391602;
968440;-0.057617;0.018555;1.353516;
968590;-0.060547;0.020508;1.332031;
968730;-0.062500;0.014648;1.308594;
968870;-0.064453;0.013672;1.290039;
969010;-0.064453;0.014648;1.287109;
969150;-0.066406;0.021484;1.291992;
969290;-0.067383;0.020508;1.283203;
969440;-0.066406;0.023438;1.298828;
969580;-0.062500;0.020508;1.307617;
969720;-0.065430;0.020508;1.320312;
969860;-0.062500;0.021484;1.316406;
970000;-0.063477;0.024414;1.337891;
970155;-0.062500;0.017578;1.328125;
970316;-0.065430;0.020508;1.345703;
970455;-0.062500;0.018555;1.345703;
970610;-0.064453;0.021484;1.339844;
970750;-0.062500;0.018555;1.325195;
970890;-0.066406;0.017578;1.315430;
971030;-0.065430;0.018555;1.293945;
971170;-0.067383;0.016602;1.274414;
971310;-0.068359;0.019531;1.256836;
971460;-0.071289;0.018555;1.231445;
971600;-0.072266;0.016602;1.212891;
971740;-0.074219;0.018555;1.182617;
971880;-0.073242;0.019531;1.172852;
972020;-0.075195;0.019531;1.164062;
972160;-0.077148;0.019531;1.142578;
972300;-0.077148;0.023438;1.129883;
972450;-0.078125;0.020508;1.129883;
972585;-0.080078;0.023438;1.114258;
