Time;acc_x;acc_y;acc_z;

118953;0.034180;0.024414;1.114258;
119169;0.035156;0.024414;1.113281;
119319;0.033203;0.022461;1.133789;
119459;0.036133;0.028320;1.146484;
119599;0.033203;0.031250;1.130859;
119740;0.035156;0.030273;1.133789;
119879;0.032227;0.023438;1.113281;
120019;0.035156;0.027344;1.126953;
120159;0.035156;0.026367;1.134766;
120299;0.032227;0.028320;1.125000;
120439;0.033203;0.026367;1.122070;
120579;0.033203;0.027344;1.124023;
120719;0.034180;0.028320;1.128906;
120859;0.032227;0.030273;1.133789;
120999;0.031250;0.024414;1.125000;
121139;0.035156;0.026367;1.122070;
121279;0.034180;0.026367;1.125977;
121419;0.034180;0.027344;1.121094;
121555;0.035156;0.025391;1.120117;
121705;0.031250;0.027344;1.121094;
121856;0.032227;0.025391;1.113281;
122019;0.035156;0.023438;1.115234;
122159;0.032227;0.028320;1.117188;
122299;0.031250;0.026367;1.108398;
122439;0.033203;0.029297;1.108398;
122579;0.032227;0.027344;1.103516;
122715;0.032227;0.025391;1.106445;
122866;0.033203;0.027344;1.109375;
123029;0.036133;0.033203;1.120117;
123169;0.031250;0.027344;1.099609;
123309;0.032227;0.031250;1.105469;
123459;0.033203;0.033203;1.109375;
123595;0.032227;0.026367;1.102539;
123749;0.032227;0.025391;1.105469;
123889;0.033203;0.027344;1.115234;
124025;0.029297;0.029297;1.104492;
124185;0.034180;0.029297;1.108398;
124345;0.033203;0.030273;1.107422;
124506;0.035156;0.032227;1.112305;
124646;0.032227;0.028320;1.106445;
124789;0.034180;0.027344;1.108398;
124929;0.031250;0.034180;1.103516;
125079;0.032227;0.029297;1.089844;
125220;0.033203;0.025391;1.098633;
125369;0.032227;0.027344;1.111328;
125509;0.031250;0.029297;1.096680;
125645;0.030273;0.032227;1.096680;
125789;0.029297;0.031250;1.105469;
125929;0.032227;0.027344;1.092773;
126069;0.030273;0.025391;1.104492;
126209;0.033203;0.031250;1.105469;
126345;0.032227;0.028320;1.096680;
126499;0.030273;0.025391;1.087891;
126639;0.029297;0.026367;1.088867;
126796;0.033203;0.030273;1.090820;
126955;0.032227;0.027344;1.082031;
127115;0.030273;0.032227;1.091797;
127266;0.031250;0.028320;1.090820;
127420;0.032227;0.032227;1.079102;
127555;0.032227;0.031250;1.083008;
127719;0.029297;0.027344;1.078125;
127859;0.030273;0.025391;1.073242;
127999;0.031250;0.031250;1.080078;
128135;0.031250;0.029297;1.082031;
128279;0.031250;0.025391;1.075195;
128410;0.032227;0.028320;1.079102;
128549;0.032227;0.027344;1.070312;
128689;0.031250;0.028320;1.074219;
128829;0.028320;0.030273;1.072266;
128966;0.030273;0.027344;1.061523;
129109;0.031250;0.022461;1.057617;
129250;0.030273;0.026367;1.064453;
129395;0.029297;0.027344;1.060547;
129555;0.029297;0.031250;1.062500;
129715;0.030273;0.035156;1.060547;
129875;0.029297;0.034180;1.067383;
130039;0.028320;0.035156;1.056641;
130179;0.028320;0.032227;1.044922;
130320;0.028320;0.039062;1.054688;
130460;0.027344;0.036133;1.056641;
130599;0.028320;0.034180;1.048828;
130739;0.026367;0.037109;1.039062;
130879;0.027344;0.040039;1.030273;
131030;0.028320;0.040039;1.034180;
131169;0.027344;0.041992;1.041016;
131309;0.025391;0.038086;1.026367;
131449;0.027344;0.040039;1.030273;
131589;0.029297;0.041992;1.025391;
131729;0.026367;0.041016;1.022461;
131870;0.025391;0.041016;1.018555;
132005;0.026367;0.040039;1.030273;
132166;0.022461;0.042969;1.019531;
132315;0.028320;0.041016;1.027344;
132465;0.026367;0.035156;1.025391;
132629;0.026367;0.041992;1.028320;
132769;0.028320;0.040039;1.024414;
132909;0.024414;0.042969;1.026367;
133049;0.025391;0.040039;1.020508;
133189;0.028320;0.041016;1.017578;
133329;0.024414;0.039062;1.023438;
133469;0.024414;0.043945;1.015625;
133605;0.024414;0.041992;1.009766;
133759;0.021484;0.040039;1.014648;
133899;0.025391;0.041992;1.008789;
134039;0.027344;0.041992;1.022461;
134176;0.026367;0.044922;1.019531;
134329;0.026367;0.042969;1.018555;
134470;0.026367;0.044922;1.011719;
134625;0.023438;0.041016;1.004883;
134786;0.026367;0.040039;1.008789;
134945;0.026367;0.041992;1.008789;
135095;0.024414;0.038086;1.005859;
135259;0.026367;0.040039;1.007812;
135399;0.023438;0.039062;0.999023;
135535;0.026367;0.040039;1.011719;
135689;0.024414;0.040039;1.003906;
135829;0.025391;0.039062;1.001953;
135970;0.026367;0.038086;1.012695;
136105;0.025391;0.037109;1.010742;
136259;0.023438;0.037109;1.003906;
136409;0.023438;0.039062;1.011719;
136549;0.026367;0.040039;1.008789;
136691;0.027344;0.036133;1.012695;
136850;0.026367;0.037109;1.014648;
136999;0.028320;0.038086;1.012695;
137141;0.025391;0.041016;1.014648;
137306;0.025391;0.039062;1.018555;
137465;0.025391;0.039062;1.014648;
137615;0.026367;0.038086;1.017578;
137775;0.026367;0.039062;1.016602;
