Time;Load cell reading [N];Temperature [C];Pressure sensor 1 [bar];Pressure sensor 2 [bar];Distance [mm];

362145;-22.666626;25.125000;0.021667;3.864584;191;

362288;-20.000000;25.187500;0.021667;3.864584;195;

362435;-21.333374;25.187500;0.021667;3.864584;196;

362575;-22.666626;25.125000;0.021667;3.864584;195;

362712;-18.666626;25.125000;0.021667;3.864584;195;

362855;-30.666626;25.125000;0.021667;3.864167;196;

362993;-20.000000;25.125000;0.021667;3.864584;196;

363135;-26.666626;25.125000;0.021667;3.864167;198;

363272;-25.333374;25.187500;0.021667;3.864167;194;

363415;-26.666626;25.125000;0.021667;3.864167;192;

363552;-30.666626;25.125000;0.021667;3.864584;194;

363695;-21.333374;25.187500;0.021667;3.864584;197;

363832;-21.333374;25.125000;0.021667;3.864584;191;

363975;-22.666626;25.187500;0.021667;3.864584;193;

364113;-25.333374;25.125000;0.021667;3.864584;194;

364255;-22.666626;25.125000;0.021667;3.864167;192;

364392;-29.333374;25.125000;0.021667;3.864167;198;

364535;-21.333374;25.125000;0.021667;3.864584;193;

364675;-30.666626;25.125000;0.021667;3.864584;195;

364830;-18.666626;25.125000;0.021667;3.864167;192;

364980;-21.333374;25.125000;0.021667;3.864167;196;

365128;-18.666626;25.125000;0.021667;3.864584;197;

365270;-13.333374;25.125000;0.021667;3.864584;197;

365407;-17.333374;25.125000;0.021667;3.864584;193;

365555;-21.333374;25.125000;0.021667;3.864584;194;

365693;-16.000000;25.125000;0.021667;3.864167;193;

365839;-17.333374;25.125000;0.021667;3.864167;196;

365982;-17.333374;25.125000;0.021667;3.864167;190;

366127;-22.666626;25.125000;0.021667;3.864584;196;

366275;-21.333374;25.125000;0.021667;3.864584;194;

366413;-25.333374;25.125000;0.021667;3.864584;193;

366556;-32.000000;25.125000;0.021667;3.864167;195;

366692;-30.666626;25.125000;0.021667;3.864167;193;

366835;-22.666626;25.125000;0.021667;3.864167;196;

366973;-30.666626;25.125000;0.021667;3.863750;196;

367115;-34.666626;25.125000;0.021667;3.863750;194;

367254;-36.000000;25.125000;0.021667;3.861250;196;

367402;-36.000000;25.125000;0.021667;3.861250;195;

367544;-34.666626;25.125000;3.861250;3.861250;195;

367676;-38.666626;25.125000;0.021667;3.859584;196;

367814;-38.666626;25.125000;0.021667;3.859167;192;

367972;-41.333374;25.125000;0.021667;3.861667;194;

368119;-48.000000;25.125000;0.021667;3.859167;193;

368265;-36.000000;25.125000;0.021667;3.860417;195;

368403;-38.666626;25.125000;0.021667;3.858750;198;

368545;-36.000000;25.125000;0.021667;3.859167;196;

368684;-36.000000;25.125000;0.021667;3.859167;192;

368826;-41.333374;25.125000;0.021667;3.859167;196;

368963;-38.666626;25.125000;0.021667;3.859167;199;

369106;-34.666626;25.125000;0.021667;3.859167;196;

369255;-36.000000;25.125000;0.021667;3.859167;194;

369393;-36.000000;25.125000;0.021667;3.859167;194;

369535;-37.333374;25.125000;0.021667;3.858750;195;

369672;-36.000000;25.125000;0.021667;3.859167;195;

369815;-37.333374;25.125000;0.021667;3.859167;197;

369952;-36.000000;25.125000;0.021667;3.859167;199;

370095;-36.000000;25.125000;0.021667;3.859167;196;

370233;-38.666626;25.125000;0.021667;3.859167;197;

370374;-36.000000;25.125000;0.021667;3.859167;195;

370512;-32.000000;25.125000;0.021667;3.859167;196;

370652;-34.666626;25.125000;0.021667;3.858750;194;

370796;-38.666626;25.125000;3.859167;3.859167;195;

370942;-38.666626;25.125000;0.021667;3.859167;193;

371089;-34.666626;25.125000;0.021667;3.859167;193;

371223;-38.666626;25.125000;0.021667;3.859167;195;

371367;-36.000000;25.125000;0.021667;3.859167;192;

371515;-36.000000;25.125000;0.021667;3.859167;193;

371653;-34.666626;25.125000;0.021667;3.859167;195;

371797;-36.000000;25.125000;0.021667;3.859167;196;

371933;-34.666626;25.125000;0.021667;3.859167;193;

372075;-34.666626;25.125000;0.021667;3.859167;194;

372213;-36.000000;25.125000;0.021667;3.859167;195;

372355;-30.666626;25.125000;0.021667;3.859167;196;

372494;-22.666626;25.125000;0.021667;3.859167;195;

